orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,dataid,dataname,datacode,Total
Kenya,Kisumu County,Nyando Sub County,Ahero Ward,Ahero County Hospital,iPKeTl8lSAZ,Ahero County Hospital,13468,County hospital,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,148
Kenya,Kisumu County,Nyando Sub County,Ahero Ward,Ahero County Hospital,iPKeTl8lSAZ,Ahero County Hospital,13468,County hospital,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,24
Kenya,Kisumu County,Nyando Sub County,Awasi/Onjiko Ward,Ahero Medical Centre,TYKsuf1A6HB,Ahero Medical Centre,18291,Medical clinic,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,11
Kenya,Kisumu County,Nyando Sub County,Awasi/Onjiko Ward,Ahero Medical Centre,TYKsuf1A6HB,Ahero Medical Centre,18291,Medical clinic,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Kakamega County,Mumias East Sub County,Lusheya/Lubinu Ward,Ahmadiya Hospital,Hz0YZaxawTo,Ahmadiya Hospital,15791,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,2
Kenya,Kakamega County,Mumias East Sub County,Lusheya/Lubinu Ward,Ahmadiya Hospital,Hz0YZaxawTo,Ahmadiya Hospital,15791,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,3
Kenya,Isiolo County,Isiolo Sub County,Wabera Ward,AIC Dispensary (Isiolo),W5tfdo7JoJL,AIC Dispensary (Isiolo),12093,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Kericho County,Bureti Sub County,Litein Ward,AIC Litein Mission Hospital,AawtXdUefwb,AIC Litein Mission Hospital,14178,mission hospital,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,13
Kenya,Kericho County,Bureti Sub County,Litein Ward,AIC Litein Mission Hospital,AawtXdUefwb,AIC Litein Mission Hospital,14178,mission hospital,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,3
Kenya,Homa Bay County,Rachuonyo South Sub County,East Kamagak Ward,Aimo Dispensary,XCngdtEEkGl,Aimo Dispensary,22860,DISPENSARY,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,4
Kenya,Meru County,Tigania West Sub County,Nkomo Ward,Aina Dispensary,QMzWtI2lOvC,Aina Dispensary,20030,Dispensary,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Meru County,Tigania West Sub County,Nkomo Ward,Aina Dispensary,QMzWtI2lOvC,Aina Dispensary,20030,Dispensary,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Uasin Gishu County,Ainabkoi Sub County,Ainabkoi/Olare Ward,Ainabkoi (RCEA) Health Centre,yvHLTdpzuNc,Ainabkoi (RCEA) Health Centre,16350,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,2
Kenya,Nakuru County,Kuresoi South Sub County,Kiptagich Ward,Ainamoi Dispensary,VbWm2SKV45x,Ainamoi Dispensary,19885,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,2
Kenya,Kericho County,Ainamoi Sub County,Ainamoi Ward,Ainamoi Health Centre,Q4h7yLoLe0G,Ainamoi Health Centre,14192,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,6
Kenya,Kericho County,Ainamoi Sub County,Ainamoi Ward,Ainamoi Health Centre,Q4h7yLoLe0G,Ainamoi Health Centre,14192,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,3
Kenya,Kisumu County,Kisumu West Sub County,Central Kisumu Ward,Airport Health Centre (Kisumu),oEWhqoUHkvt,Airport Health Centre (Kisumu),13469,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,22
Kenya,Kisumu County,Kisumu West Sub County,Central Kisumu Ward,Airport Health Centre (Kisumu),oEWhqoUHkvt,Airport Health Centre (Kisumu),13469,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,16
Kenya,Kajiado County,Kajiado West Sub County,Keekonyokie Ward,Ajam Mission Health Centre,KuftRocWEh1,Ajam Mission Health Centre,18398,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Meru County,Igembe South Sub County,Kanuni Ward,Akachiu Health Centre,PBqYe1aI7YB,Akachiu Health Centre,11923,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,3
Kenya,Meru County,Igembe South Sub County,Kanuni Ward,Akachiu Health Centre,PBqYe1aI7YB,Akachiu Health Centre,11923,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,6
Kenya,Siaya County,Gem Sub County,South Gem Ward,Akala Health Centre,ngzYEraCr33,Akala Health Centre,13471,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,83
Kenya,Siaya County,Gem Sub County,South Gem Ward,Akala Health Centre,ngzYEraCr33,Akala Health Centre,13471,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,11
Kenya,Narok County,Transmara West Sub County,Kilgoris Central Ward,Akemo Nursing Home,WLP80sZXutW,Akemo Nursing Home,14194,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Narok County,Transmara West Sub County,Kilgoris Central Ward,Akemo Nursing Home,WLP80sZXutW,Akemo Nursing Home,14194,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Busia County,Teso North Sub County,Ang'urai South Ward,Akichelesit Dispensary,les3bNZfpjr,Akichelesit Dispensary,15792,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Busia County,Teso North Sub County,Ang'urai South Ward,Akichelesit Dispensary,les3bNZfpjr,Akichelesit Dispensary,15792,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,3
Kenya,Busia County,Teso South Sub County,Amukura West Ward,Akiriamasi Dispensary,GLeVzenn2ab,Akiriamasi Dispensary,21034,Situated off road from AMUKURA MACHAKUS junction 5 KMs to west next to Akiriamasit primary school,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Busia County,Teso North Sub County,Ang'urai South Ward,Akolong Dispensary,asspSN9u7oh,Akolong Dispensary,26001,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,2
Kenya,Busia County,Teso North Sub County,Ang'urai South Ward,Akolong Dispensary,asspSN9u7oh,Akolong Dispensary,26001,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,2
Kenya,Mombasa County,Mvita Sub County,Tononoka Ward,Al Farooq Hospital,aiD3lzUJBTy,Al Farooq Hospital,11208,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Alale (AIC) Health Centre,SkWeQkXKTzL,Alale (AIC) Health Centre,14196,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,2
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Alale (AIC) Health Centre,SkWeQkXKTzL,Alale (AIC) Health Centre,14196,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Alale Health Centre,lhyRFPWc313,Alale Health Centre,16367,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Alale Health Centre,lhyRFPWc313,Alale Health Centre,16367,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Algadir Centre Limited,jaCs4CR5ZDN,Algadir Centre Limited,18009,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,3
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Algadir Centre Limited,jaCs4CR5ZDN,Algadir Centre Limited,18009,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Kakamega County,Likuyani Sub County,Likuyani Ward,Aligula Dispensary,tplYqAYx22z,Aligula Dispensary,29766,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Busia County,Teso North Sub County,Ang'urai East Ward,Aloete Dispensary,u5u0Bhybf8f,Aloete Dispensary,24603,Located a;long Angurai Chemasir road,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Nakuru County,Nakuru East Sub County,Menengai Ward,Alphil Maternity And Nursing Home,BId2x6K6BOz,Alphil Maternity And Nursing Home,23821,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Nakuru County,Nakuru East Sub County,Nakuru East Ward,Alphil Medical Centre,K2dQyq9Y9XK,Alphil Medical Centre,23539,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Nakuru County,Nakuru East Sub County,Nakuru East Ward,Alphil Medical Centre,K2dQyq9Y9XK,Alphil Medical Centre,23539,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,2
Kenya,Homa Bay County,Karachuonyo Sub County,West Karachuonyo Ward,Alum Beach Dispensary,p88Dp0k1GH3,Alum Beach Dispensary,13472,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,9
Kenya,Homa Bay County,Karachuonyo Sub County,West Karachuonyo Ward,Alum Beach Dispensary,p88Dp0k1GH3,Alum Beach Dispensary,13472,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Siaya County,Gem Sub County,South Gem Ward,Aluor Mission Health Centre,p7wCM1JfI5d,Aluor Mission Health Centre,13473,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,40
Kenya,Siaya County,Gem Sub County,South Gem Ward,Aluor Mission Health Centre,p7wCM1JfI5d,Aluor Mission Health Centre,13473,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,6
Kenya,Busia County,Teso South Sub County,Ang'orom Ward,Alupe Sub County Referral Hospital,wmUX4Xf6mHU,Alupe Sub County Referral Hospital,15795,"Situated along Busia-Malaba road,6 kms from Busia town",lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,28
Kenya,Busia County,Teso South Sub County,Ang'orom Ward,Alupe Sub County Referral Hospital,wmUX4Xf6mHU,Alupe Sub County Referral Hospital,15795,"Situated along Busia-Malaba road,6 kms from Busia town",WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,9
Kenya,Kwale County,Msambweni Sub County,Kinondo Ward,Alwalidayn Dispensary,cjPwf2Grgo9,Alwalidayn Dispensary,22059,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,36
Kenya,Kwale County,Msambweni Sub County,Kinondo Ward,Alwalidayn Dispensary,cjPwf2Grgo9,Alwalidayn Dispensary,22059,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,2
Kenya,Kiambu County,Thika Town Sub County,Kamenu Ward,Ama (Africa Muslim Agency) Clinic,GnHBcfPYmFI,Ama (Africa Muslim Agency) Clinic,10023,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Busia County,Teso South Sub County,Chakol South Ward,Amaase Dispensary,cPDS7MOxcm9,Amaase Dispensary,15797,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,5
Kenya,Busia County,Teso South Sub County,Chakol South Ward,Amaase Dispensary,cPDS7MOxcm9,Amaase Dispensary,15797,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,4
Kenya,Nyamira County,Manga Sub County,Kamera Ward,Amaiga Dispensary,f6tOBNIJ0HW,Amaiga Dispensary,20684,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Kisii County,Bonchari Sub County,Bomorenda Ward,Amani Medical Centre (Suneka),IsYATTBPAtc,Amani Medical Centre (Suneka),13474,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,2
Kenya,Kilifi County,Kilifi North Sub County,Mnarani Ward,Amani Medical Clinic (Kilifi),LGPVNsrp6og,Amani Medical Clinic (Kilifi),11217,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,2
Kenya,Nyamira County,Borabu Sub County,Kiabonyoru Ward,Amatierio Health Centre,R6OvNgtymXw,Amatierio Health Centre,13475,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,2
Kenya,Trans Nzoia County,Kiminini Sub County,Waitaluk Ward,Ambassadors for Sustained Health Centre,iAjhCmDER2e,Ambassadors for Sustained Health Centre,18751,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Siaya County,Ugunja Sub County,Ugunja Ward,Ambira Sub-County Hospital,QRZj3gcahYE,Ambira Sub-County Hospital,13476,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,92
Kenya,Siaya County,Ugunja Sub County,Ugunja Ward,Ambira Sub-County Hospital,QRZj3gcahYE,Ambira Sub-County Hospital,13476,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,14
Kenya,Kajiado County,Loitokitok Sub County,Entonet/Lenkism Ward,Amboseli Dispensary,HzKPLEISiy4,Amboseli Dispensary,14200,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Turkana County,Turkana West Sub County,Kakuma Ward,Ammusait General Hospital,OWCVFvRnh9q,Ammusait General Hospital,25412,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,2
Kenya,Turkana County,Turkana West Sub County,Kakuma Ward,Ammusait General Hospital,OWCVFvRnh9q,Ammusait General Hospital,25412,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Busia County,Teso South Sub County,Chakol South Ward,Among'ura Community Dispensary,eX0spkg9csY,Among'ura Community Dispensary,20170,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,5
Kenya,Busia County,Teso South Sub County,Chakol South Ward,Among'ura Community Dispensary,eX0spkg9csY,Among'ura Community Dispensary,20170,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,3
Kenya,Homa Bay County,Ndhiwa Sub County,Kanyadoto Ward,Amoyo Dispensary,dzlUVt1ajq1,Amoyo Dispensary,16768,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,27
Kenya,Homa Bay County,Ndhiwa Sub County,Kanyadoto Ward,Amoyo Dispensary,dzlUVt1ajq1,Amoyo Dispensary,16768,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Meru County,Tigania Central Sub County,Thangatha Ward,Amugaa Health Centre,tZXNm0Rsz9p,Amugaa Health Centre,11928,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Busia County,Teso South Sub County,Amukura East Ward,Amukura Health Centre,L9EJeHLBG1b,Amukura Health Centre,15798,Situated at Amukura market along Nambale-Malaba road about 0.5KM from Amukura junction,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,20
Kenya,Busia County,Teso South Sub County,Amukura East Ward,Amukura Health Centre,L9EJeHLBG1b,Amukura Health Centre,15798,Situated at Amukura market along Nambale-Malaba road about 0.5KM from Amukura junction,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,8
Kenya,Busia County,Teso South Sub County,Amukura East Ward,Amukura Mission Health Centre,zVNsz4bH1Yw,Amukura Mission Health Centre,15799,"Situated along Amukura-Malaba road,next to St.Mary's Girls High School",lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,4
Kenya,Trans Nzoia County,Endebess Sub County,Chepchoina Ward,Andersen Medical Centre,c5gNJhUz9rg,Andersen Medical Centre,14203,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,17
Kenya,Trans Nzoia County,Endebess Sub County,Chepchoina Ward,Andersen Medical Centre,c5gNJhUz9rg,Andersen Medical Centre,14203,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,8
Kenya,Kisumu County,Nyakach Sub County,West Nyakach Ward,Anding'o Opanga Dispensary,lfs5qignpT4,Anding'o Opanga Dispensary,13477,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,12
Kenya,Migori County,Nyatike Sub County,Got Kachola Ward,Aneko Dispensary,ZjLUO5whjGS,Aneko Dispensary,13478,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,7
Kenya,Homa Bay County,Mbita Sub County,Kasgunga Ward,Ang'iya Health Centre,m7VVNB6yflG,Ang'iya Health Centre,13479,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,14
Kenya,Homa Bay County,Mbita Sub County,Kasgunga Ward,Ang'iya Health Centre,m7VVNB6yflG,Ang'iya Health Centre,13479,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Migori County,Awendo Sub County,South Sakwa Ward,Angaga Dispensary,dWATcMI6XJL,Angaga Dispensary,17050,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,4
Kenya,Migori County,Awendo Sub County,South Sakwa Ward,Angaga Dispensary,dWATcMI6XJL,Angaga Dispensary,17050,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,3
Kenya,Narok County,Transmara West Sub County,Angata Barikoi Ward,Angata Health Centre,VRRLwQpnKfY,Angata Health Centre,14205,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,6
Kenya,Narok County,Transmara West Sub County,Angata Barikoi Ward,Angata Health Centre,VRRLwQpnKfY,Angata Health Centre,14205,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,3
Kenya,Kisumu County,Kisumu East Sub County,Kolwa East Ward,Angola Community Dispensary,LdOHCxKsiqK,Angola Community Dispensary,21236,Health Centre,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,2
Kenya,Busia County,Teso North Sub County,Ang'urai North Ward,Angurai Sub County Hospital,allzILkIelH,Angurai Sub County Hospital,15800,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,6
Kenya,Busia County,Teso North Sub County,Ang'urai North Ward,Angurai Sub County Hospital,allzILkIelH,Angurai Sub County Hospital,15800,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,6
Kenya,Migori County,Suna East Sub County,Kakrao Ward,Anjego Dispensary,xaQ9Z2jrxRM,Anjego Dispensary,13480,located in suba East division and its a GOK facility,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,8
Kenya,Migori County,Suna East Sub County,Kakrao Ward,Anjego Dispensary,xaQ9Z2jrxRM,Anjego Dispensary,13480,located in suba East division and its a GOK facility,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Nakuru County,Nakuru West Sub County,London Ward,Annex Hospital (Nakuru),ETYKLHaZtuG,Annex Hospital (Nakuru),14207,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,6
Kenya,Nakuru County,Nakuru West Sub County,London Ward,Annex Hospital (Nakuru),ETYKLHaZtuG,Annex Hospital (Nakuru),14207,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,2
Kenya,Meru County,Igembe Central Sub County,Igembe East Ward,Antubetwe Njoune Dispensary,L5rmXQQWAGD,Antubetwe Njoune Dispensary,17068,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,4
Kenya,Meru County,Igembe Central Sub County,Igembe East Ward,Antubetwe Njoune Dispensary,L5rmXQQWAGD,Antubetwe Njoune Dispensary,17068,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
