orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,dataid,dataname,datacode,datadescription,Oct to Dec 2022,Jan to Mar 2023,Apr to Jun 2023
Kenya,Nyeri County,Nyeri Central Sub County,Rware Ward,Emmanuel Medical Clinic,lOZSQ51ohBI,Emmanuel Medical Clinic,22183,Private clinic,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,,,1
Kenya,Nyeri County,Kieni West Sub County,Mwiyogo/Endarasha Ward,Endarasha Medical Clinic,hdwFJUINaeF,Endarasha Medical Clinic,19730,,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,,1,,
Kenya,Nyeri County,Kieni West Sub County,Mwiyogo/Endarasha Ward,Endarasha Rural Health Centre,I4AiM5QGOvq,Endarasha Rural Health Centre,10170,,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,,,1,
Kenya,Nyeri County,Kieni West Sub County,Mwiyogo/Endarasha Ward,Endarasha Rural Health Centre,I4AiM5QGOvq,Endarasha Rural Health Centre,10170,,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,1,,
Kenya,Nyeri County,Kieni West Sub County,Mwiyogo/Endarasha Ward,Endarasha Rural Health Centre,I4AiM5QGOvq,Endarasha Rural Health Centre,10170,,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,,1,5
Kenya,Nyeri County,Kieni West Sub County,Mwiyogo/Endarasha Ward,Endarasha Rural Health Centre,I4AiM5QGOvq,Endarasha Rural Health Centre,10170,,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,,1,2,3
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Equity Afia KaratinaMedical Clinic,Hz9geNUJ467,Equity Afia KaratinaMedical Clinic,29301,,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,,,1
Kenya,Nyeri County,Nyeri Central Sub County,Rware Ward,Equity Afia Medical Clinic,dThQynOmWgp,Equity Afia Medical Clinic,25057,Private Medical Clinic,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,,1,
Kenya,Nyeri County,Nyeri South Sub County,Iria-ini Ward,Eunice Medical Clinic,NoZIrttrkFr,Eunice Medical Clinic,10173,,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,,1,
Kenya,Nyeri County,Nyeri South Sub County,Iria-ini Ward,Eunice Medical Clinic,NoZIrttrkFr,Eunice Medical Clinic,10173,,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,,,1,
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Gadi Medical Clinic,k3F6UMOxbdd,Gadi Medical Clinic,10198,,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,1,,
Kenya,Nyeri County,Kieni East Sub County,Gakawa Ward,Gakawa Dispensary,wpzFaD5rUsJ,Gakawa Dispensary,10200,,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,,1,1
Kenya,Nyeri County,Kieni East Sub County,Gakawa Ward,Gakawa Dispensary,wpzFaD5rUsJ,Gakawa Dispensary,10200,,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,,,2,
Kenya,Nyeri County,Nyeri Central Sub County,Ruring'u Ward,Garlands Medical Center,WuF1WKI9kWq,Garlands Medical Center,25676,,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,,1,,
Kenya,Nyeri County,Mathira East Sub County,Magutu Ward,Gatei Dispensary,QSBdWpfSrPb,Gatei Dispensary,10210,,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,,,1,
Kenya,Nyeri County,Mathira East Sub County,Magutu Ward,Gatei Dispensary,QSBdWpfSrPb,Gatei Dispensary,10210,,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,3,,3
Kenya,Nyeri County,Mathira East Sub County,Magutu Ward,Gatei Dispensary,QSBdWpfSrPb,Gatei Dispensary,10210,,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,,2,2,3
Kenya,Nyeri County,Nyeri Central Sub County,Gatitu/Muruguru Ward,Gatitu Dispensary,h1ZhIZUH0Vp,Gatitu Dispensary,10222,,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,,1,1
Kenya,Nyeri County,Nyeri Central Sub County,Gatitu/Muruguru Ward,Gatitu Dispensary,h1ZhIZUH0Vp,Gatitu Dispensary,10222,,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,,1,1,
Kenya,Nyeri County,Nyeri South Sub County,Chinga Ward,Gichiche Health Centre,JWSHmk8XVoB,Gichiche Health Centre,10249,,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,4,2,2
Kenya,Nyeri County,Nyeri South Sub County,Chinga Ward,Gichiche Health Centre,JWSHmk8XVoB,Gichiche Health Centre,10249,,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,,1,2,1
Kenya,Nyeri County,Tetu Sub County,Aguthi-gaaki Ward,Gichira Health Centre,suwoJuHlA2b,Gichira Health Centre,10251,,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,,1,,
Kenya,Nyeri County,Tetu Sub County,Aguthi-gaaki Ward,Gichira Health Centre,suwoJuHlA2b,Gichira Health Centre,10251,,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,,3,3
Kenya,Nyeri County,Tetu Sub County,Aguthi-gaaki Ward,Gichira Health Centre,suwoJuHlA2b,Gichira Health Centre,10251,,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,,3,1,3
Kenya,Nyeri County,Tetu Sub County,Dedan Kimathi Ward,Githakwa Dispensary,ONglAZfWqs0,Githakwa Dispensary,20950,,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,,,1,
Kenya,Nyeri County,Mathira East Sub County,Konyu Ward,Githima Dispensary,l7RRXDS1pbv,Githima Dispensary,22672,,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,1,,
Kenya,Nyeri County,Nyeri Central Sub County,Rware Ward,GK Prison Dispensary (Kingongo),yfWjbUihHoJ,GK Prison Dispensary (Kingongo),10286,,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,,1,2,2
Kenya,Nyeri County,Mukurweini Sub County,Rugi Ward,Gumba Health Centre,M6ezq834QYH,Gumba Health Centre,10305,,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,,1,,
Kenya,Nyeri County,Mukurweini Sub County,Rugi Ward,Gumba Health Centre,M6ezq834QYH,Gumba Health Centre,10305,,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,,1,,1
Kenya,Nyeri County,Mukurweini Sub County,Rugi Ward,Gumba Health Centre,M6ezq834QYH,Gumba Health Centre,10305,,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,,,1
Kenya,Nyeri County,Mukurweini Sub County,Rugi Ward,Gumba Health Centre,M6ezq834QYH,Gumba Health Centre,10305,,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,,1,
Kenya,Nyeri County,Mukurweini Sub County,Rugi Ward,Gumba Health Centre,M6ezq834QYH,Gumba Health Centre,10305,,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,,,1,
Kenya,Nyeri County,Nyeri Central Sub County,Kamakwa/Mukaro Ward,Hoymas Medical Clinic,gI1M6tOngcz,Hoymas Medical Clinic,23993,,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,,,1,
Kenya,Nyeri County,Nyeri Central Sub County,Kamakwa/Mukaro Ward,Hoymas Medical Clinic,gI1M6tOngcz,Hoymas Medical Clinic,23993,,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,,2,
Kenya,Nyeri County,Nyeri Central Sub County,Kamakwa/Mukaro Ward,Hoymas Medical Clinic,gI1M6tOngcz,Hoymas Medical Clinic,23993,,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,2,,1
Kenya,Nyeri County,Nyeri Central Sub County,Kamakwa/Mukaro Ward,Hoymas Medical Clinic,gI1M6tOngcz,Hoymas Medical Clinic,23993,,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,,,1,1
Kenya,Nyeri County,Tetu Sub County,Dedan Kimathi Ward,Ichagachiru Dispensary,vsLWKclaERk,Ichagachiru Dispensary,10331,,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,,,1,
Kenya,Nyeri County,Mukurweini Sub County,Mukurwe-ini Central Ward,Ichamara Dispensary,F3k9ivnAAx0,Ichamara Dispensary,10333,,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,1,,1
Kenya,Nyeri County,Kieni East Sub County,Gakawa Ward,Ichuga Medical Clinic,VSuk5lSNAiz,Ichuga Medical Clinic,18023,,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,1,,
Kenya,Nyeri County,Tetu Sub County,Dedan Kimathi Ward,Ihururu Health Centre,gPrQghXBO2T,Ihururu Health Centre,10340,,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,,4,
Kenya,Nyeri County,Tetu Sub County,Dedan Kimathi Ward,Ihururu Health Centre,gPrQghXBO2T,Ihururu Health Centre,10340,,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,,,,1
Kenya,Nyeri County,Mathira East Sub County,Iriaini Ward,Ihwagi dispensary,VPMkXbJNLyy,Ihwagi dispensary,21415,,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,,,,1
Kenya,Nyeri County,Kieni East Sub County,Kabaru Ward,Island Farms Health Centre,FA8zVLtGdHQ,Island Farms Health Centre,10355,,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,,1,
Kenya,Nyeri County,Kieni East Sub County,Kabaru Ward,Island Farms Health Centre,FA8zVLtGdHQ,Island Farms Health Centre,10355,,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,,,3
Kenya,Nyeri County,Kieni East Sub County,Kabaru Ward,Island Farms Health Centre,FA8zVLtGdHQ,Island Farms Health Centre,10355,,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,,,1,
Kenya,Nyeri County,Mathira West Sub County,Ruguru Ward,Itiati Dispensary,GWyiedUwAyx,Itiati Dispensary,10360,,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,2,,2
Kenya,Nyeri County,Mathira West Sub County,Ruguru Ward,Itiati Dispensary,GWyiedUwAyx,Itiati Dispensary,10360,,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,,2,3,
Kenya,Nyeri County,Kieni West Sub County,Mugunda Ward,Iwam Medical Clinic,Ic5WlkEhtba,Iwam Medical Clinic,20867,,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,,,1,
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Jamii Hospital,dZqf3vmMjm0,Jamii Hospital,10368,,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,,,3
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Jamii Hospital,dZqf3vmMjm0,Jamii Hospital,10368,,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,3,4,1
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Jamii Hospital,dZqf3vmMjm0,Jamii Hospital,10368,,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,,2,1,
Kenya,Nyeri County,Kieni West Sub County,Gatarakwa Ward,Kabati Dispensary,RkvcZ6tXfXh,Kabati Dispensary,10389,,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,1,,1
Kenya,Nyeri County,Nyeri South Sub County,Mahiga Ward,Kagere Dispensary,HVp36PfKkdW,Kagere Dispensary,10396,,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,,1,,
Kenya,Nyeri County,Nyeri South Sub County,Mahiga Ward,Kagere Dispensary,HVp36PfKkdW,Kagere Dispensary,10396,,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,,,,1
Kenya,Nyeri County,Nyeri Central Sub County,Kiganjo/Mathari Ward,Kahiga Dispensary,ZkhRiXgAIsG,Kahiga Dispensary,10421,,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,,,,1
Kenya,Nyeri County,Mathira West Sub County,Kirimukuyu Ward,Kaiyaba Dispensary,d69tynUHL9A,Kaiyaba Dispensary,10435,,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,,1,
Kenya,Nyeri County,Mathira West Sub County,Kirimukuyu Ward,Kaiyaba Dispensary,d69tynUHL9A,Kaiyaba Dispensary,10435,,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,,2,1,1
Kenya,Nyeri County,Nyeri South Sub County,Mahiga Ward,Kamoko Health Centre,ihrau4rSsJu,Kamoko Health Centre,10450,,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,1,2,2
Kenya,Nyeri County,Mathira East Sub County,Iriaini Ward,Kangocho Dispensary,dmB6X6o04Qp,Kangocho Dispensary,16818,,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,1,,
Kenya,Nyeri County,Mukurweini Sub County,Gikondi Ward,Karaba Health Centre (Nyeri South),S1eRslqZB2s,Karaba Health Centre (Nyeri South),10476,,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,1,,
Kenya,Nyeri County,Mukurweini Sub County,Gikondi Ward,Karaba Health Centre (Nyeri South),S1eRslqZB2s,Karaba Health Centre (Nyeri South),10476,,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,,1,3
Kenya,Nyeri County,Mukurweini Sub County,Gikondi Ward,Karaba Health Centre (Nyeri South),S1eRslqZB2s,Karaba Health Centre (Nyeri South),10476,,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,,1,2,
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Karatina District Hospital,bLeCBUFM3wP,Karatina District Hospital,10485,,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,,2,,
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Karatina District Hospital,bLeCBUFM3wP,Karatina District Hospital,10485,,D9YwtS6RhQ1,MOH 731 Positive_10-14(M) HV01-08,Y22_HV01-08,,,,1
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Karatina District Hospital,bLeCBUFM3wP,Karatina District Hospital,10485,,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,,1,
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Karatina District Hospital,bLeCBUFM3wP,Karatina District Hospital,10485,,kLXGWRLzCAw,MOH 731 Positive_15-19(M) HV01-10,Y22_HV01-10,,1,1,1
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Karatina District Hospital,bLeCBUFM3wP,Karatina District Hospital,10485,,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,,1,3,1
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Karatina District Hospital,bLeCBUFM3wP,Karatina District Hospital,10485,,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,1,2,
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Karatina District Hospital,bLeCBUFM3wP,Karatina District Hospital,10485,,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,11,13,11
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Karatina District Hospital,bLeCBUFM3wP,Karatina District Hospital,10485,,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,,8,14,6
Kenya,Nyeri County,Kieni West Sub County,Mugunda Ward,Karemeno Health Centre,p6UH78HVmTF,Karemeno Health Centre,10490,,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,1,2,3
Kenya,Nyeri County,Kieni West Sub County,Mugunda Ward,Karemeno Health Centre,p6UH78HVmTF,Karemeno Health Centre,10490,,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,,,,2
Kenya,Nyeri County,Nyeri Central Sub County,Ruring'u Ward,Karia Health Centre (Nyeri South),J9pTqQfwbcA,Karia Health Centre (Nyeri South),16998,,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,,1,2
Kenya,Nyeri County,Mathira West Sub County,Kirimukuyu Ward,Karogoto Dispensary,EMsm05D7pNn,Karogoto Dispensary,27213,,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,,1,
Kenya,Nyeri County,Nyeri Central Sub County,Kiganjo/Mathari Ward,Kenya Police College Dispensary,d78UcfovIJh,Kenya Police College Dispensary,10517,,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,,,1
Kenya,Nyeri County,Nyeri South Sub County,Chinga Ward,Kiaguthu Dispensary,PrTHMwzBWvg,Kiaguthu Dispensary,22693,,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,,1,
Kenya,Nyeri County,Nyeri South Sub County,Chinga Ward,Kiaguthu Dispensary,PrTHMwzBWvg,Kiaguthu Dispensary,22693,,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,,,1,
Kenya,Nyeri County,Mathira East Sub County,Konyu Ward,Kiamabara Health Centre,fyiHrh4tOpQ,Kiamabara Health Centre,10530,,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,,,3
Kenya,Nyeri County,Mathira East Sub County,Konyu Ward,Kiamabara Health Centre,fyiHrh4tOpQ,Kiamabara Health Centre,10530,,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,,,1,
Kenya,Nyeri County,Nyeri South Sub County,Chinga Ward,Kiamuya Dispensary,KOwmYUj78ye,Kiamuya Dispensary,10546,,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,,,1,
Kenya,Nyeri County,Mathira East Sub County,Iriaini Ward,Kiarithaini Dispensary,p0seYVywjgP,Kiarithaini Dispensary,17571,,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,,,2
Kenya,Nyeri County,Nyeri Central Sub County,Kiganjo/Mathari Ward,Kiganjo Health Centre,F7WS5lx7cG9,Kiganjo Health Centre,10582,,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,,1,1,
Kenya,Nyeri County,Nyeri Central Sub County,Kiganjo/Mathari Ward,Kiganjo Health Centre,F7WS5lx7cG9,Kiganjo Health Centre,10582,,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,1,6,1
Kenya,Nyeri County,Nyeri Central Sub County,Kiganjo/Mathari Ward,Kiganjo Health Centre,F7WS5lx7cG9,Kiganjo Health Centre,10582,,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,,3,1,
Kenya,Nyeri County,Nyeri Central Sub County,Kiganjo/Mathari Ward,Kimathi University College Medical Clinic,W0MsA2gJf9A,Kimathi University College Medical Clinic,18228,,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,,,,1
