orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,dataid,dataname,datacode,datadescription,Oct to Dec 2022,Jan to Mar 2023,Apr to Jun 2023
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Arcade Medical Clinic,HgDQroEjLHs,Arcade Medical Clinic,10037,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,MOH 731  Tested_15-19 (M) HV01-04,3,1,7
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Arcade Medical Clinic,HgDQroEjLHs,Arcade Medical Clinic,10037,,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,Y18_HV01-05,,3,3,7
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Arcade Medical Clinic,HgDQroEjLHs,Arcade Medical Clinic,10037,,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,Y18_HV01-07,,15,10,18
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Arcade Medical Clinic,HgDQroEjLHs,Arcade Medical Clinic,10037,,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,Y18_HV01-06,,14,8,13
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Arcade Medical Clinic,HgDQroEjLHs,Arcade Medical Clinic,10037,,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,Y18_HV01-09,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,24,8,14
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Arcade Medical Clinic,HgDQroEjLHs,Arcade Medical Clinic,10037,,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,Y18_HV01-08,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,18,6,19
Kenya,Nyeri County,Kieni West Sub County,Mugunda Ward,Bellevue Health Centre,fCLmgx815vO,Bellevue Health Centre,10055,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,,2,12,9
Kenya,Nyeri County,Kieni West Sub County,Mugunda Ward,Bellevue Health Centre,fCLmgx815vO,Bellevue Health Centre,10055,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,,1,,
Kenya,Nyeri County,Kieni West Sub County,Mugunda Ward,Bellevue Health Centre,fCLmgx815vO,Bellevue Health Centre,10055,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,MOH 731  Tested_15-19 (M) HV01-04,3,4,2
Kenya,Nyeri County,Kieni West Sub County,Mugunda Ward,Bellevue Health Centre,fCLmgx815vO,Bellevue Health Centre,10055,,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,Y18_HV01-05,,2,18,31
Kenya,Nyeri County,Kieni West Sub County,Mugunda Ward,Bellevue Health Centre,fCLmgx815vO,Bellevue Health Centre,10055,,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,Y18_HV01-07,,7,17,44
Kenya,Nyeri County,Kieni West Sub County,Mugunda Ward,Bellevue Health Centre,fCLmgx815vO,Bellevue Health Centre,10055,,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,Y18_HV01-06,,9,6,13
Kenya,Nyeri County,Kieni West Sub County,Mugunda Ward,Bellevue Health Centre,fCLmgx815vO,Bellevue Health Centre,10055,,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,Y18_HV01-09,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,56,152,179
Kenya,Nyeri County,Kieni West Sub County,Mugunda Ward,Bellevue Health Centre,fCLmgx815vO,Bellevue Health Centre,10055,,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,Y18_HV01-08,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,51,62,67
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Bevans Medical Clinic,yoTriEM3pAh,Bevans Medical Clinic,19709,,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,Y18_HV01-09,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,,,4
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Bevans Medical Clinic,yoTriEM3pAh,Bevans Medical Clinic,19709,,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,Y18_HV01-08,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,,,4
Kenya,Nyeri County,Kieni East Sub County,Gakawa Ward,Burguret Dispensary,d86OiRCX1px,Burguret Dispensary,10076,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,,4,2,
Kenya,Nyeri County,Kieni East Sub County,Gakawa Ward,Burguret Dispensary,d86OiRCX1px,Burguret Dispensary,10076,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,,2,4,1
Kenya,Nyeri County,Kieni East Sub County,Gakawa Ward,Burguret Dispensary,d86OiRCX1px,Burguret Dispensary,10076,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,,3,3,1
Kenya,Nyeri County,Kieni East Sub County,Gakawa Ward,Burguret Dispensary,d86OiRCX1px,Burguret Dispensary,10076,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,MOH 731  Tested_15-19 (M) HV01-04,5,9,3
Kenya,Nyeri County,Kieni East Sub County,Gakawa Ward,Burguret Dispensary,d86OiRCX1px,Burguret Dispensary,10076,,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,Y18_HV01-05,,10,26,7
Kenya,Nyeri County,Kieni East Sub County,Gakawa Ward,Burguret Dispensary,d86OiRCX1px,Burguret Dispensary,10076,,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,Y18_HV01-07,,16,42,11
Kenya,Nyeri County,Kieni East Sub County,Gakawa Ward,Burguret Dispensary,d86OiRCX1px,Burguret Dispensary,10076,,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,Y18_HV01-06,,5,12,4
Kenya,Nyeri County,Kieni East Sub County,Gakawa Ward,Burguret Dispensary,d86OiRCX1px,Burguret Dispensary,10076,,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,Y18_HV01-09,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,31,78,14
Kenya,Nyeri County,Kieni East Sub County,Gakawa Ward,Burguret Dispensary,d86OiRCX1px,Burguret Dispensary,10076,,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,Y18_HV01-08,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,25,54,9
Kenya,Nyeri County,Mathira West Sub County,Ruguru Ward,Cieni Dispensary,TNq2Uo8qb5T,Cieni Dispensary,22692,,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,Y18_HV01-07,,1,,1
Kenya,Nyeri County,Mathira West Sub County,Ruguru Ward,Cieni Dispensary,TNq2Uo8qb5T,Cieni Dispensary,22692,,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,Y18_HV01-09,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,3,2,
Kenya,Nyeri County,Mathira West Sub County,Ruguru Ward,Cieni Dispensary,TNq2Uo8qb5T,Cieni Dispensary,22692,,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,Y18_HV01-08,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,2,1,1
Kenya,Nyeri County,Nyeri Central Sub County,Kiganjo/Mathari Ward,Consolata Mission Hospital (Mathari),Aqw6Dbpsjk6,Consolata Mission Hospital (Mathari),10100,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,,8,16,20
Kenya,Nyeri County,Nyeri Central Sub County,Kiganjo/Mathari Ward,Consolata Mission Hospital (Mathari),Aqw6Dbpsjk6,Consolata Mission Hospital (Mathari),10100,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,,,1,3
Kenya,Nyeri County,Nyeri Central Sub County,Kiganjo/Mathari Ward,Consolata Mission Hospital (Mathari),Aqw6Dbpsjk6,Consolata Mission Hospital (Mathari),10100,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,,,5,
Kenya,Nyeri County,Nyeri Central Sub County,Kiganjo/Mathari Ward,Consolata Mission Hospital (Mathari),Aqw6Dbpsjk6,Consolata Mission Hospital (Mathari),10100,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,MOH 731  Tested_15-19 (M) HV01-04,4,4,3
Kenya,Nyeri County,Nyeri Central Sub County,Kiganjo/Mathari Ward,Consolata Mission Hospital (Mathari),Aqw6Dbpsjk6,Consolata Mission Hospital (Mathari),10100,,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,Y18_HV01-05,,11,19,17
Kenya,Nyeri County,Nyeri Central Sub County,Kiganjo/Mathari Ward,Consolata Mission Hospital (Mathari),Aqw6Dbpsjk6,Consolata Mission Hospital (Mathari),10100,,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,Y18_HV01-07,,36,79,84
Kenya,Nyeri County,Nyeri Central Sub County,Kiganjo/Mathari Ward,Consolata Mission Hospital (Mathari),Aqw6Dbpsjk6,Consolata Mission Hospital (Mathari),10100,,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,Y18_HV01-06,,1,12,5
Kenya,Nyeri County,Nyeri Central Sub County,Kiganjo/Mathari Ward,Consolata Mission Hospital (Mathari),Aqw6Dbpsjk6,Consolata Mission Hospital (Mathari),10100,,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,Y18_HV01-09,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,153,432,506
Kenya,Nyeri County,Nyeri Central Sub County,Kiganjo/Mathari Ward,Consolata Mission Hospital (Mathari),Aqw6Dbpsjk6,Consolata Mission Hospital (Mathari),10100,,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,Y18_HV01-08,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,70,123,103
Kenya,Nyeri County,Nyeri Central Sub County,Rware Ward,Diana Medical Clinic,g33R8TblbUU,Diana Medical Clinic,10108,,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,Y18_HV01-05,,1,1,3
Kenya,Nyeri County,Nyeri Central Sub County,Rware Ward,Diana Medical Clinic,g33R8TblbUU,Diana Medical Clinic,10108,,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,Y18_HV01-07,,14,9,8
Kenya,Nyeri County,Nyeri Central Sub County,Rware Ward,Diana Medical Clinic,g33R8TblbUU,Diana Medical Clinic,10108,,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,Y18_HV01-06,,6,1,1
Kenya,Nyeri County,Nyeri Central Sub County,Rware Ward,Diana Medical Clinic,g33R8TblbUU,Diana Medical Clinic,10108,,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,Y18_HV01-09,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,61,77,48
Kenya,Nyeri County,Nyeri Central Sub County,Rware Ward,Diana Medical Clinic,g33R8TblbUU,Diana Medical Clinic,10108,,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,Y18_HV01-08,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,58,65,50
Kenya,Nyeri County,Kieni West Sub County,Mwiyogo/Endarasha Ward,Eloi Medical clinic,XBhrpfLSeRN,Eloi Medical clinic,24951,,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,Y18_HV01-08,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,,,2
Kenya,Nyeri County,Kieni West Sub County,Gatarakwa Ward,Embaringo Dispensary,Y61H2WUieo9,Embaringo Dispensary,10166,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,,,,1
Kenya,Nyeri County,Kieni West Sub County,Gatarakwa Ward,Embaringo Dispensary,Y61H2WUieo9,Embaringo Dispensary,10166,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,,,,1
Kenya,Nyeri County,Kieni West Sub County,Gatarakwa Ward,Embaringo Dispensary,Y61H2WUieo9,Embaringo Dispensary,10166,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,MOH 731  Tested_15-19 (M) HV01-04,,2,2
Kenya,Nyeri County,Kieni West Sub County,Gatarakwa Ward,Embaringo Dispensary,Y61H2WUieo9,Embaringo Dispensary,10166,,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,Y18_HV01-05,,3,4,4
Kenya,Nyeri County,Kieni West Sub County,Gatarakwa Ward,Embaringo Dispensary,Y61H2WUieo9,Embaringo Dispensary,10166,,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,Y18_HV01-07,,11,18,14
Kenya,Nyeri County,Kieni West Sub County,Gatarakwa Ward,Embaringo Dispensary,Y61H2WUieo9,Embaringo Dispensary,10166,,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,Y18_HV01-06,,3,2,3
Kenya,Nyeri County,Kieni West Sub County,Gatarakwa Ward,Embaringo Dispensary,Y61H2WUieo9,Embaringo Dispensary,10166,,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,Y18_HV01-09,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,44,40,57
Kenya,Nyeri County,Kieni West Sub County,Gatarakwa Ward,Embaringo Dispensary,Y61H2WUieo9,Embaringo Dispensary,10166,,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,Y18_HV01-08,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,14,29,25
Kenya,Nyeri County,Mathira West Sub County,Ruguru Ward,Emmanuel Community Health Clinic,OvL7GM8rL9p,Emmanuel Community Health Clinic,17574,,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,Y18_HV01-05,,2,,
Kenya,Nyeri County,Mathira West Sub County,Ruguru Ward,Emmanuel Community Health Clinic,OvL7GM8rL9p,Emmanuel Community Health Clinic,17574,,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,Y18_HV01-07,,15,,
Kenya,Nyeri County,Mathira West Sub County,Ruguru Ward,Emmanuel Community Health Clinic,OvL7GM8rL9p,Emmanuel Community Health Clinic,17574,,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,Y18_HV01-06,,8,,
Kenya,Nyeri County,Mathira West Sub County,Ruguru Ward,Emmanuel Community Health Clinic,OvL7GM8rL9p,Emmanuel Community Health Clinic,17574,,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,Y18_HV01-09,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,21,12,5
Kenya,Nyeri County,Mathira West Sub County,Ruguru Ward,Emmanuel Community Health Clinic,OvL7GM8rL9p,Emmanuel Community Health Clinic,17574,,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,Y18_HV01-08,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,36,6,4
Kenya,Nyeri County,Nyeri Central Sub County,Rware Ward,Emmanuel Medical Clinic,lOZSQ51ohBI,Emmanuel Medical Clinic,22183,Private clinic,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,Y18_HV01-07,,,,16
Kenya,Nyeri County,Nyeri Central Sub County,Rware Ward,Emmanuel Medical Clinic,lOZSQ51ohBI,Emmanuel Medical Clinic,22183,Private clinic,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,Y18_HV01-06,,,,12
Kenya,Nyeri County,Nyeri Central Sub County,Rware Ward,Emmanuel Medical Clinic,lOZSQ51ohBI,Emmanuel Medical Clinic,22183,Private clinic,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,Y18_HV01-09,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,,,35
Kenya,Nyeri County,Nyeri Central Sub County,Rware Ward,Emmanuel Medical Clinic,lOZSQ51ohBI,Emmanuel Medical Clinic,22183,Private clinic,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,Y18_HV01-08,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,,,30
Kenya,Nyeri County,Kieni West Sub County,Mwiyogo/Endarasha Ward,Endarasha Medical Clinic,hdwFJUINaeF,Endarasha Medical Clinic,19730,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,MOH 731  Tested_15-19 (M) HV01-04,1,,
Kenya,Nyeri County,Kieni West Sub County,Mwiyogo/Endarasha Ward,Endarasha Medical Clinic,hdwFJUINaeF,Endarasha Medical Clinic,19730,,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,Y18_HV01-07,,2,8,8
Kenya,Nyeri County,Kieni West Sub County,Mwiyogo/Endarasha Ward,Endarasha Medical Clinic,hdwFJUINaeF,Endarasha Medical Clinic,19730,,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,Y18_HV01-06,,3,,2
Kenya,Nyeri County,Kieni West Sub County,Mwiyogo/Endarasha Ward,Endarasha Medical Clinic,hdwFJUINaeF,Endarasha Medical Clinic,19730,,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,Y18_HV01-09,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,12,23,10
Kenya,Nyeri County,Kieni West Sub County,Mwiyogo/Endarasha Ward,Endarasha Medical Clinic,hdwFJUINaeF,Endarasha Medical Clinic,19730,,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,Y18_HV01-08,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,17,33,15
Kenya,Nyeri County,Kieni West Sub County,Mwiyogo/Endarasha Ward,Endarasha Rural Health Centre,I4AiM5QGOvq,Endarasha Rural Health Centre,10170,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,,3,7,12
Kenya,Nyeri County,Kieni West Sub County,Mwiyogo/Endarasha Ward,Endarasha Rural Health Centre,I4AiM5QGOvq,Endarasha Rural Health Centre,10170,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,,1,,
Kenya,Nyeri County,Kieni West Sub County,Mwiyogo/Endarasha Ward,Endarasha Rural Health Centre,I4AiM5QGOvq,Endarasha Rural Health Centre,10170,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,,1,2,1
Kenya,Nyeri County,Kieni West Sub County,Mwiyogo/Endarasha Ward,Endarasha Rural Health Centre,I4AiM5QGOvq,Endarasha Rural Health Centre,10170,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,MOH 731  Tested_15-19 (M) HV01-04,,2,3
Kenya,Nyeri County,Kieni West Sub County,Mwiyogo/Endarasha Ward,Endarasha Rural Health Centre,I4AiM5QGOvq,Endarasha Rural Health Centre,10170,,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,Y18_HV01-05,,4,31,61
Kenya,Nyeri County,Kieni West Sub County,Mwiyogo/Endarasha Ward,Endarasha Rural Health Centre,I4AiM5QGOvq,Endarasha Rural Health Centre,10170,,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,Y18_HV01-07,,6,70,87
Kenya,Nyeri County,Kieni West Sub County,Mwiyogo/Endarasha Ward,Endarasha Rural Health Centre,I4AiM5QGOvq,Endarasha Rural Health Centre,10170,,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,Y18_HV01-06,,1,9,6
Kenya,Nyeri County,Kieni West Sub County,Mwiyogo/Endarasha Ward,Endarasha Rural Health Centre,I4AiM5QGOvq,Endarasha Rural Health Centre,10170,,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,Y18_HV01-09,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,29,144,263
Kenya,Nyeri County,Kieni West Sub County,Mwiyogo/Endarasha Ward,Endarasha Rural Health Centre,I4AiM5QGOvq,Endarasha Rural Health Centre,10170,,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,Y18_HV01-08,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,27,37,53
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Equity Afia KaratinaMedical Clinic,Hz9geNUJ467,Equity Afia KaratinaMedical Clinic,29301,,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,Y18_HV01-07,,,1,9
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Equity Afia KaratinaMedical Clinic,Hz9geNUJ467,Equity Afia KaratinaMedical Clinic,29301,,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,Y18_HV01-06,,,1,3
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Equity Afia KaratinaMedical Clinic,Hz9geNUJ467,Equity Afia KaratinaMedical Clinic,29301,,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,Y18_HV01-09,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,4,3,11
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Equity Afia KaratinaMedical Clinic,Hz9geNUJ467,Equity Afia KaratinaMedical Clinic,29301,,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,Y18_HV01-08,A count of all tests with positive results (P) Note 1: Positive (Female) includes New Positive results for PMTCT in respective age bands,4,2,4
Kenya,Nyeri County,Nyeri Central Sub County,Rware Ward,Equity Afia Medical Clinic,dThQynOmWgp,Equity Afia Medical Clinic,25057,Private Medical Clinic,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,MOH 731  Tested_15-19 (M) HV01-04,9,,
Kenya,Nyeri County,Nyeri Central Sub County,Rware Ward,Equity Afia Medical Clinic,dThQynOmWgp,Equity Afia Medical Clinic,25057,Private Medical Clinic,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,Y18_HV01-05,,,3,
Kenya,Nyeri County,Nyeri Central Sub County,Rware Ward,Equity Afia Medical Clinic,dThQynOmWgp,Equity Afia Medical Clinic,25057,Private Medical Clinic,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,Y18_HV01-07,,6,12,18
Kenya,Nyeri County,Nyeri Central Sub County,Rware Ward,Equity Afia Medical Clinic,dThQynOmWgp,Equity Afia Medical Clinic,25057,Private Medical Clinic,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,Y18_HV01-06,,13,7,11
