created,facility,ward,subcounty,county,MOH_FacilityID,MOH_IndicatorCode,category,DATIM_Disag_ID,indicators,DATIM_Disag_Name,khis_data,datim_data,weight,concodance(%),khis_minus_datim
2022-06-01,Gisage Dispensary,Magwagwa Ward,Nyamira North Sub County,Nyamira County,UXpnlt136Fm,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.J8fGj3Iefbc,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Female, Positive",18,4,0.0014858841010401188,0.054032149128731596,14
2022-03-01,Gisage Dispensary,Magwagwa Ward,Nyamira North Sub County,Nyamira County,UXpnlt136Fm,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.VdMgEQkOtuV,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Female, Positive",18,1,0.0003714710252600297,0.003910221318526628,17
2021-12-01,Gisage Dispensary,Magwagwa Ward,Nyamira North Sub County,Nyamira County,UXpnlt136Fm,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.yWgBf6UOK8d,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Female, Positive",18,1,0.0003714710252600297,0.003910221318526628,17
2022-05-01,Kiang'inda Health Centre,Bosamaro Ward,Nyamira Sub County,Nyamira County,Hl0KZfBiE39,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.XcW5HWccYYZ,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Male, Positive",12,3,0.001114413075780089,0.04457652303120357,9
2021-11-01,Kiang'inda Health Centre,Bosamaro Ward,Nyamira Sub County,Nyamira County,Hl0KZfBiE39,GSEmLUnrvzj,TX_CURR,Hyvw9VnZ2ch.AG0milXShQM,MOH 731 On ART_10-14 (F) HV03-031,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Female, Positive",2,2,0.0007429420505200594,0.07429420505200594,0
2021-11-01,Kiang'inda Health Centre,Bosamaro Ward,Nyamira Sub County,Nyamira County,Hl0KZfBiE39,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.zqARzn2wVj5,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Female, Positive",17,2,0.0007429420505200594,0.015640885274106512,15
2022-02-01,Kiang'inda Health Centre,Bosamaro Ward,Nyamira Sub County,Nyamira County,Hl0KZfBiE39,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.zouTxRQ0kXP,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Male, Positive",13,2,0.0007429420505200594,0.01981178801386825,11
2022-08-01,Kiang'inda Health Centre,Bosamaro Ward,Nyamira Sub County,Nyamira County,Hl0KZfBiE39,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.zUjkTTlva36,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Male, Positive",12,4,0.0014858841010401188,0.07429420505200594,8
2021-10-01,Kiang'inda Health Centre,Bosamaro Ward,Nyamira Sub County,Nyamira County,Hl0KZfBiE39,EhZQp3PTA3C,TX_CURR,Hyvw9VnZ2ch.LyXZybq6Sjf,MOH 731 On ART_20-24 (F) HV03-035,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Female, Positive",3,3,0.001114413075780089,0.11144130757800891,0
2022-07-01,Kiang'inda Health Centre,Bosamaro Ward,Nyamira Sub County,Nyamira County,Hl0KZfBiE39,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.Vi8sd7mvZW4,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Female, Positive",19,1,0.0003714710252600297,0.0037147102526002974,18
2022-04-01,Kiang'inda Health Centre,Bosamaro Ward,Nyamira Sub County,Nyamira County,Hl0KZfBiE39,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.hRq4baaUamW,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Female, Positive",18,2,0.0007429420505200594,0.01485884101040119,16
2021-10-01,Kiang'inda Health Centre,Bosamaro Ward,Nyamira Sub County,Nyamira County,Hl0KZfBiE39,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.PEXIFVXGP9S,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Female, Positive",17,4,0.0014858841010401188,0.05660510861105214,13
2022-07-01,Kiang'inda Health Centre,Bosamaro Ward,Nyamira Sub County,Nyamira County,Hl0KZfBiE39,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.i1yTaswn4qW,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Male, Positive",12,2,0.0007429420505200594,0.021226915729144553,10
2022-06-01,Kiang'inda Health Centre,Bosamaro Ward,Nyamira Sub County,Nyamira County,Hl0KZfBiE39,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.N9EXA1gNh16,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Male, Positive",12,1,0.0003714710252600297,0.005714938850154304,11
2022-02-01,Kiang'inda Health Centre,Bosamaro Ward,Nyamira Sub County,Nyamira County,Hl0KZfBiE39,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.J8fGj3Iefbc,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Female, Positive",18,1,0.0003714710252600297,0.003910221318526628,17
2022-08-01,Kiang'inda Health Centre,Bosamaro Ward,Nyamira Sub County,Nyamira County,Hl0KZfBiE39,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.VdMgEQkOtuV,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Female, Positive",19,1,0.0003714710252600297,0.0037147102526002974,18
2022-01-01,Kiang'inda Health Centre,Bosamaro Ward,Nyamira Sub County,Nyamira County,Hl0KZfBiE39,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.Yy619I6uuTP,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 65+, Male, Positive",13,2,0.0007429420505200594,0.01981178801386825,11
2021-12-01,Kiang'inda Health Centre,Bosamaro Ward,Nyamira Sub County,Nyamira County,Hl0KZfBiE39,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.yWgBf6UOK8d,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Female, Positive",17,5,0.0018573551263001485,0.0844252330136431,12
2022-03-01,Masaba District Hospital,Rigoma Ward,Masaba North Sub County,Nyamira County,Kp2Kfseofdd,oOOnacUi9Jm,TX_CURR,Hyvw9VnZ2ch.LpnJL4zZxRH,MOH 731 On ART_15-19(M) HV03-032,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 15-19, Male, Positive",17,17,0.006315007429420505,0.6315007429420505,0
2022-03-01,Masaba District Hospital,Rigoma Ward,Masaba North Sub County,Nyamira County,Kp2Kfseofdd,GSEmLUnrvzj,TX_CURR,Hyvw9VnZ2ch.AG0milXShQM,MOH 731 On ART_10-14 (F) HV03-031,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Female, Positive",24,21,0.007800891530460624,0.7280832095096582,3
2022-06-01,Masaba District Hospital,Rigoma Ward,Masaba North Sub County,Nyamira County,Kp2Kfseofdd,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.y9LP85d8t4b,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Male, Positive",417,22,0.008172362555720654,0.08190978415756464,395
2022-05-01,Masaba District Hospital,Rigoma Ward,Masaba North Sub County,Nyamira County,Kp2Kfseofdd,Jbu4if6gtDp,TX_CURR,Hyvw9VnZ2ch.tEMe0224zlP,MOH 731 On ART_10-14(M) HV03-030,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Male, Positive",24,24,0.008915304606240713,0.8915304606240713,0
2022-02-01,Masaba District Hospital,Rigoma Ward,Masaba North Sub County,Nyamira County,Kp2Kfseofdd,EhZQp3PTA3C,TX_CURR,Hyvw9VnZ2ch.LyXZybq6Sjf,MOH 731 On ART_20-24 (F) HV03-035,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Female, Positive",62,60,0.022288261515601784,2.1922880179280444,2
2022-08-01,Masaba District Hospital,Rigoma Ward,Masaba North Sub County,Nyamira County,Kp2Kfseofdd,AQsTt7jtKbt,TX_CURR,Hyvw9VnZ2ch.QqlHrg6f0Sm,MOH 731 On ART_15-19 (F) HV03-033,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 15-19, Female, Positive",27,22,0.008172362555720654,0.7338448009218547,5
2022-06-01,Masaba District Hospital,Rigoma Ward,Masaba North Sub County,Nyamira County,Kp2Kfseofdd,e93GKJTHKAX,TX_CURR,Hyvw9VnZ2ch.NCnIv37EwU1,MOH 731 On ART_20-24(M) HV03-034,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Male, Positive",22,17,0.006315007429420505,0.5505391092315313,5
2022-08-01,Masaba District Hospital,Rigoma Ward,Masaba North Sub County,Nyamira County,Kp2Kfseofdd,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.zqARzn2wVj5,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Female, Positive",958,61,0.022659732540861812,0.27129414818303643,897
2021-12-01,Masaba District Hospital,Rigoma Ward,Masaba North Sub County,Nyamira County,Kp2Kfseofdd,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.YDzeLL6xf5o,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Male, Positive",411,32,0.01188707280832095,0.17173197736626203,379
2021-10-01,Masaba District Hospital,Rigoma Ward,Masaba North Sub County,Nyamira County,Kp2Kfseofdd,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.XcW5HWccYYZ,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Male, Positive",410,41,0.015230312035661218,0.2769147642847494,369
2021-12-01,Masaba District Hospital,Rigoma Ward,Masaba North Sub County,Nyamira County,Kp2Kfseofdd,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.Vi8sd7mvZW4,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Female, Positive",920,122,0.045319465081723624,1.0612235585355627,798
2022-01-01,Masaba District Hospital,Rigoma Ward,Masaba North Sub County,Nyamira County,Kp2Kfseofdd,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.zouTxRQ0kXP,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Male, Positive",411,57,0.021173848439821695,0.5157732312264258,354
2022-02-01,Masaba District Hospital,Rigoma Ward,Masaba North Sub County,Nyamira County,Kp2Kfseofdd,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.hRq4baaUamW,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Female, Positive",923,141,0.05237741456166419,1.3881983934576412,782
2021-11-01,Masaba District Hospital,Rigoma Ward,Masaba North Sub County,Nyamira County,Kp2Kfseofdd,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.PEXIFVXGP9S,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Female, Positive",924,156,0.05794947994056464,1.674096087171867,768
2022-03-01,Masaba District Hospital,Rigoma Ward,Masaba North Sub County,Nyamira County,Kp2Kfseofdd,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.J8fGj3Iefbc,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Female, Positive",920,173,0.06426448736998513,2.034356141812887,747
2021-10-01,Masaba District Hospital,Rigoma Ward,Masaba North Sub County,Nyamira County,Kp2Kfseofdd,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.VdMgEQkOtuV,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Female, Positive",924,105,0.03900445765230312,0.7960093398429208,819
2021-11-01,Masaba District Hospital,Rigoma Ward,Masaba North Sub County,Nyamira County,Kp2Kfseofdd,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.zUjkTTlva36,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Male, Positive",409,75,0.02786032689450223,0.8634398830940775,334
2022-02-01,Masaba District Hospital,Rigoma Ward,Masaba North Sub County,Nyamira County,Kp2Kfseofdd,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.i1yTaswn4qW,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Male, Positive",409,57,0.021173848439821695,0.517986850244565,352
2021-10-01,Kenyenya Health Centre (Nyamira),Bonyamatuta Ward,Nyamira Sub County,Nyamira County,B6t2Uc0FqSP,Jbu4if6gtDp,TX_CURR,Hyvw9VnZ2ch.tEMe0224zlP,MOH 731 On ART_10-14(M) HV03-030,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Male, Positive",4,3,0.001114413075780089,0.09552112078115049,1
2022-04-01,Kenyenya Health Centre (Nyamira),Bonyamatuta Ward,Nyamira Sub County,Nyamira County,B6t2Uc0FqSP,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.zqARzn2wVj5,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Female, Positive",29,3,0.001114413075780089,0.02089524517087667,26
2021-11-01,Kenyenya Health Centre (Nyamira),Bonyamatuta Ward,Nyamira Sub County,Nyamira County,B6t2Uc0FqSP,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.y9LP85d8t4b,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Male, Positive",10,1,0.0003714710252600297,0.0067540186410914495,9
2021-11-01,Kenyenya Health Centre (Nyamira),Bonyamatuta Ward,Nyamira Sub County,Nyamira County,B6t2Uc0FqSP,e93GKJTHKAX,TX_CURR,Hyvw9VnZ2ch.NCnIv37EwU1,MOH 731 On ART_20-24(M) HV03-034,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Male, Positive",1,1,0.0003714710252600297,0.03714710252600297,0
2022-02-01,Kenyenya Health Centre (Nyamira),Bonyamatuta Ward,Nyamira Sub County,Nyamira County,B6t2Uc0FqSP,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.XcW5HWccYYZ,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Male, Positive",10,4,0.0014858841010401188,0.08490766291657821,6
2022-07-01,Kenyenya Health Centre (Nyamira),Bonyamatuta Ward,Nyamira Sub County,Nyamira County,B6t2Uc0FqSP,GSEmLUnrvzj,TX_CURR,Hyvw9VnZ2ch.AG0milXShQM,MOH 731 On ART_10-14 (F) HV03-031,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Female, Positive",1,1,0.0003714710252600297,0.03714710252600297,0
2022-06-01,Kenyenya Health Centre (Nyamira),Bonyamatuta Ward,Nyamira Sub County,Nyamira County,B6t2Uc0FqSP,EhZQp3PTA3C,TX_CURR,Hyvw9VnZ2ch.LyXZybq6Sjf,MOH 731 On ART_20-24 (F) HV03-035,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Female, Positive",6,4,0.0014858841010401188,0.11887072808320952,2
2022-07-01,Kenyenya Health Centre (Nyamira),Bonyamatuta Ward,Nyamira Sub County,Nyamira County,B6t2Uc0FqSP,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.Vi8sd7mvZW4,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Female, Positive",31,8,0.0029717682020802376,0.12191869546995847,23
2022-01-01,Kenyenya Health Centre (Nyamira),Bonyamatuta Ward,Nyamira Sub County,Nyamira County,B6t2Uc0FqSP,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.hRq4baaUamW,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Female, Positive",25,3,0.001114413075780089,0.023880280195287623,22
2022-07-01,Kenyenya Health Centre (Nyamira),Bonyamatuta Ward,Nyamira Sub County,Nyamira County,B6t2Uc0FqSP,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.zouTxRQ0kXP,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Male, Positive",10,1,0.0003714710252600297,0.0067540186410914495,9
2022-04-01,Kenyenya Health Centre (Nyamira),Bonyamatuta Ward,Nyamira Sub County,Nyamira County,B6t2Uc0FqSP,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.zUjkTTlva36,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Male, Positive",10,1,0.0003714710252600297,0.0067540186410914495,9
2022-08-01,Kenyenya Health Centre (Nyamira),Bonyamatuta Ward,Nyamira Sub County,Nyamira County,B6t2Uc0FqSP,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.i1yTaswn4qW,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Male, Positive",9,3,0.001114413075780089,0.055720653789004454,6
2022-06-01,Kenyenya Health Centre (Nyamira),Bonyamatuta Ward,Nyamira Sub County,Nyamira County,B6t2Uc0FqSP,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.PEXIFVXGP9S,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Female, Positive",29,4,0.0014858841010401188,0.03602143275248773,25
2022-05-01,Kenyenya Health Centre (Nyamira),Bonyamatuta Ward,Nyamira Sub County,Nyamira County,B6t2Uc0FqSP,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.J8fGj3Iefbc,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Female, Positive",29,2,0.0007429420505200594,0.009586349038968508,27
2022-08-01,Kenyenya Health Centre (Nyamira),Bonyamatuta Ward,Nyamira Sub County,Nyamira County,B6t2Uc0FqSP,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.VdMgEQkOtuV,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Female, Positive",31,3,0.001114413075780089,0.019666113102001573,28
2022-08-01,Embonga Health Centre,Bogichora Ward,Nyamira Sub County,Nyamira County,wvzZZaYO0Fm,AQsTt7jtKbt,TX_CURR,Hyvw9VnZ2ch.QqlHrg6f0Sm,MOH 731 On ART_15-19 (F) HV03-033,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 15-19, Female, Positive",3,3,0.001114413075780089,0.11144130757800891,0
2021-11-01,Embonga Health Centre,Bogichora Ward,Nyamira Sub County,Nyamira County,wvzZZaYO0Fm,EhZQp3PTA3C,TX_CURR,Hyvw9VnZ2ch.LyXZybq6Sjf,MOH 731 On ART_20-24 (F) HV03-035,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Female, Positive",6,6,0.002228826151560178,0.22288261515601782,0
2022-03-01,Embonga Health Centre,Bogichora Ward,Nyamira Sub County,Nyamira County,wvzZZaYO0Fm,oOOnacUi9Jm,TX_CURR,Hyvw9VnZ2ch.LpnJL4zZxRH,MOH 731 On ART_15-19(M) HV03-032,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 15-19, Male, Positive",1,1,0.0003714710252600297,0.03714710252600297,0
2022-08-01,Gisage Dispensary,Magwagwa Ward,Nyamira North Sub County,Nyamira County,UXpnlt136Fm,AQsTt7jtKbt,TX_CURR,Hyvw9VnZ2ch.QqlHrg6f0Sm,MOH 731 On ART_15-19 (F) HV03-033,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 15-19, Female, Positive",1,2,0.0007429420505200594,0.04952947003467063,-1
2021-10-01,Gisage Dispensary,Magwagwa Ward,Nyamira North Sub County,Nyamira County,UXpnlt136Fm,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.YOMb0sp9VLV,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 65+, Female, Positive",18,1,0.0003714710252600297,0.003910221318526628,17
2022-04-01,Kenyerere Health Centre (Nyamira),Bonyamatuta Ward,Nyamira Sub County,Nyamira County,wVKkAhozU17,e93GKJTHKAX,TX_CURR,Hyvw9VnZ2ch.NCnIv37EwU1,MOH 731 On ART_20-24(M) HV03-034,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Male, Positive",1,1,0.0003714710252600297,0.03714710252600297,0
2022-03-01,Kenyerere Health Centre (Nyamira),Bonyamatuta Ward,Nyamira Sub County,Nyamira County,wVKkAhozU17,EhZQp3PTA3C,TX_CURR,Hyvw9VnZ2ch.LyXZybq6Sjf,MOH 731 On ART_20-24 (F) HV03-035,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Female, Positive",4,5,0.0018573551263001485,0.16509823344890207,-1
2021-10-01,Kenyerere Health Centre (Nyamira),Bonyamatuta Ward,Nyamira Sub County,Nyamira County,wVKkAhozU17,oOOnacUi9Jm,TX_CURR,Hyvw9VnZ2ch.LpnJL4zZxRH,MOH 731 On ART_15-19(M) HV03-032,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 15-19, Male, Positive",3,2,0.0007429420505200594,0.05943536404160476,1
2022-01-01,Kenyerere Health Centre (Nyamira),Bonyamatuta Ward,Nyamira Sub County,Nyamira County,wVKkAhozU17,AQsTt7jtKbt,TX_CURR,Hyvw9VnZ2ch.QqlHrg6f0Sm,MOH 731 On ART_15-19 (F) HV03-033,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 15-19, Female, Positive",2,1,0.0003714710252600297,0.024764735017335313,1
