orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,dataid,dataname,Oct to Dec 2022,Jan to Mar 2023,Apr to Jun 2023
Kenya,Busia County,Teso North Sub County,Ang'urai South Ward,Aboloi Dispensary,VmemRezEHJf,Aboloi Dispensary,Keipsl15789,,Hyvw9VnZ2ch.zouTxRQ0kXP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Male, Positive",2,2,2
Kenya,Busia County,Teso North Sub County,Ang'urai South Ward,Aboloi Dispensary,VmemRezEHJf,Aboloi Dispensary,Keipsl15789,,Hyvw9VnZ2ch.J8fGj3Iefbc,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Female, Positive",4,4,4
Kenya,Busia County,Teso North Sub County,Ang'urai South Ward,Aboloi Dispensary,VmemRezEHJf,Aboloi Dispensary,Keipsl15789,,Hyvw9VnZ2ch.zUjkTTlva36,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Male, Positive",3,3,3
Kenya,Busia County,Teso North Sub County,Ang'urai South Ward,Aboloi Dispensary,VmemRezEHJf,Aboloi Dispensary,Keipsl15789,,Hyvw9VnZ2ch.p1HABZs9ydt,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 5-9, Male, Positive",3,3,2
Kenya,Busia County,Teso North Sub County,Ang'urai South Ward,Aboloi Dispensary,VmemRezEHJf,Aboloi Dispensary,Keipsl15789,,Hyvw9VnZ2ch.VdMgEQkOtuV,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Female, Positive",4,3,3
Kenya,Busia County,Teso North Sub County,Ang'urai South Ward,Aboloi Dispensary,VmemRezEHJf,Aboloi Dispensary,Keipsl15789,,Hyvw9VnZ2ch.i1yTaswn4qW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Male, Positive",1,1,1
Kenya,Busia County,Teso North Sub County,Ang'urai South Ward,Aboloi Dispensary,VmemRezEHJf,Aboloi Dispensary,Keipsl15789,,Hyvw9VnZ2ch.yWgBf6UOK8d,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Female, Positive",5,5,5
Kenya,Busia County,Teso North Sub County,Ang'urai South Ward,Aboloi Dispensary,VmemRezEHJf,Aboloi Dispensary,Keipsl15789,,Hyvw9VnZ2ch.N9EXA1gNh16,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Male, Positive",2,2,2
Kenya,Busia County,Teso North Sub County,Ang'urai South Ward,Aboloi Dispensary,VmemRezEHJf,Aboloi Dispensary,Keipsl15789,,Hyvw9VnZ2ch.ay6Bp2UGIE5,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 60-64, Female, Positive",2,2,2
Kenya,Busia County,Teso North Sub County,Ang'urai South Ward,Aboloi Dispensary,VmemRezEHJf,Aboloi Dispensary,Keipsl15789,,Hyvw9VnZ2ch.lNnwcd2RT4K,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 60-64, Male, Positive",3,3,3
Kenya,Busia County,Teso North Sub County,Ang'urai South Ward,Aboloi Dispensary,VmemRezEHJf,Aboloi Dispensary,Keipsl15789,,Hyvw9VnZ2ch.YOMb0sp9VLV,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 65+, Female, Positive",1,1,1
Kenya,Busia County,Teso North Sub County,Ang'urai South Ward,Aboloi Dispensary,VmemRezEHJf,Aboloi Dispensary,Keipsl15789,,Hyvw9VnZ2ch.Yy619I6uuTP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 65+, Male, Positive",1,1,1
Kenya,Busia County,Samia Sub County,Ageng'a Nanguba Ward,Agenga Dispensary (Samia),FXx0gjbN8Gh,Agenga Dispensary (Samia),Keipsl15790,,Hyvw9VnZ2ch.AG0milXShQM,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Female, Positive",,1,1
Kenya,Busia County,Samia Sub County,Ageng'a Nanguba Ward,Agenga Dispensary (Samia),FXx0gjbN8Gh,Agenga Dispensary (Samia),Keipsl15790,,Hyvw9VnZ2ch.tEMe0224zlP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Male, Positive",2,2,2
Kenya,Busia County,Samia Sub County,Ageng'a Nanguba Ward,Agenga Dispensary (Samia),FXx0gjbN8Gh,Agenga Dispensary (Samia),Keipsl15790,,Hyvw9VnZ2ch.QqlHrg6f0Sm,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 15-19, Female, Positive",1,2,3
Kenya,Busia County,Samia Sub County,Ageng'a Nanguba Ward,Agenga Dispensary (Samia),FXx0gjbN8Gh,Agenga Dispensary (Samia),Keipsl15790,,Hyvw9VnZ2ch.LyXZybq6Sjf,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Female, Positive",5,3,2
Kenya,Busia County,Samia Sub County,Ageng'a Nanguba Ward,Agenga Dispensary (Samia),FXx0gjbN8Gh,Agenga Dispensary (Samia),Keipsl15790,,Hyvw9VnZ2ch.zqARzn2wVj5,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Female, Positive",9,8,7
Kenya,Busia County,Samia Sub County,Ageng'a Nanguba Ward,Agenga Dispensary (Samia),FXx0gjbN8Gh,Agenga Dispensary (Samia),Keipsl15790,,Hyvw9VnZ2ch.y9LP85d8t4b,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Male, Positive",4,2,2
Kenya,Busia County,Samia Sub County,Ageng'a Nanguba Ward,Agenga Dispensary (Samia),FXx0gjbN8Gh,Agenga Dispensary (Samia),Keipsl15790,,Hyvw9VnZ2ch.Vi8sd7mvZW4,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Female, Positive",18,17,18
Kenya,Busia County,Samia Sub County,Ageng'a Nanguba Ward,Agenga Dispensary (Samia),FXx0gjbN8Gh,Agenga Dispensary (Samia),Keipsl15790,,Hyvw9VnZ2ch.YDzeLL6xf5o,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Male, Positive",2,3,3
Kenya,Busia County,Samia Sub County,Ageng'a Nanguba Ward,Agenga Dispensary (Samia),FXx0gjbN8Gh,Agenga Dispensary (Samia),Keipsl15790,,Hyvw9VnZ2ch.hRq4baaUamW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Female, Positive",8,10,10
Kenya,Busia County,Samia Sub County,Ageng'a Nanguba Ward,Agenga Dispensary (Samia),FXx0gjbN8Gh,Agenga Dispensary (Samia),Keipsl15790,,Hyvw9VnZ2ch.XcW5HWccYYZ,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Male, Positive",2,1,1
Kenya,Busia County,Samia Sub County,Ageng'a Nanguba Ward,Agenga Dispensary (Samia),FXx0gjbN8Gh,Agenga Dispensary (Samia),Keipsl15790,,Hyvw9VnZ2ch.PEXIFVXGP9S,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Female, Positive",6,6,7
Kenya,Busia County,Samia Sub County,Ageng'a Nanguba Ward,Agenga Dispensary (Samia),FXx0gjbN8Gh,Agenga Dispensary (Samia),Keipsl15790,,Hyvw9VnZ2ch.zouTxRQ0kXP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Male, Positive",9,9,7
Kenya,Busia County,Samia Sub County,Ageng'a Nanguba Ward,Agenga Dispensary (Samia),FXx0gjbN8Gh,Agenga Dispensary (Samia),Keipsl15790,,Hyvw9VnZ2ch.J8fGj3Iefbc,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Female, Positive",7,11,11
Kenya,Busia County,Samia Sub County,Ageng'a Nanguba Ward,Agenga Dispensary (Samia),FXx0gjbN8Gh,Agenga Dispensary (Samia),Keipsl15790,,Hyvw9VnZ2ch.zUjkTTlva36,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Male, Positive",2,1,2
Kenya,Busia County,Samia Sub County,Ageng'a Nanguba Ward,Agenga Dispensary (Samia),FXx0gjbN8Gh,Agenga Dispensary (Samia),Keipsl15790,,Hyvw9VnZ2ch.zLbjm4E1NsG,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 5-9, Female, Positive",1,,
Kenya,Busia County,Samia Sub County,Ageng'a Nanguba Ward,Agenga Dispensary (Samia),FXx0gjbN8Gh,Agenga Dispensary (Samia),Keipsl15790,,Hyvw9VnZ2ch.p1HABZs9ydt,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 5-9, Male, Positive",1,1,1
Kenya,Busia County,Samia Sub County,Ageng'a Nanguba Ward,Agenga Dispensary (Samia),FXx0gjbN8Gh,Agenga Dispensary (Samia),Keipsl15790,,Hyvw9VnZ2ch.VdMgEQkOtuV,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Female, Positive",7,7,6
Kenya,Busia County,Samia Sub County,Ageng'a Nanguba Ward,Agenga Dispensary (Samia),FXx0gjbN8Gh,Agenga Dispensary (Samia),Keipsl15790,,Hyvw9VnZ2ch.i1yTaswn4qW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Male, Positive",1,1,1
Kenya,Busia County,Samia Sub County,Ageng'a Nanguba Ward,Agenga Dispensary (Samia),FXx0gjbN8Gh,Agenga Dispensary (Samia),Keipsl15790,,Hyvw9VnZ2ch.yWgBf6UOK8d,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Female, Positive",1,1,1
Kenya,Busia County,Samia Sub County,Ageng'a Nanguba Ward,Agenga Dispensary (Samia),FXx0gjbN8Gh,Agenga Dispensary (Samia),Keipsl15790,,Hyvw9VnZ2ch.N9EXA1gNh16,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Male, Positive",2,2,2
Kenya,Busia County,Samia Sub County,Ageng'a Nanguba Ward,Agenga Dispensary (Samia),FXx0gjbN8Gh,Agenga Dispensary (Samia),Keipsl15790,,Hyvw9VnZ2ch.ay6Bp2UGIE5,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 60-64, Female, Positive",2,2,2
Kenya,Busia County,Samia Sub County,Ageng'a Nanguba Ward,Agenga Dispensary (Samia),FXx0gjbN8Gh,Agenga Dispensary (Samia),Keipsl15790,,Hyvw9VnZ2ch.lNnwcd2RT4K,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 60-64, Male, Positive",,1,1
Kenya,Busia County,Samia Sub County,Ageng'a Nanguba Ward,Agenga Dispensary (Samia),FXx0gjbN8Gh,Agenga Dispensary (Samia),Keipsl15790,,Hyvw9VnZ2ch.YOMb0sp9VLV,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 65+, Female, Positive",,1,1
Kenya,Busia County,Teso North Sub County,Ang'urai South Ward,Akichelesit Dispensary,jENzK3UPZdA,Akichelesit Dispensary,Keipsl15792,,Hyvw9VnZ2ch.AG0milXShQM,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Female, Positive",1,1,1
Kenya,Busia County,Teso North Sub County,Ang'urai South Ward,Akichelesit Dispensary,jENzK3UPZdA,Akichelesit Dispensary,Keipsl15792,,Hyvw9VnZ2ch.QqlHrg6f0Sm,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 15-19, Female, Positive",1,2,1
Kenya,Busia County,Teso North Sub County,Ang'urai South Ward,Akichelesit Dispensary,jENzK3UPZdA,Akichelesit Dispensary,Keipsl15792,,Hyvw9VnZ2ch.LyXZybq6Sjf,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Female, Positive",1,1,1
Kenya,Busia County,Teso North Sub County,Ang'urai South Ward,Akichelesit Dispensary,jENzK3UPZdA,Akichelesit Dispensary,Keipsl15792,,Hyvw9VnZ2ch.zqARzn2wVj5,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Female, Positive",1,2,2
Kenya,Busia County,Teso North Sub County,Ang'urai South Ward,Akichelesit Dispensary,jENzK3UPZdA,Akichelesit Dispensary,Keipsl15792,,Hyvw9VnZ2ch.Vi8sd7mvZW4,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Female, Positive",4,2,3
Kenya,Busia County,Teso North Sub County,Ang'urai South Ward,Akichelesit Dispensary,jENzK3UPZdA,Akichelesit Dispensary,Keipsl15792,,Hyvw9VnZ2ch.hRq4baaUamW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Female, Positive",3,3,6
Kenya,Busia County,Teso North Sub County,Ang'urai South Ward,Akichelesit Dispensary,jENzK3UPZdA,Akichelesit Dispensary,Keipsl15792,,Hyvw9VnZ2ch.XcW5HWccYYZ,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Male, Positive",1,1,
Kenya,Busia County,Teso North Sub County,Ang'urai South Ward,Akichelesit Dispensary,jENzK3UPZdA,Akichelesit Dispensary,Keipsl15792,,Hyvw9VnZ2ch.PEXIFVXGP9S,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Female, Positive",4,4,3
Kenya,Busia County,Teso North Sub County,Ang'urai South Ward,Akichelesit Dispensary,jENzK3UPZdA,Akichelesit Dispensary,Keipsl15792,,Hyvw9VnZ2ch.zouTxRQ0kXP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Male, Positive",2,2,2
Kenya,Busia County,Teso North Sub County,Ang'urai South Ward,Akichelesit Dispensary,jENzK3UPZdA,Akichelesit Dispensary,Keipsl15792,,Hyvw9VnZ2ch.J8fGj3Iefbc,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Female, Positive",1,1,1
Kenya,Busia County,Teso North Sub County,Ang'urai South Ward,Akichelesit Dispensary,jENzK3UPZdA,Akichelesit Dispensary,Keipsl15792,,Hyvw9VnZ2ch.zUjkTTlva36,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Male, Positive",2,3,4
Kenya,Busia County,Teso North Sub County,Ang'urai South Ward,Akichelesit Dispensary,jENzK3UPZdA,Akichelesit Dispensary,Keipsl15792,,Hyvw9VnZ2ch.VdMgEQkOtuV,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Female, Positive",2,2,2
Kenya,Busia County,Teso North Sub County,Ang'urai South Ward,Akichelesit Dispensary,jENzK3UPZdA,Akichelesit Dispensary,Keipsl15792,,Hyvw9VnZ2ch.yWgBf6UOK8d,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Female, Positive",1,2,2
Kenya,Busia County,Teso North Sub County,Ang'urai South Ward,Akichelesit Dispensary,jENzK3UPZdA,Akichelesit Dispensary,Keipsl15792,,Hyvw9VnZ2ch.ay6Bp2UGIE5,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 60-64, Female, Positive",1,,1
Kenya,Busia County,Teso North Sub County,Ang'urai South Ward,Akichelesit Dispensary,jENzK3UPZdA,Akichelesit Dispensary,Keipsl15792,,Hyvw9VnZ2ch.YOMb0sp9VLV,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 65+, Female, Positive",1,1,
Kenya,Busia County,Teso North Sub County,Malaba central Ward,Akukuranut Drop Off Point,b4KYUIrpGLo,Akukuranut Drop Off Point,Keipsl23509,,Hyvw9VnZ2ch.LyXZybq6Sjf,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Female, Positive",1,2,1
Kenya,Busia County,Teso North Sub County,Malaba central Ward,Akukuranut Drop Off Point,b4KYUIrpGLo,Akukuranut Drop Off Point,Keipsl23509,,Hyvw9VnZ2ch.zqARzn2wVj5,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Female, Positive",7,11,10
Kenya,Busia County,Teso North Sub County,Malaba central Ward,Akukuranut Drop Off Point,b4KYUIrpGLo,Akukuranut Drop Off Point,Keipsl23509,,Hyvw9VnZ2ch.y9LP85d8t4b,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Male, Positive",,1,1
Kenya,Busia County,Teso North Sub County,Malaba central Ward,Akukuranut Drop Off Point,b4KYUIrpGLo,Akukuranut Drop Off Point,Keipsl23509,,Hyvw9VnZ2ch.Vi8sd7mvZW4,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Female, Positive",12,12,13
Kenya,Busia County,Teso North Sub County,Malaba central Ward,Akukuranut Drop Off Point,b4KYUIrpGLo,Akukuranut Drop Off Point,Keipsl23509,,Hyvw9VnZ2ch.YDzeLL6xf5o,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Male, Positive",,1,1
Kenya,Busia County,Teso North Sub County,Malaba central Ward,Akukuranut Drop Off Point,b4KYUIrpGLo,Akukuranut Drop Off Point,Keipsl23509,,Hyvw9VnZ2ch.hRq4baaUamW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Female, Positive",11,11,12
Kenya,Busia County,Teso North Sub County,Malaba central Ward,Akukuranut Drop Off Point,b4KYUIrpGLo,Akukuranut Drop Off Point,Keipsl23509,,Hyvw9VnZ2ch.PEXIFVXGP9S,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Female, Positive",6,6,6
Kenya,Busia County,Teso North Sub County,Malaba central Ward,Akukuranut Drop Off Point,b4KYUIrpGLo,Akukuranut Drop Off Point,Keipsl23509,,Hyvw9VnZ2ch.zouTxRQ0kXP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Male, Positive",,,1
Kenya,Busia County,Teso North Sub County,Malaba central Ward,Akukuranut Drop Off Point,b4KYUIrpGLo,Akukuranut Drop Off Point,Keipsl23509,,Hyvw9VnZ2ch.J8fGj3Iefbc,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Female, Positive",1,2,3
Kenya,Busia County,Teso South Sub County,Ang'orom Ward,Alupe Sub-District Hospital,YAAfNu5mPkN,Alupe Sub-District Hospital,Keipsl15795,,Hyvw9VnZ2ch.dRjezxQktoz,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 1-4, Female, Positive",3,3,4
Kenya,Busia County,Teso South Sub County,Ang'orom Ward,Alupe Sub-District Hospital,YAAfNu5mPkN,Alupe Sub-District Hospital,Keipsl15795,,Hyvw9VnZ2ch.jjUGfPF0ObP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 1-4, Male, Positive",3,3,3
Kenya,Busia County,Teso South Sub County,Ang'orom Ward,Alupe Sub-District Hospital,YAAfNu5mPkN,Alupe Sub-District Hospital,Keipsl15795,,Hyvw9VnZ2ch.AG0milXShQM,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Female, Positive",19,16,16
Kenya,Busia County,Teso South Sub County,Ang'orom Ward,Alupe Sub-District Hospital,YAAfNu5mPkN,Alupe Sub-District Hospital,Keipsl15795,,Hyvw9VnZ2ch.tEMe0224zlP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Male, Positive",17,15,16
Kenya,Busia County,Teso South Sub County,Ang'orom Ward,Alupe Sub-District Hospital,YAAfNu5mPkN,Alupe Sub-District Hospital,Keipsl15795,,Hyvw9VnZ2ch.QqlHrg6f0Sm,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 15-19, Female, Positive",23,20,20
Kenya,Busia County,Teso South Sub County,Ang'orom Ward,Alupe Sub-District Hospital,YAAfNu5mPkN,Alupe Sub-District Hospital,Keipsl15795,,Hyvw9VnZ2ch.LpnJL4zZxRH,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 15-19, Male, Positive",16,20,20
Kenya,Busia County,Teso South Sub County,Ang'orom Ward,Alupe Sub-District Hospital,YAAfNu5mPkN,Alupe Sub-District Hospital,Keipsl15795,,Hyvw9VnZ2ch.LyXZybq6Sjf,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Female, Positive",15,18,19
Kenya,Busia County,Teso South Sub County,Ang'orom Ward,Alupe Sub-District Hospital,YAAfNu5mPkN,Alupe Sub-District Hospital,Keipsl15795,,Hyvw9VnZ2ch.NCnIv37EwU1,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Male, Positive",4,4,4
Kenya,Busia County,Teso South Sub County,Ang'orom Ward,Alupe Sub-District Hospital,YAAfNu5mPkN,Alupe Sub-District Hospital,Keipsl15795,,Hyvw9VnZ2ch.zqARzn2wVj5,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Female, Positive",63,61,61
Kenya,Busia County,Teso South Sub County,Ang'orom Ward,Alupe Sub-District Hospital,YAAfNu5mPkN,Alupe Sub-District Hospital,Keipsl15795,,Hyvw9VnZ2ch.y9LP85d8t4b,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Male, Positive",11,11,11
Kenya,Busia County,Teso South Sub County,Ang'orom Ward,Alupe Sub-District Hospital,YAAfNu5mPkN,Alupe Sub-District Hospital,Keipsl15795,,Hyvw9VnZ2ch.Vi8sd7mvZW4,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Female, Positive",126,122,121
Kenya,Busia County,Teso South Sub County,Ang'orom Ward,Alupe Sub-District Hospital,YAAfNu5mPkN,Alupe Sub-District Hospital,Keipsl15795,,Hyvw9VnZ2ch.YDzeLL6xf5o,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Male, Positive",33,33,33
Kenya,Busia County,Teso South Sub County,Ang'orom Ward,Alupe Sub-District Hospital,YAAfNu5mPkN,Alupe Sub-District Hospital,Keipsl15795,,Hyvw9VnZ2ch.hRq4baaUamW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Female, Positive",145,143,142
Kenya,Busia County,Teso South Sub County,Ang'orom Ward,Alupe Sub-District Hospital,YAAfNu5mPkN,Alupe Sub-District Hospital,Keipsl15795,,Hyvw9VnZ2ch.XcW5HWccYYZ,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Male, Positive",50,50,50
Kenya,Busia County,Teso South Sub County,Ang'orom Ward,Alupe Sub-District Hospital,YAAfNu5mPkN,Alupe Sub-District Hospital,Keipsl15795,,Hyvw9VnZ2ch.PEXIFVXGP9S,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Female, Positive",148,145,145
Kenya,Busia County,Teso South Sub County,Ang'orom Ward,Alupe Sub-District Hospital,YAAfNu5mPkN,Alupe Sub-District Hospital,Keipsl15795,,Hyvw9VnZ2ch.zouTxRQ0kXP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Male, Positive",65,65,65
Kenya,Busia County,Teso South Sub County,Ang'orom Ward,Alupe Sub-District Hospital,YAAfNu5mPkN,Alupe Sub-District Hospital,Keipsl15795,,Hyvw9VnZ2ch.J8fGj3Iefbc,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Female, Positive",146,140,140
Kenya,Busia County,Teso South Sub County,Ang'orom Ward,Alupe Sub-District Hospital,YAAfNu5mPkN,Alupe Sub-District Hospital,Keipsl15795,,Hyvw9VnZ2ch.zUjkTTlva36,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Male, Positive",70,70,70
Kenya,Busia County,Teso South Sub County,Ang'orom Ward,Alupe Sub-District Hospital,YAAfNu5mPkN,Alupe Sub-District Hospital,Keipsl15795,,Hyvw9VnZ2ch.zLbjm4E1NsG,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 5-9, Female, Positive",7,8,8
