orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,dataid,dataname,datacode,datadescription,Oct to Dec 2022,Jan to Mar 2023,Apr to Jun 2023
Kenya,Kakamega County,Matungu Sub County,Kholera Ward,Bulimbo Medical Services,rsHWjc6AdRi,Bulimbo Medical Services,30482,,F6gxWRewVEy,Total Tested,,,,,23
Kenya,Kakamega County,Butere Sub County,Marama West Ward,Bululwe Dispensary,xc5Gf81YH48,Bululwe Dispensary,25831,,F6gxWRewVEy,Total Tested,,,9,36,33
Kenya,Kakamega County,Mumias West Sub County,Musanda Ward,Bungasi Health Centre,wXYxrsjOc8d,Bungasi Health Centre,15827,,F6gxWRewVEy,Total Tested,,,51,75,91
Kenya,Kakamega County,Navakholo Sub County,Ingoste-matiha Ward,Bushiri Health Centre,dI28kasf8Jj,Bushiri Health Centre,15833,health centre,F6gxWRewVEy,Total Tested,,,31,37,245
Kenya,Kakamega County,Butere Sub County,Marama Central Ward,Butere Sub County Hospital,OVV0fHS7fux,Butere Sub County Hospital,15836,,F6gxWRewVEy,Total Tested,,,48,233,231
Kenya,Kakamega County,Navakholo Sub County,Bunyala West Ward,Butingo Dispensary,Tns72Eh3EfT,Butingo Dispensary,20043,,F6gxWRewVEy,Total Tested,,,13,24,45
Kenya,Kakamega County,Shinyalu Sub County,Isukha North Ward,Buyangu Dispensary,HgUWMWpA1gT,Buyangu Dispensary,20752,,F6gxWRewVEy,Total Tested,,,24,26,11
Kenya,Kakamega County,Ikolomani Sub County,Idakho Central Ward,Buyemi Dispensary(Ikolomani),O9z0alrbAid,Buyemi Dispensary(Ikolomani),22544,,F6gxWRewVEy,Total Tested,,,1,4,22
Kenya,Migori County,Kuria West Sub County,Isibania Ward,Bwana ni Mwema Hospital,YLhQXBhTV7o,Bwana ni Mwema Hospital,24983,Located in Isibania Kehancha Junction,F6gxWRewVEy,Total Tested,,,,68,35
Kenya,Migori County,Uriri Sub County,South Kanyamkago Ward,Bware Health Center,wd25QXppWr2,Bware Health Center,13519,,F6gxWRewVEy,Total Tested,,,90,102,110
Kenya,Kakamega County,Matungu Sub County,Koyonzo Ward,Capitalcare Medical Centre,UuQxa5qmr6z,Capitalcare Medical Centre,23582,,F6gxWRewVEy,Total Tested,,,6,6,6
Kenya,Tharaka Nithi County,Chuka Sub County,Magumoni Ward,Casmed Medical Center Kibugua,UcT8yp4eYLU,Casmed Medical Center Kibugua,26965,,F6gxWRewVEy,Total Tested,,,11,10,6
Kenya,Kakamega County,Likuyani Sub County,Nzoia Ward,Central Clinic (Likuyani),pHXJsnilLh3,Central Clinic (Likuyani),15843,,F6gxWRewVEy,Total Tested,,,4,4,4
Kenya,Kakamega County,Malava Sub County,Butali/Chegulo Ward,Chebwai Mission Dispensary,JTL8OVhlUqF,Chebwai Mission Dispensary,15849,,F6gxWRewVEy,Total Tested,,,16,10,30
Kenya,Tharaka Nithi County,Chuka Sub County,Mugwe Ward,Cheera Dispensary,o7RDct83lZq,Cheera Dispensary,11968,,F6gxWRewVEy,Total Tested,,,22,22,23
Kenya,Kakamega County,Malava Sub County,Butali/Chegulo Ward,Chegulo Dispensary,LJ5JNqUKr2k,Chegulo Dispensary,15850,,F6gxWRewVEy,Total Tested,,,9,22,21
Kenya,Kakamega County,Lugari Sub County,Chekalini Ward,Chekalini Health Centre,Ci1bld843vy,Chekalini Health Centre,15851,,F6gxWRewVEy,Total Tested,,,22,46,148
Kenya,Kakamega County,Shinyalu Sub County,Isukha Central Ward,Chepkombe Dispensary,QH0LOZZ4RPb,Chepkombe Dispensary,21088,About 100m from Shagungu Primary school,F6gxWRewVEy,Total Tested,,,13,8,8
Kenya,Kakamega County,Malava Sub County,South Kabras Ward,Chevoso Dispensary,mfEvntdmjUe,Chevoso Dispensary,15857,,F6gxWRewVEy,Total Tested,,,13,57,69
Kenya,Tharaka Nithi County,Tharaka South Sub County,Chiakagira Ward,Chiakariga Health Centre,lwUfSBkSOE0,Chiakariga Health Centre,11969,,F6gxWRewVEy,Total Tested,,,63,49,84
Kenya,Kakamega County,Shinyalu Sub County,Isukha South Ward,Chief Milimu Dispensary,cMV2EgW6Tza,Chief Milimu Dispensary,16144,,F6gxWRewVEy,Total Tested,,,22,92,92
Kenya,Kakamega County,Malava Sub County,Manda-shivanga Ward,Chimoi Dispensary,D4qI2X6dXcu,Chimoi Dispensary,15858,,F6gxWRewVEy,Total Tested,,,25,24,27
Kenya,Migori County,Kuria East Sub County,Nyabasi West Ward,Chinato Health Centre,kVVmxGZKCfA,Chinato Health Centre,13526,,F6gxWRewVEy,Total Tested,,,49,79,152
Kenya,Kakamega County,Shinyalu Sub County,Isukha East Ward,Chirobani Dispensary,milsZKQ58A4,Chirobani Dispensary,22441,,F6gxWRewVEy,Total Tested,,,54,57,36
Kenya,Tharaka Nithi County,Mwimbi Sub County,Chogoria Ward,Chogoria (PCEA) Hospital,XgnBT8Pug4r,Chogoria (PCEA) Hospital,11970,,F6gxWRewVEy,Total Tested,,,144,98,157
Kenya,Tharaka Nithi County,Chuka Sub County,Karingani Ward,Chogoria Hospital Chuka Medical Center,WlzF2rt1FRJ,Chogoria Hospital Chuka Medical Center,22364,,F6gxWRewVEy,Total Tested,,,17,17,12
Kenya,Kakamega County,Malava Sub County,Shirungu-mugai Ward,Chombeli Health Centre,S9Q1bx9tpZz,Chombeli Health Centre,15859,,F6gxWRewVEy,Total Tested,,,13,72,64
Kenya,Tharaka Nithi County,Chuka Sub County,Karingani Ward,Chuka Cottage Hospital,ULobKkMnBuO,Chuka Cottage Hospital,11972,,F6gxWRewVEy,Total Tested,,,45,61,86
Kenya,Tharaka Nithi County,Chuka Sub County,Karingani Ward,Chuka County Refferal Hospital,sD0C4mSXA4H,Chuka County Refferal Hospital,11973,,F6gxWRewVEy,Total Tested,,,518,622,472
Kenya,Tharaka Nithi County,Chuka Sub County,Karingani Ward,Chuka Dice,SZ5jx60nzdK,Chuka Dice,19882,,F6gxWRewVEy,Total Tested,,,294,389,615
Kenya,Tharaka Nithi County,Chuka Sub County,Karingani Ward,Chuka Nursing Home,vQ4DBcqBjJ3,Chuka Nursing Home,23974,Oposite Kimwa Hotel,F6gxWRewVEy,Total Tested,,,53,39,37
Kenya,Tharaka Nithi County,Chuka Sub County,Karingani Ward,Chuka University Dispensary,tZKTVEPlp6e,Chuka University Dispensary,18789,,F6gxWRewVEy,Total Tested,,,64,64,25
Kenya,Migori County,Awendo Sub County,West Sakwa Ward,Dede Health Centre,WG7O02P8x4T,Dede Health Centre,13532,,F6gxWRewVEy,Total Tested,,,185,164,181
Kenya,Migori County,Nyatike Sub County,Kachien'g Ward,DICE Clinic Karungu,tAKPrTA5jzk,DICE Clinic Karungu,19929,,F6gxWRewVEy,Total Tested,,,225,294,815
Kenya,Migori County,Nyatike Sub County,Muhuru Ward,DICE Clinic Muhuru,WwYfrsmafhY,DICE Clinic Muhuru,19930,,F6gxWRewVEy,Total Tested,,,205,310,1372
Kenya,Migori County,Nyatike Sub County,North Kadem Ward,Diruma Dispensary,LYR8fhhFOaQ,Diruma Dispensary,16268,,F6gxWRewVEy,Total Tested,,,27,32,44
Kenya,Migori County,Nyatike Sub County,Muhuru Ward,Doctors Worldwide Tembo Medical Centre,Lr3cD5NsM82,Doctors Worldwide Tembo Medical Centre,21174,,F6gxWRewVEy,Total Tested,,,44,37,32
Kenya,Kakamega County,Khwisero Sub County,Kisa West Ward,Ebuhala Health Centre,Ky6P5BmX0sQ,Ebuhala Health Centre,20515,,F6gxWRewVEy,Total Tested,,,26,19,35
Kenya,Kakamega County,Khwisero Sub County,Kisa Central Ward,Ekambuli Health Centre,W1S8ml7ActI,Ekambuli Health Centre,20673,,F6gxWRewVEy,Total Tested,,,23,36,83
Kenya,Kakamega County,Mumias West Sub County,Mumias Central Ward,El.Gibhor Medical Clinic,hYvv0k8phcK,El.Gibhor Medical Clinic,23934,Near Ekero Centre,F6gxWRewVEy,Total Tested,,,11,10,12
Kenya,Kakamega County,Mumias East Sub County,East Wanga Ward,Eluche Dispensary,iWFObHTUbzT,Eluche Dispensary,18361,About 5km along Mumias - Kakamega road,F6gxWRewVEy,Total Tested,,,28,41,61
Kenya,Kakamega County,Lurambi Sub County,Butsotso South Ward,Elukhambi Dispensary,pZd75ZZ55tI,Elukhambi Dispensary,15872,,F6gxWRewVEy,Total Tested,,,14,12,17
Kenya,Kakamega County,Mumias East Sub County,Lusheya/Lubinu Ward,Elwakana Dispensary,rD34qFui1sH,Elwakana Dispensary,22668,,F6gxWRewVEy,Total Tested,,,6,7,12
Kenya,Kakamega County,Khwisero Sub County,Kisa East Ward,Elwangale Health Centre,PMtDVZGDXRv,Elwangale Health Centre,16714,,F6gxWRewVEy,Total Tested,,,9,34,55
Kenya,Kakamega County,Mumias East Sub County,Lusheya/Lubinu Ward,Elwasambi Dispensary,sKHkoTOfodh,Elwasambi Dispensary,15873,,F6gxWRewVEy,Total Tested,,,17,18,33
Kenya,Kakamega County,Lurambi Sub County,Shirere Ward,Elwesero Model Health Centre,fVYB9g9ByWU,Elwesero Model Health Centre,15874,,F6gxWRewVEy,Total Tested,,,99,112,122
Kenya,Kakamega County,Butere Sub County,Marama West Ward,Emaira Dispensary,GIFeW39NUTr,Emaira Dispensary,25697,,F6gxWRewVEy,Total Tested,,,10,9,12
Kenya,Kakamega County,Khwisero Sub County,Kisa East Ward,Emalindi Health Centre,h5OdkQ5jKdv,Emalindi Health Centre,17409,,F6gxWRewVEy,Total Tested,,,23,19,33
Kenya,Kakamega County,Navakholo Sub County,Ingoste-matiha Ward,Ematiha Dispensary,FGkaUMhNlgb,Ematiha Dispensary,16867,dispensary,F6gxWRewVEy,Total Tested,,,15,22,35
Kenya,Kakamega County,Lurambi Sub County,Butsotso East Ward,Emukaba Dispensary,rGIiGfPUc5P,Emukaba Dispensary,20039,Kakamega malava route turn left after Bishopstam to emukaba market,F6gxWRewVEy,Total Tested,,,23,28,83
Kenya,Kakamega County,Khwisero Sub County,Kisa Central Ward,Emung'abo Dispensary,uShUZhhFGa4,Emung'abo Dispensary,25506,,F6gxWRewVEy,Total Tested,,,15,14,17
Kenya,Kakamega County,Lurambi Sub County,Butsotso Central Ward,Emusanda Dispensary,DkcS7mBduV7,Emusanda Dispensary,16762,,F6gxWRewVEy,Total Tested,,,94,90,140
Kenya,Kakamega County,Khwisero Sub County,Kisa Central Ward,Emutsesa Health Centre,guZb4if7tPO,Emutsesa Health Centre,16055,,F6gxWRewVEy,Total Tested,,,27,21,36
Kenya,Kakamega County,Khwisero Sub County,Kisa East Ward,Eshiabwali Health Centre,WKpi4HTOfa6,Eshiabwali Health Centre,19899,,F6gxWRewVEy,Total Tested,,,40,16,24
Kenya,Kakamega County,Butere Sub County,Marama South Ward,Eshibembe HealthCentre,b0dYs7Od6bO,Eshibembe HealthCentre,24686,,F6gxWRewVEy,Total Tested,,,7,6,14
Kenya,Kakamega County,Butere Sub County,Marama North Ward,Eshibimbi Health Centre,OzmgYOzluXL,Eshibimbi Health Centre,18940,,F6gxWRewVEy,Total Tested,,,4,9,16
Kenya,Kakamega County,Khwisero Sub County,Kisa East Ward,Eshibinga Health Centre,e5jvA8P3nmJ,Eshibinga Health Centre,21788,operational,F6gxWRewVEy,Total Tested,,,18,18,16
Kenya,Kakamega County,Mumias West Sub County,Musanda Ward,Eshikalame Dispensary,pAjKlmU1EzO,Eshikalame Dispensary,20679,,F6gxWRewVEy,Total Tested,,,4,6,6
Kenya,Kakamega County,Lurambi Sub County,Butsotso Central Ward,Eshikhuyu Dispensary,rEKNga4CgFK,Eshikhuyu Dispensary,15882,,F6gxWRewVEy,Total Tested,,,9,10,24
Kenya,Kakamega County,Mumias West Sub County,Etenje Ward,Eshikulu Dispensary,ozud4J6eShX,Eshikulu Dispensary,17217,In South Wanga Division,F6gxWRewVEy,Total Tested,,,12,48,44
Kenya,Kakamega County,Butere Sub County,Marama North Ward,Eshimukoko Health Centre,hVOEvLLuWx6,Eshimukoko Health Centre,16114,,F6gxWRewVEy,Total Tested,,,25,45,72
Kenya,Kakamega County,Butere Sub County,Marama Central Ward,Eshinamwenyuli Health Centre,NmyQ8MdVjQY,Eshinamwenyuli Health Centre,25833,,F6gxWRewVEy,Total Tested,,,9,9,25
Kenya,Kakamega County,Khwisero Sub County,Kisa East Ward,Eshinutsa Health Centre,dAnPb1AZoKy,Eshinutsa Health Centre,16115,,F6gxWRewVEy,Total Tested,,,18,25,77
Kenya,Kakamega County,Navakholo Sub County,Shinoyi-shikomari-esumeiya Ward,Eshiongo Dispensary,hUDoz9oxecE,Eshiongo Dispensary,15883,,F6gxWRewVEy,Total Tested,,,17,32,48
Kenya,Kakamega County,Lurambi Sub County,Butsotso South Ward,Eshirembe Dispensary,IBvuTu4Q05K,Eshirembe Dispensary,17133,,F6gxWRewVEy,Total Tested,,,10,12,16
Kenya,Kakamega County,Matungu Sub County,Kholera Ward,Fina Medical Nursing Home,HMReQ0i4UrP,Fina Medical Nursing Home,23609,,F6gxWRewVEy,Total Tested,,,9,9,11
Kenya,Tharaka Nithi County,Tharaka North Sub County,Mukothima Ward,Gaciongo Dispensary,eKeevmjKeuN,Gaciongo Dispensary,12024,,F6gxWRewVEy,Total Tested,,,12,12,12
Kenya,Migori County,Kuria East Sub County,Ntimaru West Ward,Gairoro Dispensary,dX5ndMsjIkG,Gairoro Dispensary,13556,,F6gxWRewVEy,Total Tested,,,41,29,36
Kenya,Tharaka Nithi County,Muthambi Sub County,Mitheru Ward,Gaketha Dispensary,OWzmQu4aMo8,Gaketha Dispensary,20355,off Nairobi Meru Road Giampampo road 3km,F6gxWRewVEy,Total Tested,,,26,13,16
Kenya,Tharaka Nithi County,Tharaka South Sub County,Marimanti Ward,Gatunga Health Centre,cmay4WXRmhA,Gatunga Health Centre,12034,,F6gxWRewVEy,Total Tested,,,18,19,32
Kenya,Tharaka Nithi County,Tharaka North Sub County,Gatunga Ward,Gatunga Model Health Centre,gTC4YDSbhb6,Gatunga Model Health Centre,18080,,F6gxWRewVEy,Total Tested,,,73,36,62
Kenya,Kakamega County,Mumias West Sub County,Etenje Ward,George Mudenyo Kadima Nasio Trust (Mumias West),Tkx50aupWkz,George Mudenyo Kadima Nasio Trust (Mumias West),22949,It is situated along Bukaya Musanda raod in mumias west Sub County,F6gxWRewVEy,Total Tested,,,45,53,80
Kenya,Migori County,Kuria East Sub County,Gokeharaka/Getambwega Ward,Getambwega Dispensary,nt3hEvSThtX,Getambwega Dispensary,13565,,F6gxWRewVEy,Total Tested,,,57,66,41
Kenya,Migori County,Kuria East Sub County,Nyabasi East Ward,Getende Nursing Home,J2RRsOjodYB,Getende Nursing Home,24221,,F6gxWRewVEy,Total Tested,,,30,38,58
Kenya,Migori County,Kuria West Sub County,Masaba Ward,Getong'anya Dispensary,NYWB8T4Ff7s,Getong'anya Dispensary,25136,Located in Getong'anya Market,F6gxWRewVEy,Total Tested,,,5,5,20
Kenya,Migori County,Kuria West Sub County,Nyanmosense/Komosoko Ward,Getongoroma Dispensary,BSIVRetkq9o,Getongoroma Dispensary,13569,,F6gxWRewVEy,Total Tested,,,16,39,44
Kenya,Migori County,Kuria East Sub County,Nyabasi East Ward,Getongoroma Health Centre,tRNaL67wHjf,Getongoroma Health Centre,13570,,F6gxWRewVEy,Total Tested,,,77,46,26
Kenya,Migori County,Kuria West Sub County,Isibania Ward,Getontira Clinic,skdrXoGVbgo,Getontira Clinic,13571,,F6gxWRewVEy,Total Tested,,,1,75,111
Kenya,Tharaka Nithi County,Mwimbi Sub County,Chogoria Ward,Gianchuku Dispensary,H6GuF8E08rO,Gianchuku Dispensary,12037,,F6gxWRewVEy,Total Tested,,,15,19,25
Kenya,Migori County,Suna West Sub County,Wasimbete Ward,Giribe Dispensary,xa8ZMxIarv6,Giribe Dispensary,13576,located in suba West division and its a GOK facility,F6gxWRewVEy,Total Tested,,,148,217,171
Kenya,Migori County,Kuria East Sub County,Nyabasi East Ward,Girigiri Dispensary,Z2ZDRw5kZ1I,Girigiri Dispensary,16665,,F6gxWRewVEy,Total Tested,,,23,22,70
Kenya,Kakamega County,Lurambi Sub County,Shirere Ward,GK Prisons Dispensary (Kakamega Central),yanWZpO1esQ,GK Prisons Dispensary (Kakamega Central),15892,,F6gxWRewVEy,Total Tested,,,105,68,126
Kenya,Migori County,Suna East Sub County,God Jope Ward,God Jope Dispensary,G44EhGVs2FX,God Jope Dispensary,13582,situated in Suba East Division,F6gxWRewVEy,Total Tested,,,40,57,78
Kenya,Migori County,Suna West Sub County,Wiga Ward,God Kwer Dispensary,Dp9uga9zfqH,God Kwer Dispensary,13583,Situated in Suba West division and its a GOK Facility,F6gxWRewVEy,Total Tested,,,193,204,354
Kenya,Migori County,Kuria East Sub County,Gokeharaka/Getambwega Ward,Gosebe Dispensary,XlWkXi5IeMS,Gosebe Dispensary,20959,Its a facility within Gokeharaka ward next to tisinye Health Centre.,F6gxWRewVEy,Total Tested,,,23,103,67
Kenya,Migori County,Nyatike Sub County,Got Kachola Ward,Got Kachola Dispensary,H8zbf1TS3qy,Got Kachola Dispensary,19928,,F6gxWRewVEy,Total Tested,,,56,96,212
Kenya,Migori County,Nyatike Sub County,Macalder/Kanyarwanda Ward,Got Orango Dispensary,LbmVLnLqHYT,Got Orango Dispensary,24282,Around Got Orango Secondary School Got Orango Sub Location Nyatike Sub county,F6gxWRewVEy,Total Tested,,,20,42,40
Kenya,Migori County,Kuria East Sub County,Ntimaru West Ward,Gwitembe Health Centre,fb6IuqPC7fr,Gwitembe Health Centre,13597,,F6gxWRewVEy,Total Tested,,,40,69,61
Kenya,Tharaka Nithi County,Chuka Sub County,Karingani Ward,Hope Cure Medical Clinic,IChp50Dlcx9,Hope Cure Medical Clinic,22040,Chuka Town,F6gxWRewVEy,Total Tested,,,13,13,13
Kenya,Migori County,Rongo Sub County,South Kamagambo Ward,Hoplan Medical Center,olF835cI7sY,Hoplan Medical Center,23761,"Located near Nyasote SDA Church in South Kanyajuok Sub Location, Location South Kamagambo",F6gxWRewVEy,Total Tested,,,43,34,30
Kenya,Kakamega County,Khwisero Sub County,Kisa Central Ward,Ibinda Dispensary,rQH3dts2vpx,Ibinda Dispensary,29604,,F6gxWRewVEy,Total Tested,,,,5,2
Kenya,Kakamega County,Mumias West Sub County,Mumias North Ward,Ichinga Dispensary,bDD3hKTHmvn,Ichinga Dispensary,25498,,F6gxWRewVEy,Total Tested,,,9,9,9
Kenya,Tharaka Nithi County,Igambangombe Sub County,Igambang'ombe Ward,Igamatundu Dispensary,oS5U9Ua5XPi,Igamatundu Dispensary,12069,,F6gxWRewVEy,Total Tested,,,34,21,18
Kenya,Kakamega County,Ikolomani Sub County,Idakho East Ward,Iguhu Sub County Hospital,WVQA3Ztjy6t,Iguhu Sub County Hospital,15899,,F6gxWRewVEy,Total Tested,,,21,23,209
Kenya,Migori County,Kuria West Sub County,Bukira Central/Ikerege Ward,Ikerege Clinic,h0UWZHtzvSx,Ikerege Clinic,13615,,F6gxWRewVEy,Total Tested,,,10,10,10
Kenya,Kakamega County,Malava Sub County,South Kabras Ward,Ikhanyi Dispensary,vq7jv4emC3f,Ikhanyi Dispensary,20921,Dispensary,F6gxWRewVEy,Total Tested,,,23,23,17
Kenya,Kakamega County,Khwisero Sub County,Kisa West Ward,Ikomero Health Centre,WRugAsHxL6F,Ikomero Health Centre,19900,,F6gxWRewVEy,Total Tested,,,9,12,46
Kenya,Tharaka Nithi County,Mwimbi Sub County,Ganga Ward,Ikumbo Dispensary,RH8vF3k8STY,Ikumbo Dispensary,12079,,F6gxWRewVEy,Total Tested,,,62,28,40
Kenya,Tharaka Nithi County,Chuka Sub County,Magumoni Ward,Ikuu Dispensary,H3B4JAtTbeZ,Ikuu Dispensary,12081,,F6gxWRewVEy,Total Tested,,,16,11,14
Kenya,Kakamega County,Shinyalu Sub County,Isukha East Ward,Ikuywa Dispensary,FkiRDv9jRrl,Ikuywa Dispensary,16717,,F6gxWRewVEy,Total Tested,,,37,21,47
Kenya,Kakamega County,Shinyalu Sub County,Isukha East Ward,Ileho Health Centre,d4U4gk3e0uD,Ileho Health Centre,15900,,F6gxWRewVEy,Total Tested,,,19,68,112
Kenya,Kakamega County,Ikolomani Sub County,Idakho South Ward,Imalaba Dispensary,ZWaly1q0aqs,Imalaba Dispensary,16484,,F6gxWRewVEy,Total Tested,,,19,19,37
Kenya,Kakamega County,Butere Sub County,Marama Central Ward,Imanga Health Centre,UV4fccuhV0R,Imanga Health Centre,18941,,F6gxWRewVEy,Total Tested,,,30,44,46
Kenya,Kakamega County,Malava Sub County,West Kabras Ward,Imbiakalo Dispensary,z3XPCm6Ssp3,Imbiakalo Dispensary,15901,,F6gxWRewVEy,Total Tested,,,19,48,43
Kenya,Kakamega County,Ikolomani Sub County,Idakho North Ward,Imulama Dispensary,rVLDPAPrFsC,Imulama Dispensary,16481,,F6gxWRewVEy,Total Tested,,,12,14,26
Kenya,Kakamega County,Matungu Sub County,Koyonzo Ward,Indangalasia Dispensary,FqsoLjbSI9A,Indangalasia Dispensary,17929,,F6gxWRewVEy,Total Tested,,,32,42,53
Kenya,Kakamega County,Malava Sub County,South Kabras Ward,Ingavira Medical Clinic(CMC),URRSoyCC4m4,Ingavira Medical Clinic(CMC),15898,,F6gxWRewVEy,Total Tested,,,6,6,6
Kenya,Kakamega County,Shinyalu Sub County,Isukha North Ward,Ingolomosio Dispensary,YNcCVkkuWim,Ingolomosio Dispensary,21891,,F6gxWRewVEy,Total Tested,,,2,6,5
Kenya,Kakamega County,Navakholo Sub County,Ingoste-matiha Ward,Ingotse Dispensary,YSPee8KLHhq,Ingotse Dispensary,15902,,F6gxWRewVEy,Total Tested,,,,24,28
Kenya,Migori County,Kuria West Sub County,Nyanmosense/Komosoko Ward,Iraha Dispensary,cdSguOsrorH,Iraha Dispensary,13619,,F6gxWRewVEy,Total Tested,,,17,24,35
Kenya,Kakamega County,Butere Sub County,Marama West Ward,Iranda Health Centre,XGZfxVpbX5c,Iranda Health Centre,18939,HEALTH CENTRE,F6gxWRewVEy,Total Tested,,,21,45,31
Kenya,Tharaka Nithi County,Muthambi Sub County,Muthambi Ward,Iriga Dispensary,HUcXylpRQzR,Iriga Dispensary,12092,,F6gxWRewVEy,Total Tested,,,10,22,14
