orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,dataid,dataname,datacode,datadescription,Oct to Dec 2022,Jan to Mar 2023,Apr to Jun 2023
Kenya,Tharaka Nithi County,Mwimbi Sub County,Chogoria Ward,Baragu Health Centre,wZUrNTrCEWz,Baragu Health Centre,11942,NEAR KATHARAKA STAGE,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,2,2,1
Kenya,Kakamega County,Likuyani Sub County,Nzoia Ward,Beggs Nursing Home (Matunda),redd34wc4hO,Beggs Nursing Home (Matunda),18626,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,2,2,2
Kenya,Migori County,Suna West Sub County,Waseweta II Ward,Bondo Dispensary,TRiVDQSVF92,Bondo Dispensary,21193,"Bondo is located along Migori Piny Oyie-Muhuru road , 1 km away from Bondo Nyonge market centre.",JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,,,2
Kenya,Kakamega County,Navakholo Sub County,Bunyala Central Ward,Buchangu Dispensary,WYaAkILOP16,Buchangu Dispensary,15810,Dispensary,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,1,1,1
Kenya,Kakamega County,Navakholo Sub County,Bunyala West Ward,Budonga Dispensary,gl9nmj6WvWP,Budonga Dispensary,15812,dispensary,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,1,1,1
Kenya,Migori County,Kuria West Sub County,Tagare Ward,Bugumbe Health Centre,OQUMus9IsA1,Bugumbe Health Centre,13517,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,3,4,3
Kenya,Kakamega County,Mumias West Sub County,Etenje Ward,Bukaya Health Centre,ndBnE6yUjoy,Bukaya Health Centre,15817,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,3,2,4
Kenya,Kakamega County,Lurambi Sub County,Butsotso South Ward,Bukura Health Centre,wcM6pww7h2a,Bukura Health Centre,15820,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,1,5,2
Kenya,Kakamega County,Mumias West Sub County,Musanda Ward,Bungasi Health Centre,wXYxrsjOc8d,Bungasi Health Centre,15827,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,2,5,1
Kenya,Kakamega County,Navakholo Sub County,Ingoste-matiha Ward,Bushiri Health Centre,dI28kasf8Jj,Bushiri Health Centre,15833,health centre,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,6,6,1
Kenya,Kakamega County,Butere Sub County,Marama Central Ward,Butere Sub County Hospital,OVV0fHS7fux,Butere Sub County Hospital,15836,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,5,9,3
Kenya,Kakamega County,Navakholo Sub County,Bunyala West Ward,Butingo Dispensary,Tns72Eh3EfT,Butingo Dispensary,20043,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,1,2,3
Kenya,Kakamega County,Shinyalu Sub County,Isukha North Ward,Buyangu Dispensary,HgUWMWpA1gT,Buyangu Dispensary,20752,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,2,2,2
Kenya,Kakamega County,Ikolomani Sub County,Idakho Central Ward,Buyemi Dispensary(Ikolomani),O9z0alrbAid,Buyemi Dispensary(Ikolomani),22544,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,1,1,1
Kenya,Migori County,Uriri Sub County,South Kanyamkago Ward,Bware Health Center,wd25QXppWr2,Bware Health Center,13519,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,2,2,2
Kenya,Kakamega County,Malava Sub County,Butali/Chegulo Ward,Chebwai Mission Dispensary,JTL8OVhlUqF,Chebwai Mission Dispensary,15849,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,1,1,1
Kenya,Kakamega County,Malava Sub County,Butali/Chegulo Ward,Chegulo Dispensary,LJ5JNqUKr2k,Chegulo Dispensary,15850,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,1,1,1
Kenya,Kakamega County,Lugari Sub County,Chekalini Ward,Chekalini Health Centre,Ci1bld843vy,Chekalini Health Centre,15851,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,1,3,4
Kenya,Kakamega County,Shinyalu Sub County,Isukha Central Ward,Chepkombe Dispensary,QH0LOZZ4RPb,Chepkombe Dispensary,21088,About 100m from Shagungu Primary school,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,1,1,1
Kenya,Kakamega County,Malava Sub County,South Kabras Ward,Chevoso Dispensary,mfEvntdmjUe,Chevoso Dispensary,15857,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,3,2,3
Kenya,Tharaka Nithi County,Tharaka South Sub County,Chiakagira Ward,Chiakariga Health Centre,lwUfSBkSOE0,Chiakariga Health Centre,11969,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,1,1,1
Kenya,Kakamega County,Shinyalu Sub County,Isukha South Ward,Chief Milimu Dispensary,cMV2EgW6Tza,Chief Milimu Dispensary,16144,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,1,2,3
Kenya,Kakamega County,Malava Sub County,Manda-shivanga Ward,Chimoi Dispensary,D4qI2X6dXcu,Chimoi Dispensary,15858,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,2,4,2
Kenya,Migori County,Kuria East Sub County,Nyabasi West Ward,Chinato Health Centre,kVVmxGZKCfA,Chinato Health Centre,13526,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,4,2,2
Kenya,Tharaka Nithi County,Mwimbi Sub County,Chogoria Ward,Chogoria (PCEA) Hospital,XgnBT8Pug4r,Chogoria (PCEA) Hospital,11970,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,4,5,6
Kenya,Kakamega County,Malava Sub County,Shirungu-mugai Ward,Chombeli Health Centre,S9Q1bx9tpZz,Chombeli Health Centre,15859,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,1,3,1
Kenya,Tharaka Nithi County,Chuka Sub County,Karingani Ward,Chuka County Refferal Hospital,sD0C4mSXA4H,Chuka County Refferal Hospital,11973,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,12,6,8
Kenya,Tharaka Nithi County,Chuka Sub County,Karingani Ward,Chuka Dice,SZ5jx60nzdK,Chuka Dice,19882,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,3,3,2
Kenya,Migori County,Awendo Sub County,West Sakwa Ward,Dede Health Centre,WG7O02P8x4T,Dede Health Centre,13532,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,7,8,3
Kenya,Migori County,Nyatike Sub County,Kachien'g Ward,DICE Clinic Karungu,tAKPrTA5jzk,DICE Clinic Karungu,19929,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,1,3,5
Kenya,Migori County,Nyatike Sub County,Muhuru Ward,DICE Clinic Muhuru,WwYfrsmafhY,DICE Clinic Muhuru,19930,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,2,1,3
Kenya,Migori County,Nyatike Sub County,North Kadem Ward,Diruma Dispensary,LYR8fhhFOaQ,Diruma Dispensary,16268,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,2,4,2
Kenya,Kakamega County,Khwisero Sub County,Kisa West Ward,Ebuhala Health Centre,Ky6P5BmX0sQ,Ebuhala Health Centre,20515,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,3,3,1
Kenya,Kakamega County,Khwisero Sub County,Kisa Central Ward,Ekambuli Health Centre,W1S8ml7ActI,Ekambuli Health Centre,20673,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,3,4,2
Kenya,Kakamega County,Mumias East Sub County,East Wanga Ward,Eluche Dispensary,iWFObHTUbzT,Eluche Dispensary,18361,About 5km along Mumias - Kakamega road,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,1,1,1
Kenya,Kakamega County,Lurambi Sub County,Butsotso South Ward,Elukhambi Dispensary,pZd75ZZ55tI,Elukhambi Dispensary,15872,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,2,1,1
Kenya,Kakamega County,Mumias East Sub County,Lusheya/Lubinu Ward,Elwakana Dispensary,rD34qFui1sH,Elwakana Dispensary,22668,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,,1,1
Kenya,Kakamega County,Khwisero Sub County,Kisa East Ward,Elwangale Health Centre,PMtDVZGDXRv,Elwangale Health Centre,16714,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,2,1,1
Kenya,Kakamega County,Mumias East Sub County,Lusheya/Lubinu Ward,Elwasambi Dispensary,sKHkoTOfodh,Elwasambi Dispensary,15873,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,1,2,1
Kenya,Kakamega County,Lurambi Sub County,Shirere Ward,Elwesero Model Health Centre,fVYB9g9ByWU,Elwesero Model Health Centre,15874,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,2,7,4
Kenya,Kakamega County,Khwisero Sub County,Kisa East Ward,Emalindi Health Centre,h5OdkQ5jKdv,Emalindi Health Centre,17409,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,1,1,1
Kenya,Kakamega County,Navakholo Sub County,Ingoste-matiha Ward,Ematiha Dispensary,FGkaUMhNlgb,Ematiha Dispensary,16867,dispensary,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,1,1,1
Kenya,Kakamega County,Lurambi Sub County,Butsotso East Ward,Emukaba Dispensary,rGIiGfPUc5P,Emukaba Dispensary,20039,Kakamega malava route turn left after Bishopstam to emukaba market,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,4,4,2
Kenya,Kakamega County,Khwisero Sub County,Kisa Central Ward,Emung'abo Dispensary,uShUZhhFGa4,Emung'abo Dispensary,25506,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,1,1,1
Kenya,Kakamega County,Lurambi Sub County,Butsotso Central Ward,Emusanda Dispensary,DkcS7mBduV7,Emusanda Dispensary,16762,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,1,2,6
Kenya,Kakamega County,Khwisero Sub County,Kisa Central Ward,Emutsesa Health Centre,guZb4if7tPO,Emutsesa Health Centre,16055,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,2,1,1
Kenya,Kakamega County,Khwisero Sub County,Kisa East Ward,Eshiabwali Health Centre,WKpi4HTOfa6,Eshiabwali Health Centre,19899,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,1,1,1
Kenya,Kakamega County,Khwisero Sub County,Kisa East Ward,Eshibinga Health Centre,e5jvA8P3nmJ,Eshibinga Health Centre,21788,operational,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,1,1,1
Kenya,Kakamega County,Mumias West Sub County,Musanda Ward,Eshikalame Dispensary,pAjKlmU1EzO,Eshikalame Dispensary,20679,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,1,2,2
Kenya,Kakamega County,Lurambi Sub County,Butsotso Central Ward,Eshikhuyu Dispensary,rEKNga4CgFK,Eshikhuyu Dispensary,15882,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,1,1,4
Kenya,Kakamega County,Mumias West Sub County,Etenje Ward,Eshikulu Dispensary,ozud4J6eShX,Eshikulu Dispensary,17217,In South Wanga Division,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,4,1,1
Kenya,Kakamega County,Butere Sub County,Marama North Ward,Eshimukoko Health Centre,hVOEvLLuWx6,Eshimukoko Health Centre,16114,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,2,1,3
Kenya,Kakamega County,Khwisero Sub County,Kisa East Ward,Eshinutsa Health Centre,dAnPb1AZoKy,Eshinutsa Health Centre,16115,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,2,2,1
Kenya,Kakamega County,Navakholo Sub County,Shinoyi-shikomari-esumeiya Ward,Eshiongo Dispensary,hUDoz9oxecE,Eshiongo Dispensary,15883,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,3,1,1
Kenya,Tharaka Nithi County,Tharaka South Sub County,Marimanti Ward,Gatunga Health Centre,cmay4WXRmhA,Gatunga Health Centre,12034,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,1,1,1
Kenya,Tharaka Nithi County,Tharaka North Sub County,Gatunga Ward,Gatunga Model Health Centre,gTC4YDSbhb6,Gatunga Model Health Centre,18080,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,1,1,2
Kenya,Kakamega County,Mumias West Sub County,Etenje Ward,George Mudenyo Kadima Nasio Trust (Mumias West),Tkx50aupWkz,George Mudenyo Kadima Nasio Trust (Mumias West),22949,It is situated along Bukaya Musanda raod in mumias west Sub County,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,2,1,2
Kenya,Migori County,Kuria East Sub County,Gokeharaka/Getambwega Ward,Getambwega Dispensary,nt3hEvSThtX,Getambwega Dispensary,13565,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,1,1,3
Kenya,Migori County,Kuria West Sub County,Nyanmosense/Komosoko Ward,Getongoroma Dispensary,BSIVRetkq9o,Getongoroma Dispensary,13569,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,2,1,1
Kenya,Tharaka Nithi County,Mwimbi Sub County,Chogoria Ward,Gianchuku Dispensary,H6GuF8E08rO,Gianchuku Dispensary,12037,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,1,1,2
Kenya,Migori County,Suna West Sub County,Wasimbete Ward,Giribe Dispensary,xa8ZMxIarv6,Giribe Dispensary,13576,located in suba West division and its a GOK facility,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,3,6,2
Kenya,Kakamega County,Lurambi Sub County,Shirere Ward,GK Prisons Dispensary (Kakamega Central),yanWZpO1esQ,GK Prisons Dispensary (Kakamega Central),15892,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,5,7,1
Kenya,Migori County,Suna East Sub County,God Jope Ward,God Jope Dispensary,G44EhGVs2FX,God Jope Dispensary,13582,situated in Suba East Division,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,2,3,1
Kenya,Migori County,Suna West Sub County,Wiga Ward,God Kwer Dispensary,Dp9uga9zfqH,God Kwer Dispensary,13583,Situated in Suba West division and its a GOK Facility,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,2,8,7
Kenya,Migori County,Kuria East Sub County,Gokeharaka/Getambwega Ward,Gosebe Dispensary,XlWkXi5IeMS,Gosebe Dispensary,20959,Its a facility within Gokeharaka ward next to tisinye Health Centre.,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,1,1,1
Kenya,Migori County,Nyatike Sub County,Got Kachola Ward,Got Kachola Dispensary,H8zbf1TS3qy,Got Kachola Dispensary,19928,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,2,2,2
Kenya,Migori County,Kuria East Sub County,Ntimaru West Ward,Gwitembe Health Centre,fb6IuqPC7fr,Gwitembe Health Centre,13597,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,1,2,2
Kenya,Kakamega County,Ikolomani Sub County,Idakho East Ward,Iguhu Sub County Hospital,WVQA3Ztjy6t,Iguhu Sub County Hospital,15899,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,6,4,4
Kenya,Kakamega County,Malava Sub County,South Kabras Ward,Ikhanyi Dispensary,vq7jv4emC3f,Ikhanyi Dispensary,20921,Dispensary,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,1,1,1
Kenya,Kakamega County,Khwisero Sub County,Kisa West Ward,Ikomero Health Centre,WRugAsHxL6F,Ikomero Health Centre,19900,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,,,2
Kenya,Kakamega County,Shinyalu Sub County,Isukha East Ward,Ikuywa Dispensary,FkiRDv9jRrl,Ikuywa Dispensary,16717,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,2,2,1
Kenya,Kakamega County,Shinyalu Sub County,Isukha East Ward,Ileho Health Centre,d4U4gk3e0uD,Ileho Health Centre,15900,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,2,1,6
Kenya,Kakamega County,Ikolomani Sub County,Idakho South Ward,Imalaba Dispensary,ZWaly1q0aqs,Imalaba Dispensary,16484,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,1,1,3
Kenya,Kakamega County,Butere Sub County,Marama Central Ward,Imanga Health Centre,UV4fccuhV0R,Imanga Health Centre,18941,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,2,4,1
Kenya,Kakamega County,Malava Sub County,West Kabras Ward,Imbiakalo Dispensary,z3XPCm6Ssp3,Imbiakalo Dispensary,15901,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,2,1,1
Kenya,Kakamega County,Ikolomani Sub County,Idakho North Ward,Imulama Dispensary,rVLDPAPrFsC,Imulama Dispensary,16481,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,1,1,1
Kenya,Kakamega County,Matungu Sub County,Koyonzo Ward,Indangalasia Dispensary,FqsoLjbSI9A,Indangalasia Dispensary,17929,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,3,1,1
Kenya,Kakamega County,Shinyalu Sub County,Isukha North Ward,Ingolomosio Dispensary,YNcCVkkuWim,Ingolomosio Dispensary,21891,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,,,1
Kenya,Migori County,Kuria West Sub County,Nyanmosense/Komosoko Ward,Iraha Dispensary,cdSguOsrorH,Iraha Dispensary,13619,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,1,1,1
Kenya,Kakamega County,Butere Sub County,Marama West Ward,Iranda Health Centre,XGZfxVpbX5c,Iranda Health Centre,18939,HEALTH CENTRE,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,1,1,2
Kenya,Migori County,Kuria West Sub County,Isibania Ward,Isbania Prevention Centre,dwsqnJOgFCH,Isbania Prevention Centre,20019,Stand alone VCT,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,3,3,6
Kenya,Migori County,Kuria West Sub County,Nyanmosense/Komosoko Ward,Isibania Mission Health Centre,wKoJ3NCXobv,Isibania Mission Health Centre,13624,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,1,1,1
Kenya,Migori County,Kuria West Sub County,Isibania Ward,Isibania Sub-District Hospital,gFC5kCFDDqG,Isibania Sub-District Hospital,13625,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,5,6,4
Kenya,Kakamega County,Lurambi Sub County,Butsotso South Ward,Isumba Dispensary,Wmm9bP13tUz,Isumba Dispensary,19991,Shibuli Bukura Road Branch left the bridge to Isumba,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,1,1,2
Kenya,Kakamega County,Matungu Sub County,Koyonzo Ward,Itete Dispensary,DnoqaWqpOTa,Itete Dispensary,25720,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,2,2,2
Kenya,Kakamega County,Shinyalu Sub County,Murhanda Ward,Ivochio Dispensary,iw6A6nx6ugM,Ivochio Dispensary,21089,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,2,2,1
Kenya,Kakamega County,Mumias West Sub County,Mumias Central Ward,Jamia Medical Centre,IPuJB69xbia,Jamia Medical Centre,15906,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,5,5,5
Kenya,Migori County,Awendo Sub County,North Sakwa Ward,Jevros Clinic,naa6PTuNZM4,Jevros Clinic,13635,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,2,1,5
Kenya,Tharaka Nithi County,Igambangombe Sub County,Mariani Ward,Kaanwa Dispensary,GeQ8joSYNcm,Kaanwa Dispensary,12119,,JljuWsCDpma,MOH 731 Enrolled_Total (Sum HV03-001 to HV03-010) HV03-011,Y18_HV03-011,,2,7,2
