orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,dataid,dataname,datacode,datadescription,Oct to Dec 2022,Jan to Mar 2023,Apr to Jun 2023
Kenya,Kakamega County,Mumias West Sub County,Musanda Ward,Bungasi Health Centre,wXYxrsjOc8d,Bungasi Health Centre,15827,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,28,36,36
Kenya,Kakamega County,Ikolomani Sub County,Idakho Central Ward,Bushiangala Health Centre,rog82qbp7Oh,Bushiangala Health Centre,15832,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,1,1,1
Kenya,Kakamega County,Navakholo Sub County,Ingoste-matiha Ward,Bushiri Health Centre,dI28kasf8Jj,Bushiri Health Centre,15833,health centre,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,164,94,99
Kenya,Kakamega County,Butere Sub County,Marama Central Ward,Butere Sub County Hospital,OVV0fHS7fux,Butere Sub County Hospital,15836,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,75,114,85
Kenya,Kakamega County,Navakholo Sub County,Bunyala West Ward,Butingo Dispensary,Tns72Eh3EfT,Butingo Dispensary,20043,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,11,11,17
Kenya,Kakamega County,Shinyalu Sub County,Isukha North Ward,Buyangu Dispensary,HgUWMWpA1gT,Buyangu Dispensary,20752,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,4,8,13
Kenya,Kakamega County,Ikolomani Sub County,Idakho Central Ward,Buyemi Dispensary(Ikolomani),O9z0alrbAid,Buyemi Dispensary(Ikolomani),22544,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,3,3,6
Kenya,Migori County,Uriri Sub County,South Kanyamkago Ward,Bware Health Center,wd25QXppWr2,Bware Health Center,13519,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,15,16,17
Kenya,Kakamega County,Malava Sub County,Butali/Chegulo Ward,Chebwai Mission Dispensary,JTL8OVhlUqF,Chebwai Mission Dispensary,15849,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,1,8,5
Kenya,Tharaka Nithi County,Chuka Sub County,Mugwe Ward,Cheera Dispensary,o7RDct83lZq,Cheera Dispensary,11968,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,1,1,1
Kenya,Kakamega County,Malava Sub County,Butali/Chegulo Ward,Chegulo Dispensary,LJ5JNqUKr2k,Chegulo Dispensary,15850,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,19,15,14
Kenya,Kakamega County,Lugari Sub County,Chekalini Ward,Chekalini Health Centre,Ci1bld843vy,Chekalini Health Centre,15851,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,12,26,34
Kenya,Kakamega County,Shinyalu Sub County,Isukha Central Ward,Chepkombe Dispensary,QH0LOZZ4RPb,Chepkombe Dispensary,21088,About 100m from Shagungu Primary school,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,1,3,2
Kenya,Kakamega County,Malava Sub County,South Kabras Ward,Chevoso Dispensary,mfEvntdmjUe,Chevoso Dispensary,15857,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,14,15,26
Kenya,Tharaka Nithi County,Tharaka South Sub County,Chiakagira Ward,Chiakariga Health Centre,lwUfSBkSOE0,Chiakariga Health Centre,11969,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,29,19,24
Kenya,Kakamega County,Shinyalu Sub County,Isukha South Ward,Chief Milimu Dispensary,cMV2EgW6Tza,Chief Milimu Dispensary,16144,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,13,35,39
Kenya,Kakamega County,Malava Sub County,Manda-shivanga Ward,Chimoi Dispensary,D4qI2X6dXcu,Chimoi Dispensary,15858,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,1,12,6
Kenya,Migori County,Kuria East Sub County,Nyabasi West Ward,Chinato Health Centre,kVVmxGZKCfA,Chinato Health Centre,13526,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,17,11,41
Kenya,Kakamega County,Shinyalu Sub County,Isukha East Ward,Chirobani Dispensary,milsZKQ58A4,Chirobani Dispensary,22441,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,9,4,10
Kenya,Tharaka Nithi County,Mwimbi Sub County,Chogoria Ward,Chogoria (PCEA) Hospital,XgnBT8Pug4r,Chogoria (PCEA) Hospital,11970,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,21,25,42
Kenya,Kakamega County,Malava Sub County,Shirungu-mugai Ward,Chombeli Health Centre,S9Q1bx9tpZz,Chombeli Health Centre,15859,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,41,48,39
Kenya,Tharaka Nithi County,Chuka Sub County,Karingani Ward,Chuka Cottage Hospital,ULobKkMnBuO,Chuka Cottage Hospital,11972,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,3,4,6
Kenya,Tharaka Nithi County,Chuka Sub County,Karingani Ward,Chuka County Refferal Hospital,sD0C4mSXA4H,Chuka County Refferal Hospital,11973,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,72,78,59
Kenya,Tharaka Nithi County,Chuka Sub County,Karingani Ward,Chuka Nursing Home,vQ4DBcqBjJ3,Chuka Nursing Home,23974,Oposite Kimwa Hotel,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,6,12,12
Kenya,Migori County,Awendo Sub County,West Sakwa Ward,Dede Health Centre,WG7O02P8x4T,Dede Health Centre,13532,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,45,35,26
Kenya,Migori County,Nyatike Sub County,North Kadem Ward,Diruma Dispensary,LYR8fhhFOaQ,Diruma Dispensary,16268,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,3,10,9
Kenya,Kakamega County,Khwisero Sub County,Kisa West Ward,Ebuhala Health Centre,Ky6P5BmX0sQ,Ebuhala Health Centre,20515,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,26,14,12
Kenya,Kakamega County,Khwisero Sub County,Kisa Central Ward,Ekambuli Health Centre,W1S8ml7ActI,Ekambuli Health Centre,20673,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,12,12,8
Kenya,Kakamega County,Mumias East Sub County,East Wanga Ward,Eluche Dispensary,iWFObHTUbzT,Eluche Dispensary,18361,About 5km along Mumias - Kakamega road,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,8,16,6
Kenya,Kakamega County,Lurambi Sub County,Butsotso South Ward,Elukhambi Dispensary,pZd75ZZ55tI,Elukhambi Dispensary,15872,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,9,11,7
Kenya,Kakamega County,Mumias East Sub County,Lusheya/Lubinu Ward,Elwakana Dispensary,rD34qFui1sH,Elwakana Dispensary,22668,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,3,4,13
Kenya,Kakamega County,Khwisero Sub County,Kisa East Ward,Elwangale Health Centre,PMtDVZGDXRv,Elwangale Health Centre,16714,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,14,16,14
Kenya,Kakamega County,Mumias East Sub County,Lusheya/Lubinu Ward,Elwasambi Dispensary,sKHkoTOfodh,Elwasambi Dispensary,15873,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,10,2,9
Kenya,Kakamega County,Lurambi Sub County,Shirere Ward,Elwesero Model Health Centre,fVYB9g9ByWU,Elwesero Model Health Centre,15874,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,56,44,59
Kenya,Kakamega County,Butere Sub County,Marama West Ward,Emaira Dispensary,GIFeW39NUTr,Emaira Dispensary,25697,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,1,5,2
Kenya,Kakamega County,Khwisero Sub County,Kisa East Ward,Emalindi Health Centre,h5OdkQ5jKdv,Emalindi Health Centre,17409,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,7,6,4
Kenya,Kakamega County,Navakholo Sub County,Ingoste-matiha Ward,Ematiha Dispensary,FGkaUMhNlgb,Ematiha Dispensary,16867,dispensary,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,15,12,15
Kenya,Kakamega County,Lurambi Sub County,Butsotso East Ward,Emukaba Dispensary,rGIiGfPUc5P,Emukaba Dispensary,20039,Kakamega malava route turn left after Bishopstam to emukaba market,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,10,15,29
Kenya,Kakamega County,Khwisero Sub County,Kisa Central Ward,Emung'abo Dispensary,uShUZhhFGa4,Emung'abo Dispensary,25506,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,11,11,3
Kenya,Kakamega County,Lurambi Sub County,Butsotso Central Ward,Emusanda Dispensary,DkcS7mBduV7,Emusanda Dispensary,16762,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,59,49,38
Kenya,Kakamega County,Khwisero Sub County,Kisa Central Ward,Emutsesa Health Centre,guZb4if7tPO,Emutsesa Health Centre,16055,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,21,8,16
Kenya,Kakamega County,Khwisero Sub County,Kisa East Ward,Eshiabwali Health Centre,WKpi4HTOfa6,Eshiabwali Health Centre,19899,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,26,14,9
Kenya,Kakamega County,Butere Sub County,Marama South Ward,Eshibembe HealthCentre,b0dYs7Od6bO,Eshibembe HealthCentre,24686,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,10,10,13
Kenya,Kakamega County,Butere Sub County,Marama North Ward,Eshibimbi Health Centre,OzmgYOzluXL,Eshibimbi Health Centre,18940,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,9,2,3
Kenya,Kakamega County,Khwisero Sub County,Kisa East Ward,Eshibinga Health Centre,e5jvA8P3nmJ,Eshibinga Health Centre,21788,operational,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,7,5,5
Kenya,Kakamega County,Mumias West Sub County,Musanda Ward,Eshikalame Dispensary,pAjKlmU1EzO,Eshikalame Dispensary,20679,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,15,5,10
Kenya,Kakamega County,Lurambi Sub County,Butsotso Central Ward,Eshikhuyu Dispensary,rEKNga4CgFK,Eshikhuyu Dispensary,15882,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,5,9,9
Kenya,Kakamega County,Mumias West Sub County,Etenje Ward,Eshikulu Dispensary,ozud4J6eShX,Eshikulu Dispensary,17217,In South Wanga Division,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,16,17,9
Kenya,Kakamega County,Butere Sub County,Marama North Ward,Eshimukoko Health Centre,hVOEvLLuWx6,Eshimukoko Health Centre,16114,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,18,22,9
Kenya,Kakamega County,Butere Sub County,Marama Central Ward,Eshinamwenyuli Health Centre,NmyQ8MdVjQY,Eshinamwenyuli Health Centre,25833,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,2,5,14
Kenya,Kakamega County,Khwisero Sub County,Kisa East Ward,Eshinutsa Health Centre,dAnPb1AZoKy,Eshinutsa Health Centre,16115,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,28,12,15
Kenya,Kakamega County,Navakholo Sub County,Shinoyi-shikomari-esumeiya Ward,Eshiongo Dispensary,hUDoz9oxecE,Eshiongo Dispensary,15883,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,25,32,24
Kenya,Kakamega County,Lurambi Sub County,Butsotso South Ward,Eshirembe Dispensary,IBvuTu4Q05K,Eshirembe Dispensary,17133,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,2,7,9
Kenya,Tharaka Nithi County,Tharaka North Sub County,Mukothima Ward,Gaciongo Dispensary,eKeevmjKeuN,Gaciongo Dispensary,12024,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,10,12,12
Kenya,Migori County,Kuria East Sub County,Ntimaru West Ward,Gairoro Dispensary,dX5ndMsjIkG,Gairoro Dispensary,13556,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,9,14,9
Kenya,Tharaka Nithi County,Muthambi Sub County,Mitheru Ward,Gaketha Dispensary,OWzmQu4aMo8,Gaketha Dispensary,20355,off Nairobi Meru Road Giampampo road 3km,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,2,2,2
Kenya,Tharaka Nithi County,Tharaka South Sub County,Marimanti Ward,Gatunga Health Centre,cmay4WXRmhA,Gatunga Health Centre,12034,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,12,15,19
Kenya,Tharaka Nithi County,Tharaka North Sub County,Gatunga Ward,Gatunga Model Health Centre,gTC4YDSbhb6,Gatunga Model Health Centre,18080,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,40,47,55
Kenya,Kakamega County,Mumias West Sub County,Etenje Ward,George Mudenyo Kadima Nasio Trust (Mumias West),Tkx50aupWkz,George Mudenyo Kadima Nasio Trust (Mumias West),22949,It is situated along Bukaya Musanda raod in mumias west Sub County,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,30,22,40
Kenya,Migori County,Kuria East Sub County,Gokeharaka/Getambwega Ward,Getambwega Dispensary,nt3hEvSThtX,Getambwega Dispensary,13565,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,8,17,13
Kenya,Migori County,Kuria East Sub County,Nyabasi East Ward,Getende Nursing Home,J2RRsOjodYB,Getende Nursing Home,24221,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,1,2,2
Kenya,Migori County,Kuria West Sub County,Nyanmosense/Komosoko Ward,Getongoroma Dispensary,BSIVRetkq9o,Getongoroma Dispensary,13569,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,3,17,18
Kenya,Migori County,Kuria East Sub County,Nyabasi East Ward,Getongoroma Health Centre,tRNaL67wHjf,Getongoroma Health Centre,13570,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,9,3,3
Kenya,Tharaka Nithi County,Mwimbi Sub County,Chogoria Ward,Gianchuku Dispensary,H6GuF8E08rO,Gianchuku Dispensary,12037,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,3,1,2
Kenya,Migori County,Suna West Sub County,Wasimbete Ward,Giribe Dispensary,xa8ZMxIarv6,Giribe Dispensary,13576,located in suba West division and its a GOK facility,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,20,15,35
Kenya,Migori County,Kuria East Sub County,Nyabasi East Ward,Girigiri Dispensary,Z2ZDRw5kZ1I,Girigiri Dispensary,16665,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,4,2,4
Kenya,Tharaka Nithi County,Mwimbi Sub County,Chogoria Ward,Gitombani Dispensary,LR3tTMOjg7J,Gitombani Dispensary,18147,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,1,1,2
Kenya,Kakamega County,Lurambi Sub County,Shirere Ward,GK Prisons Dispensary (Kakamega Central),yanWZpO1esQ,GK Prisons Dispensary (Kakamega Central),15892,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,17,22,40
Kenya,Migori County,Suna East Sub County,God Jope Ward,God Jope Dispensary,G44EhGVs2FX,God Jope Dispensary,13582,situated in Suba East Division,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,5,24,14
Kenya,Migori County,Suna West Sub County,Wiga Ward,God Kwer Dispensary,Dp9uga9zfqH,God Kwer Dispensary,13583,Situated in Suba West division and its a GOK Facility,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,36,35,38
Kenya,Migori County,Kuria East Sub County,Gokeharaka/Getambwega Ward,Gosebe Dispensary,XlWkXi5IeMS,Gosebe Dispensary,20959,Its a facility within Gokeharaka ward next to tisinye Health Centre.,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,30,24,25
Kenya,Migori County,Nyatike Sub County,Got Kachola Ward,Got Kachola Dispensary,H8zbf1TS3qy,Got Kachola Dispensary,19928,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,10,6,12
Kenya,Migori County,Nyatike Sub County,Macalder/Kanyarwanda Ward,Got Orango Dispensary,LbmVLnLqHYT,Got Orango Dispensary,24282,Around Got Orango Secondary School Got Orango Sub Location Nyatike Sub county,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,2,3,7
Kenya,Migori County,Kuria East Sub County,Ntimaru West Ward,Gwitembe Health Centre,fb6IuqPC7fr,Gwitembe Health Centre,13597,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,22,26,25
Kenya,Kakamega County,Khwisero Sub County,Kisa Central Ward,Ibinda Dispensary,rQH3dts2vpx,Ibinda Dispensary,29604,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,,,11
Kenya,Kakamega County,Mumias West Sub County,Mumias North Ward,Ichinga Dispensary,bDD3hKTHmvn,Ichinga Dispensary,25498,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,2,2,2
Kenya,Tharaka Nithi County,Igambangombe Sub County,Igambang'ombe Ward,Igamatundu Dispensary,oS5U9Ua5XPi,Igamatundu Dispensary,12069,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,3,2,4
Kenya,Kakamega County,Ikolomani Sub County,Idakho East Ward,Iguhu Sub County Hospital,WVQA3Ztjy6t,Iguhu Sub County Hospital,15899,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,54,66,87
Kenya,Kakamega County,Malava Sub County,South Kabras Ward,Ikhanyi Dispensary,vq7jv4emC3f,Ikhanyi Dispensary,20921,Dispensary,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,18,18,11
Kenya,Kakamega County,Khwisero Sub County,Kisa West Ward,Ikomero Health Centre,WRugAsHxL6F,Ikomero Health Centre,19900,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,7,14,10
Kenya,Tharaka Nithi County,Mwimbi Sub County,Ganga Ward,Ikumbo Dispensary,RH8vF3k8STY,Ikumbo Dispensary,12079,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,3,1,5
Kenya,Tharaka Nithi County,Chuka Sub County,Magumoni Ward,Ikuu Dispensary,H3B4JAtTbeZ,Ikuu Dispensary,12081,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,2,4,3
Kenya,Kakamega County,Shinyalu Sub County,Isukha East Ward,Ikuywa Dispensary,FkiRDv9jRrl,Ikuywa Dispensary,16717,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,9,7,5
Kenya,Kakamega County,Shinyalu Sub County,Isukha East Ward,Ileho Health Centre,d4U4gk3e0uD,Ileho Health Centre,15900,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,36,22,48
Kenya,Kakamega County,Ikolomani Sub County,Idakho South Ward,Imalaba Dispensary,ZWaly1q0aqs,Imalaba Dispensary,16484,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,2,4,5
Kenya,Kakamega County,Butere Sub County,Marama Central Ward,Imanga Health Centre,UV4fccuhV0R,Imanga Health Centre,18941,,ssqPT53vnZf,MOH 731 Known HIV Status_Total HV02-07,Y18_HV02-07,,9,12,7
