orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,dataid,dataname,datacode,datadescription,Oct to Dec 2022,Jan to Mar 2023,Apr to Jun 2023
Kenya,Migori County,Uriri Sub County,South kanyamkago Ward,Bware Dispensary,ERBzFWUNm2u,Bware Dispensary,Keipsl13519,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,35.0,44.0,
Kenya,Kakamega County,Malava Sub County,Butali/Chegulo Ward,Chebwai Mission Dispensary,y9UGkTqAyEC,Chebwai Mission Dispensary,Keipsl15849,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,8.0,25.0,19.0
Kenya,Kakamega County,Malava Sub County,Butali/Chegulo Ward,Chegulo Dispensary,N8hUAW89sj2,Chegulo Dispensary,Keipsl15850,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,42.0,16.0,53.0
Kenya,Kakamega County,Lugari Sub County,Chekalini Ward,Chekalini Dispensary,bGFvaIwXaDb,Chekalini Dispensary,Keipsl15851,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,29.0,85.0,94.0
Kenya,Kakamega County,Malava Sub County,South Kabras Ward,Chevoso Dispensary,KUohW8i0Gsf,Chevoso Dispensary,Keipsl15857,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,75.0,74.0,49.0
Kenya,Kakamega County,Malava Sub County,Manda-shivanga Ward,Chimoi Health Centre,x2OKdSbrPIf,Chimoi Health Centre,Keipsl15858,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,10.0,12.0,38.0
Kenya,Migori County,Kuria East Sub County,Nyabasi west Ward,Chinato Dispensary,S5VCIpeziQF,Chinato Dispensary,Keipsl13526,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,46.0,52.0,
Kenya,Tharaka Nithi County,Mwimbi Sub County,Chogoria Ward,Chogoria (PCEA) Hospital,Klg19B8YZ4f,Chogoria (PCEA) Hospital,Keipsl11970,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,48.0,88.0,
Kenya,Kakamega County,Malava Sub County,Shirungu-mugai Ward,Chombeli Health Centre,ETlSNctdcvd,Chombeli Health Centre,Keipsl15859,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,51.0,136.0,119.0
Kenya,Tharaka Nithi County,Chuka Sub County,Karingani Ward,Chuka Cottage Hospital,psHTPguSW3j,Chuka Cottage Hospital,Keipsl11972,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,14.0,21.0,22.0
Kenya,Tharaka Nithi County,Chuka Sub County,Karingani Ward,Chuka District Hospital,EWTRe1nWQoJ,Chuka District Hospital,Keipsl11973,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,235.0,299.0,213.0
Kenya,Migori County,Awendo Sub County,West sakwa Ward,Dede Dispensary,UqBhl4wPucH,Dede Dispensary,Keipsl13532,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,28.0,97.0,
Kenya,Migori County,Nyatike Sub County,North kadem Ward,Duruma,HkslWRBHgWw,Duruma,Keipsl16268,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,11.0,20.0,
Kenya,Kakamega County,Khwisero Sub County,Kisa West Ward,Ebuhala Health Centre,NmGRTyym69K,Ebuhala Health Centre,Keipsl20515,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,27.0,46.0,35.0
Kenya,Kakamega County,Mumias East Sub County,East wanga Ward,Eluche,knlE2BgMu4I,Eluche,Keipsl18361,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,19.0,38.0,32.0
Kenya,Kakamega County,Lurambi Sub County,Butsotso South Ward,Elukhambi Dispensary,EG1TEQFRdTf,Elukhambi Dispensary,Keipsl15872,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,9.0,20.0,24.0
Kenya,Kakamega County,Khwisero Sub County,Kisa East Ward,Elwangale Health Centre,HXHJSYE9j0K,Elwangale Health Centre,Keipsl16714,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,27.0,44.0,38.0
Kenya,Kakamega County,Mumias East Sub County,Lusheya/Lubinu Ward,Elwasambi Dispensary,EhopbJERmGj,Elwasambi Dispensary,Keipsl15873,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,17.0,16.0,27.0
Kenya,Kakamega County,Lurambi Sub County,Shirere Ward,Elwesero Dispensary,cIiI44NtRvt,Elwesero Dispensary,Keipsl15874,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,163.0,118.0,188.0
Kenya,Kakamega County,Khwisero Sub County,Kisa East Ward,Emalindi Health Centre,CkwTyWkQAFH,Emalindi Health Centre,Keipsl17409,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,18.0,7.0,9.0
Kenya,Kakamega County,Navakholo Sub County,Ingoste-Matiha Ward,Ematiha Dispensary,Ws1eXFUD2qy,Ematiha Dispensary,Keipsl16867,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,38.0,43.0,33.0
Kenya,Kakamega County,Lurambi Sub County,Butsotso East Ward,Emukaba Dispensary,bvcIVkFbDCd,Emukaba Dispensary,Keipsl20039,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,25.0,38.0,50.0
Kenya,Kakamega County,Lurambi Sub County,Butsotso Central Ward,Emusanda Dispensary,kD0UMkfV4pI,Emusanda Dispensary,Keipsl16762,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,49.0,98.0,127.0
Kenya,Kakamega County,Ikolomani Sub County,Idakho South Ward,Eregi Mission Health Centre,gGGJkKwBMXx,Eregi Mission Health Centre,Keipsl15881,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,11.0,11.0,17.0
Kenya,Kakamega County,Khwisero Sub County,Kisa East Ward,Eshiabwali Dispensary,gixzqBcx8z5,Eshiabwali Dispensary,Keipsl19899,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,11.0,48.0,39.0
Kenya,Kakamega County,Lurambi Sub County,Butsotso Central Ward,Eshikhuyu Dispensary,cOkGD6M5ReF,Eshikhuyu Dispensary,Keipsl15882,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,14.0,28.0,22.0
Kenya,Kakamega County,Mumias West Sub County,Etenje Ward,Eshikulu Dispensary,XNb548oECDM,Eshikulu Dispensary,Keipsl17217,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,18.0,39.0,34.0
Kenya,Kakamega County,Butere Sub County,Marama North Ward,Eshimukoko Health Centre,xkILNDqdYoN,Eshimukoko Health Centre,Keipsl16114,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,18.0,17.0,32.0
Kenya,Kakamega County,Navakholo Sub County,Shinoyi-Shikomari-Esumeiya Ward,Eshiongo Dispensary,EjOKrsGNsMS,Eshiongo Dispensary,Keipsl15883,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,32.0,62.0,33.0
Kenya,Kakamega County,Lurambi Sub County,Butsotso South Ward,Eshirembe Dispensary,z0OHFZb3gji,Eshirembe Dispensary,Keipsl17133,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,1.0,15.0,24.0
Kenya,Tharaka Nithi County,Tharaka North Sub County,Mukothima Ward,Gaciongo Dispensary,lHBlhga9mxt,Gaciongo Dispensary,Keipsl12024,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,29.0,31.0,
Kenya,Tharaka Nithi County,Tharaka South Sub County,Marimanti Ward,Gatunga Health Centre,UVqXkWGPMha,Gatunga Health Centre,Keipsl12034,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,24.0,40.0,41.0
Kenya,Tharaka Nithi County,Tharaka North Sub County,Gatunga Ward,Gatunga Model Health Centre,vDavi1lTko3,Gatunga Model Health Centre,Keipsl18080,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,143.0,163.0,151.0
Kenya,Migori County,Kuria East Sub County,Gokeharaka/getambwega Ward,Getambwega Dispensary,GyjbfltRaHc,Getambwega Dispensary,Keipsl13565,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,34.0,42.0,
Kenya,Migori County,Kuria West Sub County,Nyamosense/komosoko Ward,Getongoroma Dispensary,sppfoPYJ7lS,Getongoroma Dispensary,Keipsl13569,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,13.0,47.0,
Kenya,Migori County,Suna West Sub County,Wasimbete Ward,Giribe Dispensary,X6XojQ5huUE,Giribe Dispensary,Keipsl13576,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,60.0,36.0,
Kenya,Kakamega County,Lurambi Sub County,Shirere Ward,GK Prisons Dispensary (Kakamega Central),KJCkBDQw2aP,GK Prisons Dispensary (Kakamega Central),Keipsl15892,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,31.0,,
Kenya,Migori County,Suna East Sub County,God jope Ward,God Jope Dispensary,ElPdSsh4TMc,God Jope Dispensary,Keipsl13582,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,32.0,93.0,
Kenya,Migori County,Suna West Sub County,Wiga Ward,God Kwer Dispensary,W250WRhfzbG,God Kwer Dispensary,Keipsl13583,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,62.0,119.0,
Kenya,Migori County,Nyatike Sub County,Got kachola Ward,Got kachola,bctQ29J5rSn,Got kachola,Keipsl19928,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,12.0,40.0,
Kenya,Migori County,Kuria East Sub County,Ntimaru west Ward,Gwitembe Dispensary,K4fzIw47V6n,Gwitembe Dispensary,Keipsl13597,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,65.0,84.0,
Kenya,Kakamega County,Ikolomani Sub County,Idakho East Ward,Iguhu District Hospital,VxahBZgIXxA,Iguhu District Hospital,Keipsl15899,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,129.0,207.0,203.0
Kenya,Tharaka Nithi County,Chuka Sub County,Mugumoni Ward,Ikuu Dispensary,hdruOpsxv36,Ikuu Dispensary,Keipsl12081,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,11.0,8.0,3.0
Kenya,Kakamega County,Shinyalu Sub County,Isukha East Ward,Ikuywa Dispensary,CImy8GUdxi7,Ikuywa Dispensary,Keipsl16717,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,17.0,8.0,23.0
Kenya,Kakamega County,Shinyalu Sub County,Isukha East Ward,Ileho Health Centre,UYqpaKU9WKu,Ileho Health Centre,Keipsl15900,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,84.0,108.0,101.0
Kenya,Kakamega County,Ikolomani Sub County,Idakho South Ward,Imalaba Dispensary,cUPtCTFImDm,Imalaba Dispensary,Keipsl16484,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,10.0,17.0,18.0
Kenya,Kakamega County,Butere Sub County,Marama Central Ward,Imanga Health Centre,Gz9VQPYbDf3,Imanga Health Centre,Keipsl18941,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,33.0,34.0,38.0
Kenya,Kakamega County,Malava Sub County,West Kabras Ward,Imbiakalo Dispensary,eLakUDI3bV8,Imbiakalo Dispensary,Keipsl15901,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,50.0,75.0,62.0
Kenya,Kakamega County,Ikolomani Sub County,Idakho North Ward,Imulama Dispensary,xj3rH73Rr5X,Imulama Dispensary,Keipsl16481,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,17.0,34.0,24.0
Kenya,Kakamega County,Matungu Sub County,Koyonzo Ward,Indangalasia Dispensary,KKP2na2zaas,Indangalasia Dispensary,Keipsl17929,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,36.0,76.0,66.0
Kenya,Migori County,Kuria West Sub County,Nyamosense/komosoko Ward,Iraha Dispensary,zceQ5di5kcG,Iraha Dispensary,Keipsl13619,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,16.0,16.0,
Kenya,Migori County,Kuria West Sub County,Isibania Ward,Isibania Sub-District Hospital,XO8ebZDcfIN,Isibania Sub-District Hospital,Keipsl13625,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,125.0,312.0,
Kenya,Kakamega County,Lurambi Sub County,Butsotso Central Ward,Isumba Dispensary,NPsBPu02T9Q,Isumba Dispensary,Keipsl19991,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,13.0,21.0,17.0
Kenya,Kakamega County,Mumias West Sub County,Mumias Central Ward,Jamia Medical Centre,JUq1zHlqt8L,Jamia Medical Centre,Keipsl15906,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,36.0,63.0,74.0
Kenya,Migori County,Awendo Sub County,North sakwa Ward,Jevros Clinic,TqUUJ63ZQVr,Jevros Clinic,Keipsl13635,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,,5.0,
Kenya,Tharaka Nithi County,Chuka Sub County,Mariani Ward,Kaanwa Dispensary,bpQjQEeuAzO,Kaanwa Dispensary,Keipsl12119,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,56.0,44.0,46.0
Kenya,Migori County,Nyatike Sub County,North kadem Ward,Kabuto Dispensary,yQH3PtoIYuH,Kabuto Dispensary,Keipsl13639,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,22.0,27.0,
Kenya,Migori County,Nyatike Sub County,Macalder/kanyarwanda Ward,Kadem Tb & Leprosy Dispensary,LrJMhkHJ5Kj,Kadem Tb & Leprosy Dispensary,Keipsl13640,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,25.0,37.0,55.0
Kenya,Tharaka Nithi County,Igambang'ombe Sub County,Igambang'ombe Ward,Kajuki Health Centre,bZBzAIFg2YN,Kajuki Health Centre,Keipsl12132,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,88.0,116.0,87.0
Kenya,Kakamega County,Shinyalu Sub County,Isukha Central Ward,Kakamega Forest Dispensary,MYJske2cnya,Kakamega Forest Dispensary,Keipsl15914,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,38.0,32.0,42.0
Kenya,Kakamega County,Lurambi Sub County,Shirere Ward,Kakamega Provincial General Hospital (PGH),aD6OjXvR0xw,Kakamega Provincial General Hospital (PGH),Keipsl15915,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,265.0,335.0,489.0
Kenya,Tharaka Nithi County,Igambang'ombe Sub County,Igambang'ombe Ward,Kamaindi Dispensary,JkTPYDJBimp,Kamaindi Dispensary,Keipsl12159,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,5.0,,7.0
Kenya,Kakamega County,Mumias East Sub County,Lusheya/Lubinu Ward,Kamashia Dispensary,mZGd6TyIDyj,Kamashia Dispensary,Keipsl18802,MOH Dispensary,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,1.0,24.0,22.0
Kenya,Tharaka Nithi County,Chuka Sub County,Mugwe Ward,Kambandi Dispensary,RDvymjyauVd,Kambandi Dispensary,Keipsl12162,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,26.0,36.0,25.0
Kenya,Kakamega County,Shinyalu Sub County,Isukha North Ward,Kambiri Health Centre,xNvfQSlV2lz,Kambiri Health Centre,Keipsl15916,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,33.0,78.0,70.0
Kenya,Tharaka Nithi County,Tharaka North Sub County,Gatunga Ward,Kamwathu Dispensary,JIeuKUhcULm,Kamwathu Dispensary,Keipsl12170,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,14.0,22.0,15.0
Kenya,Migori County,Nyatike Sub County,Kachieng' Ward,Karungu Sub-District Hospital,W725gMy6oWs,Karungu Sub-District Hospital,Keipsl13656,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,78.0,132.0,
Kenya,Tharaka Nithi County,Tharaka North Sub County,Gatunga Ward,Kathangacini Dispensary,But0KGtpN8L,Kathangacini Dispensary,Keipsl12222,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,11.0,46.0,43.0
Kenya,Migori County,Kuria East Sub County,Nyabasi east Ward,Kegonga District Hospital,n7gIte1l4gc,Kegonga District Hospital,Keipsl13663,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,105.0,120.0,
Kenya,Migori County,Kuria West Sub County,Bukira east Ward,Kehancha Mother & Child Hospital,ugUxBUiz8Hi,Kehancha Mother & Child Hospital,Keipsl13665,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,1.0,43.0,
Kenya,Kakamega County,Matungu Sub County,Khalaba Ward,Khalaba Health Centre,qoQ0gLxDLQP,Khalaba Health Centre,Keipsl15931,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,107.0,146.0,150.0
Kenya,Kakamega County,Navakholo Sub County,Bunyala West Ward,Kharanda Dispensary,G7e5UYIpsSz,Kharanda Dispensary,Keipsl15934,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,65.0,89.0,76.0
Kenya,Kakamega County,Mumias East Sub County,East wanga Ward,Khaunga Dispensary,RIfFuHefeLN,Khaunga Dispensary,Keipsl15936,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,41.0,84.0,115.0
Kenya,Kakamega County,Khwisero Sub County,Kisa North Ward,Khwisero Health Centre,wNpawur6EMY,Khwisero Health Centre,Keipsl15940,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,67.0,133.0,130.0
Kenya,Tharaka Nithi County,Mwimbi Sub County,Chogoria Ward,Kiamuchairu Health Centre,aQN1xlOQVLL,Kiamuchairu Health Centre,Keipsl12272,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,28.0,26.0,25.0
Kenya,Tharaka Nithi County,Chuka Sub County,Karingani Ward,Kiangondu Dispensary,dun4Ffa4UQm,Kiangondu Dispensary,Keipsl12277,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,47.0,62.0,
Kenya,Tharaka Nithi County,Chuka Sub County,Mugumoni Ward,Kibugua Health Centre,GWGU5sLBMGH,Kibugua Health Centre,Keipsl12288,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,92.0,113.0,90.0
Kenya,Tharaka Nithi County,Tharaka South Sub County,Marimanti Ward,Kibunga Sub-District Hospital,MnVkYrRhRwA,Kibunga Sub-District Hospital,Keipsl23887,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,64.0,58.0,70.0
Kenya,Tharaka Nithi County,Chuka Sub County,Mugwe Ward,Kiereni Dispensary,G3EbXsPHdL0,Kiereni Dispensary,Keipsl12297,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,23.0,41.0,29.0
Kenya,Kakamega County,Ikolomani Sub County,Idakho South Ward,Kilingili Health Centre,SId8S6Yx9dS,Kilingili Health Centre,Keipsl15945,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,50.0,73.0,66.0
Kenya,Kakamega County,Malava Sub County,Chemuche Ward,Kimangeti Dispensary,piqzCxAgAWz,Kimangeti Dispensary,Keipsl15949,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,40.0,50.0,64.0
Kenya,Migori County,Nyatike Sub County,Kanyasa Ward,Kipingi Dispensary,Nd5EXEgGLTr,Kipingi Dispensary,Keipsl16269,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,15.0,23.0,
Kenya,Kakamega County,Navakholo Sub County,Bunyala West Ward,Kisembe Dispensary,DQg9oHt5IxZ,Kisembe Dispensary,Keipsl20044,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,13.0,38.0,44.0
Kenya,Migori County,Rongo Sub County,South kamagambo Ward,Kitere,zgpRV7xmARW,Kitere,Keipsl17341,,Bd1sRVieTVy,FY20 Results Analytic Indicators: PMTCT_STAT Numerator,,,57.0,54.0,
