orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,dataid,dataname,datacode,datadescription,Oct to Dec 2022,Jan to Mar 2023,Apr to Jun 2023
Kenya,Kakamega County,Khwisero Sub County,Kisa East Ward,Elwangale Health Centre,PMtDVZGDXRv,Elwangale Health Centre,16714,,CoaZWJlOWNf,Currently On ART,,,99.0,95.0,95.0
Kenya,Kakamega County,Mumias East Sub County,Lusheya/Lubinu Ward,Elwasambi Dispensary,sKHkoTOfodh,Elwasambi Dispensary,15873,,CoaZWJlOWNf,Currently On ART,,,126.0,130.0,137.0
Kenya,Kakamega County,Lurambi Sub County,Shirere Ward,Elwesero Model Health Centre,fVYB9g9ByWU,Elwesero Model Health Centre,15874,,CoaZWJlOWNf,Currently On ART,,,454.0,466.0,473.0
Kenya,Kakamega County,Khwisero Sub County,Kisa East Ward,Emalindi Health Centre,h5OdkQ5jKdv,Emalindi Health Centre,17409,,CoaZWJlOWNf,Currently On ART,,,53.0,52.0,53.0
Kenya,Kakamega County,Navakholo Sub County,Ingoste-matiha Ward,Ematiha Dispensary,FGkaUMhNlgb,Ematiha Dispensary,16867,dispensary,CoaZWJlOWNf,Currently On ART,,,80.0,79.0,80.0
Kenya,Kakamega County,Lurambi Sub County,Butsotso East Ward,Emukaba Dispensary,rGIiGfPUc5P,Emukaba Dispensary,20039,Kakamega malava route turn left after Bishopstam to emukaba market,CoaZWJlOWNf,Currently On ART,,,170.0,171.0,180.0
Kenya,Kakamega County,Khwisero Sub County,Kisa Central Ward,Emung'abo Dispensary,uShUZhhFGa4,Emung'abo Dispensary,25506,,CoaZWJlOWNf,Currently On ART,,,12.0,13.0,15.0
Kenya,Kakamega County,Lurambi Sub County,Butsotso Central Ward,Emusanda Dispensary,DkcS7mBduV7,Emusanda Dispensary,16762,,CoaZWJlOWNf,Currently On ART,,,472.0,485.0,485.0
Kenya,Kakamega County,Khwisero Sub County,Kisa Central Ward,Emutsesa Health Centre,guZb4if7tPO,Emutsesa Health Centre,16055,,CoaZWJlOWNf,Currently On ART,,,120.0,164.0,116.0
Kenya,Kakamega County,Khwisero Sub County,Kisa East Ward,Eshiabwali Health Centre,WKpi4HTOfa6,Eshiabwali Health Centre,19899,,CoaZWJlOWNf,Currently On ART,,,82.0,91.0,93.0
Kenya,Kakamega County,Khwisero Sub County,Kisa East Ward,Eshibinga Health Centre,e5jvA8P3nmJ,Eshibinga Health Centre,21788,operational,CoaZWJlOWNf,Currently On ART,,,6.0,10.0,8.0
Kenya,Kakamega County,Mumias West Sub County,Musanda Ward,Eshikalame Dispensary,pAjKlmU1EzO,Eshikalame Dispensary,20679,,CoaZWJlOWNf,Currently On ART,,,20.0,21.0,25.0
Kenya,Kakamega County,Lurambi Sub County,Butsotso Central Ward,Eshikhuyu Dispensary,rEKNga4CgFK,Eshikhuyu Dispensary,15882,,CoaZWJlOWNf,Currently On ART,,,55.0,53.0,59.0
Kenya,Kakamega County,Mumias West Sub County,Etenje Ward,Eshikulu Dispensary,ozud4J6eShX,Eshikulu Dispensary,17217,In South Wanga Division,CoaZWJlOWNf,Currently On ART,,,108.0,109.0,107.0
Kenya,Kakamega County,Butere Sub County,Marama North Ward,Eshimukoko Health Centre,hVOEvLLuWx6,Eshimukoko Health Centre,16114,,CoaZWJlOWNf,Currently On ART,,,151.0,151.0,154.0
Kenya,Kakamega County,Khwisero Sub County,Kisa East Ward,Eshinutsa Health Centre,dAnPb1AZoKy,Eshinutsa Health Centre,16115,,CoaZWJlOWNf,Currently On ART,,,193.0,198.0,197.0
Kenya,Kakamega County,Navakholo Sub County,Shinoyi-shikomari-esumeiya Ward,Eshiongo Dispensary,hUDoz9oxecE,Eshiongo Dispensary,15883,,CoaZWJlOWNf,Currently On ART,,,166.0,168.0,169.0
Kenya,Kakamega County,Lurambi Sub County,Butsotso South Ward,Eshirembe Dispensary,IBvuTu4Q05K,Eshirembe Dispensary,17133,,CoaZWJlOWNf,Currently On ART,,,44.0,45.0,44.0
Kenya,Migori County,Kuria East Sub County,Ntimaru West Ward,Gairoro Dispensary,dX5ndMsjIkG,Gairoro Dispensary,13556,,CoaZWJlOWNf,Currently On ART,,,5.0,5.0,5.0
Kenya,Tharaka Nithi County,Tharaka South Sub County,Marimanti Ward,Gatunga Health Centre,cmay4WXRmhA,Gatunga Health Centre,12034,,CoaZWJlOWNf,Currently On ART,,,47.0,48.0,49.0
Kenya,Tharaka Nithi County,Tharaka North Sub County,Gatunga Ward,Gatunga Model Health Centre,gTC4YDSbhb6,Gatunga Model Health Centre,18080,,CoaZWJlOWNf,Currently On ART,,,34.0,34.0,34.0
Kenya,Kakamega County,Mumias West Sub County,Etenje Ward,George Mudenyo Kadima Nasio Trust (Mumias West),Tkx50aupWkz,George Mudenyo Kadima Nasio Trust (Mumias West),22949,It is situated along Bukaya Musanda raod in mumias west Sub County,CoaZWJlOWNf,Currently On ART,,,14.0,25.0,20.0
Kenya,Migori County,Kuria East Sub County,Gokeharaka/Getambwega Ward,Getambwega Dispensary,nt3hEvSThtX,Getambwega Dispensary,13565,,CoaZWJlOWNf,Currently On ART,,,47.0,45.0,48.0
Kenya,Migori County,Kuria West Sub County,Nyanmosense/Komosoko Ward,Getongoroma Dispensary,BSIVRetkq9o,Getongoroma Dispensary,13569,,CoaZWJlOWNf,Currently On ART,,,59.0,64.0,66.0
Kenya,Tharaka Nithi County,Mwimbi Sub County,Chogoria Ward,Gianchuku Dispensary,H6GuF8E08rO,Gianchuku Dispensary,12037,,CoaZWJlOWNf,Currently On ART,,,12.0,11.0,9.0
Kenya,Migori County,Suna West Sub County,Wasimbete Ward,Giribe Dispensary,xa8ZMxIarv6,Giribe Dispensary,13576,located in suba West division and its a GOK facility,CoaZWJlOWNf,Currently On ART,,,610.0,579.0,599.0
Kenya,Kakamega County,Lurambi Sub County,Shirere Ward,GK Prisons Dispensary (Kakamega Central),yanWZpO1esQ,GK Prisons Dispensary (Kakamega Central),15892,,CoaZWJlOWNf,Currently On ART,,,357.0,319.0,322.0
Kenya,Migori County,Suna East Sub County,God Jope Ward,God Jope Dispensary,G44EhGVs2FX,God Jope Dispensary,13582,situated in Suba East Division,CoaZWJlOWNf,Currently On ART,,,494.0,497.0,493.0
Kenya,Migori County,Suna West Sub County,Wiga Ward,God Kwer Dispensary,Dp9uga9zfqH,God Kwer Dispensary,13583,Situated in Suba West division and its a GOK Facility,CoaZWJlOWNf,Currently On ART,,,908.0,926.0,942.0
Kenya,Migori County,Kuria East Sub County,Gokeharaka/Getambwega Ward,Gosebe Dispensary,XlWkXi5IeMS,Gosebe Dispensary,20959,Its a facility within Gokeharaka ward next to tisinye Health Centre.,CoaZWJlOWNf,Currently On ART,,,10.0,12.0,12.0
Kenya,Migori County,Nyatike Sub County,Got Kachola Ward,Got Kachola Dispensary,H8zbf1TS3qy,Got Kachola Dispensary,19928,,CoaZWJlOWNf,Currently On ART,,,314.0,318.0,320.0
Kenya,Migori County,Kuria East Sub County,Ntimaru West Ward,Gwitembe Health Centre,fb6IuqPC7fr,Gwitembe Health Centre,13597,,CoaZWJlOWNf,Currently On ART,,,70.0,72.0,73.0
Kenya,Kakamega County,Ikolomani Sub County,Idakho East Ward,Iguhu Sub County Hospital,WVQA3Ztjy6t,Iguhu Sub County Hospital,15899,,CoaZWJlOWNf,Currently On ART,,,771.0,789.0,807.0
Kenya,Kakamega County,Malava Sub County,South Kabras Ward,Ikhanyi Dispensary,vq7jv4emC3f,Ikhanyi Dispensary,20921,Dispensary,CoaZWJlOWNf,Currently On ART,,,13.0,20.0,16.0
Kenya,Kakamega County,Khwisero Sub County,Kisa West Ward,Ikomero Health Centre,WRugAsHxL6F,Ikomero Health Centre,19900,,CoaZWJlOWNf,Currently On ART,,,53.0,54.0,63.0
Kenya,Kakamega County,Shinyalu Sub County,Isukha East Ward,Ikuywa Dispensary,FkiRDv9jRrl,Ikuywa Dispensary,16717,,CoaZWJlOWNf,Currently On ART,,,130.0,124.0,122.0
Kenya,Kakamega County,Shinyalu Sub County,Isukha East Ward,Ileho Health Centre,d4U4gk3e0uD,Ileho Health Centre,15900,,CoaZWJlOWNf,Currently On ART,,,361.0,355.0,357.0
Kenya,Kakamega County,Ikolomani Sub County,Idakho South Ward,Imalaba Dispensary,ZWaly1q0aqs,Imalaba Dispensary,16484,,CoaZWJlOWNf,Currently On ART,,,86.0,90.0,96.0
Kenya,Kakamega County,Butere Sub County,Marama Central Ward,Imanga Health Centre,UV4fccuhV0R,Imanga Health Centre,18941,,CoaZWJlOWNf,Currently On ART,,,34.0,38.0,39.0
Kenya,Kakamega County,Malava Sub County,West Kabras Ward,Imbiakalo Dispensary,z3XPCm6Ssp3,Imbiakalo Dispensary,15901,,CoaZWJlOWNf,Currently On ART,,,116.0,125.0,128.0
Kenya,Kakamega County,Ikolomani Sub County,Idakho North Ward,Imulama Dispensary,rVLDPAPrFsC,Imulama Dispensary,16481,,CoaZWJlOWNf,Currently On ART,,,69.0,71.0,76.0
Kenya,Kakamega County,Matungu Sub County,Koyonzo Ward,Indangalasia Dispensary,FqsoLjbSI9A,Indangalasia Dispensary,17929,,CoaZWJlOWNf,Currently On ART,,,163.0,155.0,154.0
Kenya,Kakamega County,Shinyalu Sub County,Isukha North Ward,Ingolomosio Dispensary,YNcCVkkuWim,Ingolomosio Dispensary,21891,,CoaZWJlOWNf,Currently On ART,,,29.0,32.0,33.0
Kenya,Migori County,Kuria West Sub County,Nyanmosense/Komosoko Ward,Iraha Dispensary,cdSguOsrorH,Iraha Dispensary,13619,,CoaZWJlOWNf,Currently On ART,,,56.0,66.0,63.0
Kenya,Kakamega County,Butere Sub County,Marama West Ward,Iranda Health Centre,XGZfxVpbX5c,Iranda Health Centre,18939,HEALTH CENTRE,CoaZWJlOWNf,Currently On ART,,,63.0,64.0,70.0
Kenya,Migori County,Kuria West Sub County,Isibania Ward,Isbania Prevention Centre,dwsqnJOgFCH,Isbania Prevention Centre,20019,Stand alone VCT,CoaZWJlOWNf,Currently On ART,,,304.0,310.0,315.0
Kenya,Migori County,Kuria West Sub County,Nyanmosense/Komosoko Ward,Isibania Mission Health Centre,wKoJ3NCXobv,Isibania Mission Health Centre,13624,,CoaZWJlOWNf,Currently On ART,,,23.0,31.0,32.0
Kenya,Migori County,Kuria West Sub County,Isibania Ward,Isibania Sub-District Hospital,gFC5kCFDDqG,Isibania Sub-District Hospital,13625,,CoaZWJlOWNf,Currently On ART,,,924.0,931.0,921.0
Kenya,Kakamega County,Lurambi Sub County,Butsotso South Ward,Isumba Dispensary,Wmm9bP13tUz,Isumba Dispensary,19991,Shibuli Bukura Road Branch left the bridge to Isumba,CoaZWJlOWNf,Currently On ART,,,23.0,21.0,27.0
Kenya,Kakamega County,Matungu Sub County,Koyonzo Ward,Itete Dispensary,DnoqaWqpOTa,Itete Dispensary,25720,,CoaZWJlOWNf,Currently On ART,,,6.0,8.0,9.0
Kenya,Kakamega County,Shinyalu Sub County,Murhanda Ward,Ivochio Dispensary,iw6A6nx6ugM,Ivochio Dispensary,21089,,CoaZWJlOWNf,Currently On ART,,,84.0,71.0,70.0
Kenya,Kakamega County,Lugari Sub County,Mautuma Ward,Ivona Wayside Clinic,WiLq3ZTB8kR,Ivona Wayside Clinic,15905,,CoaZWJlOWNf,Currently On ART,,,8.0,6.0,6.0
Kenya,Kakamega County,Mumias West Sub County,Mumias Central Ward,Jamia Medical Centre,IPuJB69xbia,Jamia Medical Centre,15906,,CoaZWJlOWNf,Currently On ART,,,115.0,115.0,115.0
Kenya,Migori County,Awendo Sub County,North Sakwa Ward,Jevros Clinic,naa6PTuNZM4,Jevros Clinic,13635,,CoaZWJlOWNf,Currently On ART,,,153.0,160.0,170.0
Kenya,Tharaka Nithi County,Igambangombe Sub County,Mariani Ward,Kaanwa Dispensary,GeQ8joSYNcm,Kaanwa Dispensary,12119,,CoaZWJlOWNf,Currently On ART,,,126.0,128.0,127.0
Kenya,Migori County,Nyatike Sub County,North Kadem Ward,Kabuto Dispensary,WDe0umtdbif,Kabuto Dispensary,13639,,CoaZWJlOWNf,Currently On ART,,,348.0,352.0,355.0
Kenya,Migori County,Nyatike Sub County,Macalder/Kanyarwanda Ward,Kadem Tb & Leprosy Dispensary,Z7ruKy2DyTa,Kadem Tb & Leprosy Dispensary,13640,,CoaZWJlOWNf,Currently On ART,,,1429.0,1447.0,1435.0
Kenya,Tharaka Nithi County,Igambangombe Sub County,Igambang'ombe Ward,Kajuki Health Centre,R3tvYrwsSZA,Kajuki Health Centre,12132,,CoaZWJlOWNf,Currently On ART,,,125.0,128.0,142.0
Kenya,Kakamega County,Lurambi Sub County,Shirere Ward,Kakamega County General Hospital,Hz3BwMUktOJ,Kakamega County General Hospital,15915,,CoaZWJlOWNf,Currently On ART,,,3201.0,3232.0,3250.0
Kenya,Kakamega County,Shinyalu Sub County,Isukha Central Ward,Kakamega Forest Dispensary,kWzAmRGUHal,Kakamega Forest Dispensary,15914,,CoaZWJlOWNf,Currently On ART,,,473.0,468.0,468.0
Kenya,Kakamega County,Mumias East Sub County,Lusheya/Lubinu Ward,Kamashia Dispensary,BEjIOW8DUVY,Kamashia Dispensary,18802,About 5km along Ekero - Butere road.,CoaZWJlOWNf,Currently On ART,,,41.0,41.0,41.0
Kenya,Tharaka Nithi County,Chuka Sub County,Mugwe Ward,Kambandi Dispensary,s11x854JKz0,Kambandi Dispensary,12162,,CoaZWJlOWNf,Currently On ART,,,62.0,72.0,68.0
Kenya,Kakamega County,Shinyalu Sub County,Isukha North Ward,Kambiri Health Centre,qknYkm1vsuY,Kambiri Health Centre,15916,,CoaZWJlOWNf,Currently On ART,,,441.0,449.0,461.0
Kenya,Kakamega County,Malava Sub County,West Kabras Ward,Kamuchisu Dispensary,HS7PZGZvTEP,Kamuchisu Dispensary,20674,Dispensary,CoaZWJlOWNf,Currently On ART,,,16.0,16.0,17.0
Kenya,Kakamega County,Lurambi Sub County,Sheywe Ward,KANCO DIC Kakamega,ZZujQQAMYSq,KANCO DIC Kakamega,21802,,CoaZWJlOWNf,Currently On ART,,,88.0,88.0,93.0
Kenya,Migori County,Nyatike Sub County,Kachien'g Ward,Karungu Sub-County Hospital,NRf14PUD9xc,Karungu Sub-County Hospital,13656,,CoaZWJlOWNf,Currently On ART,,,1461.0,1486.0,1494.0
Kenya,Tharaka Nithi County,Tharaka North Sub County,Gatunga Ward,Kathangacini Dispensary,jSOWQUkhPVF,Kathangacini Dispensary,12222,,CoaZWJlOWNf,Currently On ART,,,30.0,31.0,32.0
Kenya,Migori County,Kuria East Sub County,Nyabasi East Ward,Kegonga Sub County Hospital,NoZjHcIDHGW,Kegonga Sub County Hospital,13663,,CoaZWJlOWNf,Currently On ART,,,273.0,282.0,282.0
Kenya,Migori County,Kuria West Sub County,Bukira East Ward,Kehancha Sub County Hospital,dwu3NQizNkT,Kehancha Sub County Hospital,13726,Located in Kehancha town,CoaZWJlOWNf,Currently On ART,,,335.0,804.0,830.0
Kenya,Migori County,Kuria East Sub County,Nyabasi West Ward,Kemakoba Dispensary,ZZlixwQkaOH,Kemakoba Dispensary,20247,,CoaZWJlOWNf,Currently On ART,,,3.0,3.0,3.0
Kenya,Kakamega County,Matungu Sub County,Khalaba Ward,Khalaba Health Centre,r5bAjjkOcRq,Khalaba Health Centre,15931,,CoaZWJlOWNf,Currently On ART,,,244.0,257.0,265.0
Kenya,Kakamega County,Navakholo Sub County,Bunyala West Ward,Kharanda Health Centre,vK6NKz2Sr8B,Kharanda Health Centre,15934,,CoaZWJlOWNf,Currently On ART,,,118.0,117.0,120.0
Kenya,Kakamega County,Mumias East Sub County,East Wanga Ward,Khaunga Dispensary,hbWUwbyiJhb,Khaunga Dispensary,15936,,CoaZWJlOWNf,Currently On ART,,,290.0,298.0,304.0
Kenya,Kakamega County,Khwisero Sub County,Kisa North Ward,Khwisero Level IV Hospital,kyuG50xCh7R,Khwisero Level IV Hospital,15940,,CoaZWJlOWNf,Currently On ART,,,981.0,978.0,986.0
Kenya,Tharaka Nithi County,Mwimbi Sub County,Chogoria Ward,Kiamuchairu Health Centre,ijkWLvIGDoy,Kiamuchairu Health Centre,12272,,CoaZWJlOWNf,Currently On ART,,,51.0,53.0,55.0
Kenya,Tharaka Nithi County,Chuka Sub County,Mugwe Ward,Kiamuchii Dispensary,F7l9HXY2HWw,Kiamuchii Dispensary,12273,,CoaZWJlOWNf,Currently On ART,,,10.0,14.0,16.0
Kenya,Tharaka Nithi County,Chuka Sub County,Karingani Ward,Kiangondu Dispensary,TpILSUucrQK,Kiangondu Dispensary,12277,,CoaZWJlOWNf,Currently On ART,,,90.0,92.0,92.0
Kenya,Tharaka Nithi County,Chuka Sub County,Magumoni Ward,Kibugua Health Centre,K2ONWpvXjM9,Kibugua Health Centre,12288,,CoaZWJlOWNf,Currently On ART,,,283.0,297.0,301.0
Kenya,Tharaka Nithi County,Tharaka South Sub County,Marimanti Ward,Kibunga Sub-District Hospital,WCjUg04KkUY,Kibunga Sub-District Hospital,23887,,CoaZWJlOWNf,Currently On ART,,,89.0,89.0,92.0
