orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,dataid,dataname,Oct to Dec 2022,Jan to Mar 2023,Apr to Jun 2023
Kenya,Nairobi County,Westlands Sub County,Parklands/highridge Ward,AAR Clinic Sarit Centre (Westlands),oqlLExzVDK1,AAR Clinic Sarit Centre (Westlands),Keipsl16796,,Hyvw9VnZ2ch.VdMgEQkOtuV,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Female, Positive",4,4,4
Kenya,Nairobi County,Westlands Sub County,Parklands/highridge Ward,AAR Clinic Sarit Centre (Westlands),oqlLExzVDK1,AAR Clinic Sarit Centre (Westlands),Keipsl16796,,Hyvw9VnZ2ch.i1yTaswn4qW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Male, Positive",3,3,3
Kenya,Nairobi County,Westlands Sub County,Parklands/highridge Ward,AAR Clinic Sarit Centre (Westlands),oqlLExzVDK1,AAR Clinic Sarit Centre (Westlands),Keipsl16796,,Hyvw9VnZ2ch.N9EXA1gNh16,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Male, Positive",1,1,1
Kenya,Nairobi County,Westlands Sub County,Parklands/highridge Ward,AAR Clinic Sarit Centre (Westlands),oqlLExzVDK1,AAR Clinic Sarit Centre (Westlands),Keipsl16796,,Hyvw9VnZ2ch.ay6Bp2UGIE5,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 60-64, Female, Positive",1,1,1
Kenya,Nairobi County,Westlands Sub County,Parklands/highridge Ward,AAR Clinic Sarit Centre (Westlands),oqlLExzVDK1,AAR Clinic Sarit Centre (Westlands),Keipsl16796,,Hyvw9VnZ2ch.lNnwcd2RT4K,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 60-64, Male, Positive",4,4,4
Kenya,Nairobi County,Westlands Sub County,Parklands/highridge Ward,AAR Clinic Sarit Centre (Westlands),oqlLExzVDK1,AAR Clinic Sarit Centre (Westlands),Keipsl16796,,Hyvw9VnZ2ch.Yy619I6uuTP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 65+, Male, Positive",2,2,2
Kenya,Nairobi County,Kibra Sub County,Woodley/kenyatta golf course Ward,AAR Gwh Health Care Ltd,jHTAFl3Gyj9,AAR Gwh Health Care Ltd,Keipsl19958,,Hyvw9VnZ2ch.zqARzn2wVj5,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Female, Positive",3,3,3
Kenya,Nairobi County,Kibra Sub County,Woodley/kenyatta golf course Ward,AAR Gwh Health Care Ltd,jHTAFl3Gyj9,AAR Gwh Health Care Ltd,Keipsl19958,,Hyvw9VnZ2ch.y9LP85d8t4b,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Male, Positive",3,3,3
Kenya,Nairobi County,Kibra Sub County,Woodley/kenyatta golf course Ward,AAR Gwh Health Care Ltd,jHTAFl3Gyj9,AAR Gwh Health Care Ltd,Keipsl19958,,Hyvw9VnZ2ch.Vi8sd7mvZW4,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Female, Positive",3,3,3
Kenya,Nairobi County,Kibra Sub County,Woodley/kenyatta golf course Ward,AAR Gwh Health Care Ltd,jHTAFl3Gyj9,AAR Gwh Health Care Ltd,Keipsl19958,,Hyvw9VnZ2ch.YDzeLL6xf5o,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Male, Positive",11,11,11
Kenya,Nairobi County,Kibra Sub County,Woodley/kenyatta golf course Ward,AAR Gwh Health Care Ltd,jHTAFl3Gyj9,AAR Gwh Health Care Ltd,Keipsl19958,,Hyvw9VnZ2ch.hRq4baaUamW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Female, Positive",4,4,4
Kenya,Nairobi County,Kibra Sub County,Woodley/kenyatta golf course Ward,AAR Gwh Health Care Ltd,jHTAFl3Gyj9,AAR Gwh Health Care Ltd,Keipsl19958,,Hyvw9VnZ2ch.XcW5HWccYYZ,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Male, Positive",10,10,10
Kenya,Nairobi County,Kibra Sub County,Woodley/kenyatta golf course Ward,AAR Gwh Health Care Ltd,jHTAFl3Gyj9,AAR Gwh Health Care Ltd,Keipsl19958,,Hyvw9VnZ2ch.PEXIFVXGP9S,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Female, Positive",8,8,8
Kenya,Nairobi County,Kibra Sub County,Woodley/kenyatta golf course Ward,AAR Gwh Health Care Ltd,jHTAFl3Gyj9,AAR Gwh Health Care Ltd,Keipsl19958,,Hyvw9VnZ2ch.zouTxRQ0kXP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Male, Positive",5,5,5
Kenya,Nairobi County,Kibra Sub County,Woodley/kenyatta golf course Ward,AAR Gwh Health Care Ltd,jHTAFl3Gyj9,AAR Gwh Health Care Ltd,Keipsl19958,,Hyvw9VnZ2ch.J8fGj3Iefbc,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Female, Positive",4,4,4
Kenya,Nairobi County,Kibra Sub County,Woodley/kenyatta golf course Ward,AAR Gwh Health Care Ltd,jHTAFl3Gyj9,AAR Gwh Health Care Ltd,Keipsl19958,,Hyvw9VnZ2ch.zUjkTTlva36,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Male, Positive",6,6,6
Kenya,Nairobi County,Kibra Sub County,Woodley/kenyatta golf course Ward,AAR Gwh Health Care Ltd,jHTAFl3Gyj9,AAR Gwh Health Care Ltd,Keipsl19958,,Hyvw9VnZ2ch.VdMgEQkOtuV,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Female, Positive",5,5,5
Kenya,Nairobi County,Kibra Sub County,Woodley/kenyatta golf course Ward,AAR Gwh Health Care Ltd,jHTAFl3Gyj9,AAR Gwh Health Care Ltd,Keipsl19958,,Hyvw9VnZ2ch.i1yTaswn4qW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Male, Positive",3,3,3
Kenya,Nairobi County,Kibra Sub County,Woodley/kenyatta golf course Ward,AAR Gwh Health Care Ltd,jHTAFl3Gyj9,AAR Gwh Health Care Ltd,Keipsl19958,,Hyvw9VnZ2ch.yWgBf6UOK8d,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Female, Positive",3,3,3
Kenya,Nairobi County,Kibra Sub County,Woodley/kenyatta golf course Ward,AAR Gwh Health Care Ltd,jHTAFl3Gyj9,AAR Gwh Health Care Ltd,Keipsl19958,,Hyvw9VnZ2ch.N9EXA1gNh16,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Male, Positive",4,4,4
Kenya,Nairobi County,Kibra Sub County,Woodley/kenyatta golf course Ward,AAR Gwh Health Care Ltd,jHTAFl3Gyj9,AAR Gwh Health Care Ltd,Keipsl19958,,Hyvw9VnZ2ch.ay6Bp2UGIE5,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 60-64, Female, Positive",4,4,4
Kenya,Nairobi County,Kibra Sub County,Woodley/kenyatta golf course Ward,AAR Gwh Health Care Ltd,jHTAFl3Gyj9,AAR Gwh Health Care Ltd,Keipsl19958,,Hyvw9VnZ2ch.lNnwcd2RT4K,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 60-64, Male, Positive",3,3,3
Kenya,Nairobi County,Kibra Sub County,Woodley/kenyatta golf course Ward,AAR Gwh Health Care Ltd,jHTAFl3Gyj9,AAR Gwh Health Care Ltd,Keipsl19958,,Hyvw9VnZ2ch.YOMb0sp9VLV,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 65+, Female, Positive",2,2,2
Kenya,Nairobi County,Kibra Sub County,Woodley/kenyatta golf course Ward,AAR Gwh Health Care Ltd,jHTAFl3Gyj9,AAR Gwh Health Care Ltd,Keipsl19958,,Hyvw9VnZ2ch.Yy619I6uuTP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 65+, Male, Positive",3,3,3
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Adventist Centre For Care and Support (Westlands),vgErg8mCZTj,Adventist Centre For Care and Support (Westlands),Keipsl18535,,Hyvw9VnZ2ch.QqlHrg6f0Sm,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 15-19, Female, Positive",1,1,1
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Adventist Centre For Care and Support (Westlands),vgErg8mCZTj,Adventist Centre For Care and Support (Westlands),Keipsl18535,,Hyvw9VnZ2ch.LyXZybq6Sjf,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Female, Positive",1,1,1
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Adventist Centre For Care and Support (Westlands),vgErg8mCZTj,Adventist Centre For Care and Support (Westlands),Keipsl18535,,Hyvw9VnZ2ch.zqARzn2wVj5,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Female, Positive",1,1,1
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Adventist Centre For Care and Support (Westlands),vgErg8mCZTj,Adventist Centre For Care and Support (Westlands),Keipsl18535,,Hyvw9VnZ2ch.y9LP85d8t4b,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Male, Positive",2,2,2
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Adventist Centre For Care and Support (Westlands),vgErg8mCZTj,Adventist Centre For Care and Support (Westlands),Keipsl18535,,Hyvw9VnZ2ch.Vi8sd7mvZW4,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Female, Positive",3,3,3
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Adventist Centre For Care and Support (Westlands),vgErg8mCZTj,Adventist Centre For Care and Support (Westlands),Keipsl18535,,Hyvw9VnZ2ch.hRq4baaUamW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Female, Positive",2,3,3
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Adventist Centre For Care and Support (Westlands),vgErg8mCZTj,Adventist Centre For Care and Support (Westlands),Keipsl18535,,Hyvw9VnZ2ch.XcW5HWccYYZ,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Male, Positive",1,1,1
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Adventist Centre For Care and Support (Westlands),vgErg8mCZTj,Adventist Centre For Care and Support (Westlands),Keipsl18535,,Hyvw9VnZ2ch.PEXIFVXGP9S,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Female, Positive",4,4,4
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Adventist Centre For Care and Support (Westlands),vgErg8mCZTj,Adventist Centre For Care and Support (Westlands),Keipsl18535,,Hyvw9VnZ2ch.zouTxRQ0kXP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Male, Positive",1,1,1
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Adventist Centre For Care and Support (Westlands),vgErg8mCZTj,Adventist Centre For Care and Support (Westlands),Keipsl18535,,Hyvw9VnZ2ch.J8fGj3Iefbc,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Female, Positive",9,9,9
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Adventist Centre For Care and Support (Westlands),vgErg8mCZTj,Adventist Centre For Care and Support (Westlands),Keipsl18535,,Hyvw9VnZ2ch.VdMgEQkOtuV,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Female, Positive",4,4,4
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Adventist Centre For Care and Support (Westlands),vgErg8mCZTj,Adventist Centre For Care and Support (Westlands),Keipsl18535,,Hyvw9VnZ2ch.i1yTaswn4qW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Male, Positive",1,1,1
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Adventist Centre For Care and Support (Westlands),vgErg8mCZTj,Adventist Centre For Care and Support (Westlands),Keipsl18535,,Hyvw9VnZ2ch.yWgBf6UOK8d,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Female, Positive",4,4,4
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Adventist Centre For Care and Support (Westlands),vgErg8mCZTj,Adventist Centre For Care and Support (Westlands),Keipsl18535,,Hyvw9VnZ2ch.N9EXA1gNh16,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Male, Positive",2,2,2
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Adventist Centre For Care and Support (Westlands),vgErg8mCZTj,Adventist Centre For Care and Support (Westlands),Keipsl18535,,Hyvw9VnZ2ch.ay6Bp2UGIE5,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 60-64, Female, Positive",1,1,1
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Adventist Centre For Care and Support (Westlands),vgErg8mCZTj,Adventist Centre For Care and Support (Westlands),Keipsl18535,,Hyvw9VnZ2ch.lNnwcd2RT4K,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 60-64, Male, Positive",1,1,1
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Adventist Centre For Care and Support (Westlands),vgErg8mCZTj,Adventist Centre For Care and Support (Westlands),Keipsl18535,,Hyvw9VnZ2ch.YOMb0sp9VLV,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 65+, Female, Positive",2,2,2
Kenya,Nairobi County,Kamukunji Sub County,California Ward,Afwani Medical Centre,rnxhdEg940w,Afwani Medical Centre,Keipsl12865,,Hyvw9VnZ2ch.LyXZybq6Sjf,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Female, Positive",2,2,
Kenya,Nairobi County,Kamukunji Sub County,California Ward,Afwani Medical Centre,rnxhdEg940w,Afwani Medical Centre,Keipsl12865,,Hyvw9VnZ2ch.zqARzn2wVj5,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Female, Positive",3,3,3
Kenya,Nairobi County,Kamukunji Sub County,California Ward,Afwani Medical Centre,rnxhdEg940w,Afwani Medical Centre,Keipsl12865,,Hyvw9VnZ2ch.y9LP85d8t4b,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Male, Positive",2,2,2
Kenya,Nairobi County,Kamukunji Sub County,California Ward,Afwani Medical Centre,rnxhdEg940w,Afwani Medical Centre,Keipsl12865,,Hyvw9VnZ2ch.Vi8sd7mvZW4,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Female, Positive",3,3,
Kenya,Nairobi County,Kamukunji Sub County,California Ward,Afwani Medical Centre,rnxhdEg940w,Afwani Medical Centre,Keipsl12865,,Hyvw9VnZ2ch.hRq4baaUamW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Female, Positive",4,4,5
Kenya,Nairobi County,Kamukunji Sub County,California Ward,Afwani Medical Centre,rnxhdEg940w,Afwani Medical Centre,Keipsl12865,,Hyvw9VnZ2ch.XcW5HWccYYZ,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Male, Positive",1,1,
Kenya,Nairobi County,Kamukunji Sub County,California Ward,Afwani Medical Centre,rnxhdEg940w,Afwani Medical Centre,Keipsl12865,,Hyvw9VnZ2ch.PEXIFVXGP9S,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Female, Positive",4,4,3
Kenya,Nairobi County,Kamukunji Sub County,California Ward,Afwani Medical Centre,rnxhdEg940w,Afwani Medical Centre,Keipsl12865,,Hyvw9VnZ2ch.zouTxRQ0kXP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Male, Positive",2,2,2
Kenya,Nairobi County,Kamukunji Sub County,California Ward,Afwani Medical Centre,rnxhdEg940w,Afwani Medical Centre,Keipsl12865,,Hyvw9VnZ2ch.J8fGj3Iefbc,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Female, Positive",1,1,3
Kenya,Nairobi County,Kamukunji Sub County,California Ward,Afwani Medical Centre,rnxhdEg940w,Afwani Medical Centre,Keipsl12865,,Hyvw9VnZ2ch.zUjkTTlva36,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Male, Positive",1,1,
Kenya,Nairobi County,Kamukunji Sub County,California Ward,Afwani Medical Centre,rnxhdEg940w,Afwani Medical Centre,Keipsl12865,,Hyvw9VnZ2ch.p1HABZs9ydt,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 5-9, Male, Positive",,1,1
Kenya,Nairobi County,Kamukunji Sub County,California Ward,Afwani Medical Centre,rnxhdEg940w,Afwani Medical Centre,Keipsl12865,,Hyvw9VnZ2ch.VdMgEQkOtuV,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Female, Positive",2,2,1
Kenya,Nairobi County,Kamukunji Sub County,California Ward,Afwani Medical Centre,rnxhdEg940w,Afwani Medical Centre,Keipsl12865,,Hyvw9VnZ2ch.i1yTaswn4qW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Male, Positive",1,1,2
Kenya,Nairobi County,Kamukunji Sub County,California Ward,Afwani Medical Centre,rnxhdEg940w,Afwani Medical Centre,Keipsl12865,,Hyvw9VnZ2ch.yWgBf6UOK8d,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Female, Positive",1,1,3
Kenya,Nairobi County,Kamukunji Sub County,California Ward,Afwani Medical Centre,rnxhdEg940w,Afwani Medical Centre,Keipsl12865,,Hyvw9VnZ2ch.N9EXA1gNh16,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Male, Positive",1,1,
Kenya,Nairobi County,Kamukunji Sub County,California Ward,Afwani Medical Centre,rnxhdEg940w,Afwani Medical Centre,Keipsl12865,,Hyvw9VnZ2ch.lNnwcd2RT4K,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 60-64, Male, Positive",,,2
Kenya,Nairobi County,Kamukunji Sub County,California Ward,Afwani Medical Centre,rnxhdEg940w,Afwani Medical Centre,Keipsl12865,,Hyvw9VnZ2ch.Yy619I6uuTP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 65+, Male, Positive",,,1
Kenya,Nairobi County,Kamukunji Sub County,California Ward,Afwani Medical Centre,rnxhdEg940w,Afwani Medical Centre,Keipsl12865,,Hyvw9VnZ2ch.GnpJeq2XENE,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART <1, Male, Positive",1,,
Kenya,Nairobi County,Westlands Sub County,Parklands/highridge Ward,Agha Khan Hospital,y5vFQamRzsh,Agha Khan Hospital,Keipsl12867,,Hyvw9VnZ2ch.LyXZybq6Sjf,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Female, Positive",5,5,4
Kenya,Nairobi County,Westlands Sub County,Parklands/highridge Ward,Agha Khan Hospital,y5vFQamRzsh,Agha Khan Hospital,Keipsl12867,,Hyvw9VnZ2ch.NCnIv37EwU1,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Male, Positive",9,12,9
Kenya,Nairobi County,Westlands Sub County,Parklands/highridge Ward,Agha Khan Hospital,y5vFQamRzsh,Agha Khan Hospital,Keipsl12867,,Hyvw9VnZ2ch.zqARzn2wVj5,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Female, Positive",29,32,34
Kenya,Nairobi County,Westlands Sub County,Parklands/highridge Ward,Agha Khan Hospital,y5vFQamRzsh,Agha Khan Hospital,Keipsl12867,,Hyvw9VnZ2ch.y9LP85d8t4b,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Male, Positive",19,18,23
Kenya,Nairobi County,Westlands Sub County,Parklands/highridge Ward,Agha Khan Hospital,y5vFQamRzsh,Agha Khan Hospital,Keipsl12867,,Hyvw9VnZ2ch.Vi8sd7mvZW4,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Female, Positive",35,38,41
Kenya,Nairobi County,Westlands Sub County,Parklands/highridge Ward,Agha Khan Hospital,y5vFQamRzsh,Agha Khan Hospital,Keipsl12867,,Hyvw9VnZ2ch.YDzeLL6xf5o,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Male, Positive",12,15,17
Kenya,Nairobi County,Westlands Sub County,Parklands/highridge Ward,Agha Khan Hospital,y5vFQamRzsh,Agha Khan Hospital,Keipsl12867,,Hyvw9VnZ2ch.hRq4baaUamW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Female, Positive",39,42,44
Kenya,Nairobi County,Westlands Sub County,Parklands/highridge Ward,Agha Khan Hospital,y5vFQamRzsh,Agha Khan Hospital,Keipsl12867,,Hyvw9VnZ2ch.XcW5HWccYYZ,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Male, Positive",27,28,29
Kenya,Nairobi County,Westlands Sub County,Parklands/highridge Ward,Agha Khan Hospital,y5vFQamRzsh,Agha Khan Hospital,Keipsl12867,,Hyvw9VnZ2ch.PEXIFVXGP9S,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Female, Positive",64,67,71
Kenya,Nairobi County,Westlands Sub County,Parklands/highridge Ward,Agha Khan Hospital,y5vFQamRzsh,Agha Khan Hospital,Keipsl12867,,Hyvw9VnZ2ch.zouTxRQ0kXP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Male, Positive",36,38,40
Kenya,Nairobi County,Westlands Sub County,Parklands/highridge Ward,Agha Khan Hospital,y5vFQamRzsh,Agha Khan Hospital,Keipsl12867,,Hyvw9VnZ2ch.J8fGj3Iefbc,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Female, Positive",55,55,57
Kenya,Nairobi County,Westlands Sub County,Parklands/highridge Ward,Agha Khan Hospital,y5vFQamRzsh,Agha Khan Hospital,Keipsl12867,,Hyvw9VnZ2ch.zUjkTTlva36,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Male, Positive",32,34,35
Kenya,Nairobi County,Westlands Sub County,Parklands/highridge Ward,Agha Khan Hospital,y5vFQamRzsh,Agha Khan Hospital,Keipsl12867,,Hyvw9VnZ2ch.VdMgEQkOtuV,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Female, Positive",44,46,47
Kenya,Nairobi County,Westlands Sub County,Parklands/highridge Ward,Agha Khan Hospital,y5vFQamRzsh,Agha Khan Hospital,Keipsl12867,,Hyvw9VnZ2ch.i1yTaswn4qW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Male, Positive",37,35,40
Kenya,Nairobi County,Westlands Sub County,Parklands/highridge Ward,Agha Khan Hospital,y5vFQamRzsh,Agha Khan Hospital,Keipsl12867,,Hyvw9VnZ2ch.yWgBf6UOK8d,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Female, Positive",25,26,27
Kenya,Nairobi County,Westlands Sub County,Parklands/highridge Ward,Agha Khan Hospital,y5vFQamRzsh,Agha Khan Hospital,Keipsl12867,,Hyvw9VnZ2ch.N9EXA1gNh16,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Male, Positive",49,49,49
