orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,dataid,dataname,Oct to Dec 2022,Jan to Mar 2023,Apr to Jun 2023
Kenya,Turkana County,Turkana West Sub County,Kakuma Ward,IRC Kakuma Hospital,BdEUTRbjYoI,IRC Kakuma Hospital,Keipsl14579,,Hyvw9VnZ2ch.Vi8sd7mvZW4,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Female, Positive",110,86,72
Kenya,Turkana County,Turkana West Sub County,Kakuma Ward,IRC Kakuma Hospital,BdEUTRbjYoI,IRC Kakuma Hospital,Keipsl14579,,Hyvw9VnZ2ch.YDzeLL6xf5o,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Male, Positive",42,35,31
Kenya,Turkana County,Turkana West Sub County,Kakuma Ward,IRC Kakuma Hospital,BdEUTRbjYoI,IRC Kakuma Hospital,Keipsl14579,,Hyvw9VnZ2ch.hRq4baaUamW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Female, Positive",51,88,85
Kenya,Turkana County,Turkana West Sub County,Kakuma Ward,IRC Kakuma Hospital,BdEUTRbjYoI,IRC Kakuma Hospital,Keipsl14579,,Hyvw9VnZ2ch.XcW5HWccYYZ,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Male, Positive",13,21,21
Kenya,Turkana County,Turkana West Sub County,Kakuma Ward,IRC Kakuma Hospital,BdEUTRbjYoI,IRC Kakuma Hospital,Keipsl14579,,Hyvw9VnZ2ch.PEXIFVXGP9S,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Female, Positive",18,60,65
Kenya,Turkana County,Turkana West Sub County,Kakuma Ward,IRC Kakuma Hospital,BdEUTRbjYoI,IRC Kakuma Hospital,Keipsl14579,,Hyvw9VnZ2ch.zouTxRQ0kXP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Male, Positive",28,33,31
Kenya,Turkana County,Turkana West Sub County,Kakuma Ward,IRC Kakuma Hospital,BdEUTRbjYoI,IRC Kakuma Hospital,Keipsl14579,,Hyvw9VnZ2ch.J8fGj3Iefbc,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Female, Positive",25,27,27
Kenya,Turkana County,Turkana West Sub County,Kakuma Ward,IRC Kakuma Hospital,BdEUTRbjYoI,IRC Kakuma Hospital,Keipsl14579,,Hyvw9VnZ2ch.zUjkTTlva36,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Male, Positive",10,25,21
Kenya,Turkana County,Turkana West Sub County,Kakuma Ward,IRC Kakuma Hospital,BdEUTRbjYoI,IRC Kakuma Hospital,Keipsl14579,,Hyvw9VnZ2ch.zLbjm4E1NsG,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 5-9, Female, Positive",11,10,10
Kenya,Turkana County,Turkana West Sub County,Kakuma Ward,IRC Kakuma Hospital,BdEUTRbjYoI,IRC Kakuma Hospital,Keipsl14579,,Hyvw9VnZ2ch.p1HABZs9ydt,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 5-9, Male, Positive",6,7,7
Kenya,Turkana County,Turkana West Sub County,Kakuma Ward,IRC Kakuma Hospital,BdEUTRbjYoI,IRC Kakuma Hospital,Keipsl14579,,Hyvw9VnZ2ch.VdMgEQkOtuV,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Female, Positive",26,16,20
Kenya,Turkana County,Turkana West Sub County,Kakuma Ward,IRC Kakuma Hospital,BdEUTRbjYoI,IRC Kakuma Hospital,Keipsl14579,,Hyvw9VnZ2ch.i1yTaswn4qW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Male, Positive",6,9,16
Kenya,Turkana County,Turkana West Sub County,Kakuma Ward,IRC Kakuma Hospital,BdEUTRbjYoI,IRC Kakuma Hospital,Keipsl14579,,Hyvw9VnZ2ch.yWgBf6UOK8d,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Female, Positive",6,10,9
Kenya,Turkana County,Turkana West Sub County,Kakuma Ward,IRC Kakuma Hospital,BdEUTRbjYoI,IRC Kakuma Hospital,Keipsl14579,,Hyvw9VnZ2ch.N9EXA1gNh16,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Male, Positive",4,11,9
Kenya,Turkana County,Turkana West Sub County,Kakuma Ward,IRC Kakuma Hospital,BdEUTRbjYoI,IRC Kakuma Hospital,Keipsl14579,,Hyvw9VnZ2ch.ay6Bp2UGIE5,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 60-64, Female, Positive",1,6,8
Kenya,Turkana County,Turkana West Sub County,Kakuma Ward,IRC Kakuma Hospital,BdEUTRbjYoI,IRC Kakuma Hospital,Keipsl14579,,Hyvw9VnZ2ch.lNnwcd2RT4K,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 60-64, Male, Positive",,4,6
Kenya,Turkana County,Turkana West Sub County,Kakuma Ward,IRC Kakuma Hospital,BdEUTRbjYoI,IRC Kakuma Hospital,Keipsl14579,,Hyvw9VnZ2ch.YOMb0sp9VLV,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 65+, Female, Positive",,3,3
Kenya,Turkana County,Turkana West Sub County,Kakuma Ward,IRC Kakuma Hospital,BdEUTRbjYoI,IRC Kakuma Hospital,Keipsl14579,,Hyvw9VnZ2ch.Yy619I6uuTP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 65+, Male, Positive",,2,2
Kenya,Turkana County,Kibish Sub County,Kaaleng/kaikor Ward,Kaaleng Dispensary,ABFocyEezFV,Kaaleng Dispensary,Keipsl14604,,Hyvw9VnZ2ch.dRjezxQktoz,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 1-4, Female, Positive",1,1,1
Kenya,Turkana County,Kibish Sub County,Kaaleng/kaikor Ward,Kaaleng Dispensary,ABFocyEezFV,Kaaleng Dispensary,Keipsl14604,,Hyvw9VnZ2ch.AG0milXShQM,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Female, Positive",1,1,1
Kenya,Turkana County,Kibish Sub County,Kaaleng/kaikor Ward,Kaaleng Dispensary,ABFocyEezFV,Kaaleng Dispensary,Keipsl14604,,Hyvw9VnZ2ch.zqARzn2wVj5,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Female, Positive",2,3,3
Kenya,Turkana County,Kibish Sub County,Kaaleng/kaikor Ward,Kaaleng Dispensary,ABFocyEezFV,Kaaleng Dispensary,Keipsl14604,,Hyvw9VnZ2ch.Vi8sd7mvZW4,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Female, Positive",3,5,5
Kenya,Turkana County,Kibish Sub County,Kaaleng/kaikor Ward,Kaaleng Dispensary,ABFocyEezFV,Kaaleng Dispensary,Keipsl14604,,Hyvw9VnZ2ch.hRq4baaUamW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Female, Positive",4,4,4
Kenya,Turkana County,Kibish Sub County,Kaaleng/kaikor Ward,Kaaleng Dispensary,ABFocyEezFV,Kaaleng Dispensary,Keipsl14604,,Hyvw9VnZ2ch.XcW5HWccYYZ,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Male, Positive",2,2,1
Kenya,Turkana County,Kibish Sub County,Kaaleng/kaikor Ward,Kaaleng Dispensary,ABFocyEezFV,Kaaleng Dispensary,Keipsl14604,,Hyvw9VnZ2ch.PEXIFVXGP9S,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Female, Positive",3,3,3
Kenya,Turkana County,Kibish Sub County,Kaaleng/kaikor Ward,Kaaleng Dispensary,ABFocyEezFV,Kaaleng Dispensary,Keipsl14604,,Hyvw9VnZ2ch.zouTxRQ0kXP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Male, Positive",1,1,1
Kenya,Turkana County,Kibish Sub County,Kaaleng/kaikor Ward,Kaaleng Dispensary,ABFocyEezFV,Kaaleng Dispensary,Keipsl14604,,Hyvw9VnZ2ch.J8fGj3Iefbc,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Female, Positive",1,2,2
Kenya,Turkana County,Kibish Sub County,Kaaleng/kaikor Ward,Kaaleng Dispensary,ABFocyEezFV,Kaaleng Dispensary,Keipsl14604,,Hyvw9VnZ2ch.zUjkTTlva36,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Male, Positive",1,1,1
Kenya,Turkana County,Kibish Sub County,Kaaleng/kaikor Ward,Kaaleng Dispensary,ABFocyEezFV,Kaaleng Dispensary,Keipsl14604,,Hyvw9VnZ2ch.zLbjm4E1NsG,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 5-9, Female, Positive",1,2,2
Kenya,Turkana County,Kibish Sub County,Kaaleng/kaikor Ward,Kaaleng Dispensary,ABFocyEezFV,Kaaleng Dispensary,Keipsl14604,,Hyvw9VnZ2ch.p1HABZs9ydt,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 5-9, Male, Positive",3,3,3
Kenya,Turkana County,Kibish Sub County,Kaaleng/kaikor Ward,Kaaleng Dispensary,ABFocyEezFV,Kaaleng Dispensary,Keipsl14604,,Hyvw9VnZ2ch.VdMgEQkOtuV,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Female, Positive",2,1,1
Kenya,Turkana County,Kibish Sub County,Kaaleng/kaikor Ward,Kaaleng Dispensary,ABFocyEezFV,Kaaleng Dispensary,Keipsl14604,,Hyvw9VnZ2ch.ay6Bp2UGIE5,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 60-64, Female, Positive",1,,1
Kenya,Turkana County,Kibish Sub County,Kaaleng/kaikor Ward,Kaaleng Dispensary,ABFocyEezFV,Kaaleng Dispensary,Keipsl14604,,Hyvw9VnZ2ch.lNnwcd2RT4K,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 60-64, Male, Positive",,,1
Kenya,Turkana County,Kibish Sub County,Kaaleng/kaikor Ward,Kaaleng Dispensary,ABFocyEezFV,Kaaleng Dispensary,Keipsl14604,,Hyvw9VnZ2ch.Yy619I6uuTP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 65+, Male, Positive",1,1,1
Kenya,Turkana County,Turkana North Sub County,Kaeris Ward,Kaeris Dispensary,QAQF3TVmUGy,Kaeris Dispensary,Keipsl14637,,Hyvw9VnZ2ch.dRjezxQktoz,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 1-4, Female, Positive",,1,1
Kenya,Turkana County,Turkana North Sub County,Kaeris Ward,Kaeris Dispensary,QAQF3TVmUGy,Kaeris Dispensary,Keipsl14637,,Hyvw9VnZ2ch.jjUGfPF0ObP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 1-4, Male, Positive",,,1
Kenya,Turkana County,Turkana North Sub County,Kaeris Ward,Kaeris Dispensary,QAQF3TVmUGy,Kaeris Dispensary,Keipsl14637,,Hyvw9VnZ2ch.AG0milXShQM,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Female, Positive",2,2,2
Kenya,Turkana County,Turkana North Sub County,Kaeris Ward,Kaeris Dispensary,QAQF3TVmUGy,Kaeris Dispensary,Keipsl14637,,Hyvw9VnZ2ch.QqlHrg6f0Sm,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 15-19, Female, Positive",1,1,1
Kenya,Turkana County,Turkana North Sub County,Kaeris Ward,Kaeris Dispensary,QAQF3TVmUGy,Kaeris Dispensary,Keipsl14637,,Hyvw9VnZ2ch.LpnJL4zZxRH,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 15-19, Male, Positive",1,1,1
Kenya,Turkana County,Turkana North Sub County,Kaeris Ward,Kaeris Dispensary,QAQF3TVmUGy,Kaeris Dispensary,Keipsl14637,,Hyvw9VnZ2ch.LyXZybq6Sjf,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Female, Positive",1,1,1
Kenya,Turkana County,Turkana North Sub County,Kaeris Ward,Kaeris Dispensary,QAQF3TVmUGy,Kaeris Dispensary,Keipsl14637,,Hyvw9VnZ2ch.zqARzn2wVj5,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Female, Positive",,1,
Kenya,Turkana County,Turkana North Sub County,Kaeris Ward,Kaeris Dispensary,QAQF3TVmUGy,Kaeris Dispensary,Keipsl14637,,Hyvw9VnZ2ch.y9LP85d8t4b,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Male, Positive",,,1
Kenya,Turkana County,Turkana North Sub County,Kaeris Ward,Kaeris Dispensary,QAQF3TVmUGy,Kaeris Dispensary,Keipsl14637,,Hyvw9VnZ2ch.Vi8sd7mvZW4,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Female, Positive",2,2,2
Kenya,Turkana County,Turkana North Sub County,Kaeris Ward,Kaeris Dispensary,QAQF3TVmUGy,Kaeris Dispensary,Keipsl14637,,Hyvw9VnZ2ch.YDzeLL6xf5o,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Male, Positive",1,1,1
Kenya,Turkana County,Turkana North Sub County,Kaeris Ward,Kaeris Dispensary,QAQF3TVmUGy,Kaeris Dispensary,Keipsl14637,,Hyvw9VnZ2ch.hRq4baaUamW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Female, Positive",3,3,4
Kenya,Turkana County,Turkana North Sub County,Kaeris Ward,Kaeris Dispensary,QAQF3TVmUGy,Kaeris Dispensary,Keipsl14637,,Hyvw9VnZ2ch.XcW5HWccYYZ,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Male, Positive",1,3,3
Kenya,Turkana County,Turkana North Sub County,Kaeris Ward,Kaeris Dispensary,QAQF3TVmUGy,Kaeris Dispensary,Keipsl14637,,Hyvw9VnZ2ch.PEXIFVXGP9S,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Female, Positive",3,2,2
Kenya,Turkana County,Turkana North Sub County,Kaeris Ward,Kaeris Dispensary,QAQF3TVmUGy,Kaeris Dispensary,Keipsl14637,,Hyvw9VnZ2ch.zouTxRQ0kXP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Male, Positive",2,1,1
Kenya,Turkana County,Turkana North Sub County,Kaeris Ward,Kaeris Dispensary,QAQF3TVmUGy,Kaeris Dispensary,Keipsl14637,,Hyvw9VnZ2ch.J8fGj3Iefbc,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Female, Positive",1,,
Kenya,Turkana County,Turkana North Sub County,Kaeris Ward,Kaeris Dispensary,QAQF3TVmUGy,Kaeris Dispensary,Keipsl14637,,Hyvw9VnZ2ch.zUjkTTlva36,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Male, Positive",,1,1
Kenya,Turkana County,Turkana North Sub County,Kaeris Ward,Kaeris Dispensary,QAQF3TVmUGy,Kaeris Dispensary,Keipsl14637,,Hyvw9VnZ2ch.zLbjm4E1NsG,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 5-9, Female, Positive",1,1,1
Kenya,Turkana County,Turkana North Sub County,Kaeris Ward,Kaeris Dispensary,QAQF3TVmUGy,Kaeris Dispensary,Keipsl14637,,Hyvw9VnZ2ch.p1HABZs9ydt,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 5-9, Male, Positive",1,1,1
Kenya,Turkana County,Turkana North Sub County,Kaeris Ward,Kaeris Dispensary,QAQF3TVmUGy,Kaeris Dispensary,Keipsl14637,,Hyvw9VnZ2ch.VdMgEQkOtuV,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Female, Positive",1,,
Kenya,Turkana County,Turkana North Sub County,Kaeris Ward,Kaeris Dispensary,QAQF3TVmUGy,Kaeris Dispensary,Keipsl14637,,Hyvw9VnZ2ch.i1yTaswn4qW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Male, Positive",1,1,1
Kenya,Turkana County,Turkana North Sub County,Kaeris Ward,Kaeris Dispensary,QAQF3TVmUGy,Kaeris Dispensary,Keipsl14637,,Hyvw9VnZ2ch.yWgBf6UOK8d,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Female, Positive",,1,1
Kenya,Turkana County,Kibish Sub County,Kaaleng/kaikor Ward,Kaikor Health Centre,vLfChG5goBd,Kaikor Health Centre,Keipsl14643,,Hyvw9VnZ2ch.AG0milXShQM,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Female, Positive",1,1,
Kenya,Turkana County,Kibish Sub County,Kaaleng/kaikor Ward,Kaikor Health Centre,vLfChG5goBd,Kaikor Health Centre,Keipsl14643,,Hyvw9VnZ2ch.tEMe0224zlP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Male, Positive",4,4,4
Kenya,Turkana County,Kibish Sub County,Kaaleng/kaikor Ward,Kaikor Health Centre,vLfChG5goBd,Kaikor Health Centre,Keipsl14643,,Hyvw9VnZ2ch.QqlHrg6f0Sm,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 15-19, Female, Positive",,,1
Kenya,Turkana County,Kibish Sub County,Kaaleng/kaikor Ward,Kaikor Health Centre,vLfChG5goBd,Kaikor Health Centre,Keipsl14643,,Hyvw9VnZ2ch.LyXZybq6Sjf,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Female, Positive",1,1,
Kenya,Turkana County,Kibish Sub County,Kaaleng/kaikor Ward,Kaikor Health Centre,vLfChG5goBd,Kaikor Health Centre,Keipsl14643,,Hyvw9VnZ2ch.NCnIv37EwU1,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Male, Positive",1,1,1
Kenya,Turkana County,Kibish Sub County,Kaaleng/kaikor Ward,Kaikor Health Centre,vLfChG5goBd,Kaikor Health Centre,Keipsl14643,,Hyvw9VnZ2ch.zqARzn2wVj5,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Female, Positive",9,6,6
Kenya,Turkana County,Kibish Sub County,Kaaleng/kaikor Ward,Kaikor Health Centre,vLfChG5goBd,Kaikor Health Centre,Keipsl14643,,Hyvw9VnZ2ch.y9LP85d8t4b,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Male, Positive",1,1,3
Kenya,Turkana County,Kibish Sub County,Kaaleng/kaikor Ward,Kaikor Health Centre,vLfChG5goBd,Kaikor Health Centre,Keipsl14643,,Hyvw9VnZ2ch.Vi8sd7mvZW4,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Female, Positive",5,6,8
Kenya,Turkana County,Kibish Sub County,Kaaleng/kaikor Ward,Kaikor Health Centre,vLfChG5goBd,Kaikor Health Centre,Keipsl14643,,Hyvw9VnZ2ch.YDzeLL6xf5o,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Male, Positive",3,2,2
