orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,dataid,dataname,Oct to Dec 2022,Jan to Mar 2023,Apr to Jun 2023
Kenya,Bungoma County,Kimilili Sub County,Kimilili Ward,Bahai Dispensary,LJWFEcg7hmT,Bahai Dispensary,Keipsl17190,Hyvw9VnZ2ch.zqARzn2wVj5,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Female, Positive",20,22,20
Kenya,Bungoma County,Kimilili Sub County,Kimilili Ward,Bahai Dispensary,LJWFEcg7hmT,Bahai Dispensary,Keipsl17190,Hyvw9VnZ2ch.y9LP85d8t4b,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Male, Positive",3,3,3
Kenya,Bungoma County,Kimilili Sub County,Kimilili Ward,Bahai Dispensary,LJWFEcg7hmT,Bahai Dispensary,Keipsl17190,Hyvw9VnZ2ch.Vi8sd7mvZW4,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Female, Positive",18,19,17
Kenya,Bungoma County,Kimilili Sub County,Kimilili Ward,Bahai Dispensary,LJWFEcg7hmT,Bahai Dispensary,Keipsl17190,Hyvw9VnZ2ch.YDzeLL6xf5o,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Male, Positive",9,9,9
Kenya,Bungoma County,Kimilili Sub County,Kimilili Ward,Bahai Dispensary,LJWFEcg7hmT,Bahai Dispensary,Keipsl17190,Hyvw9VnZ2ch.hRq4baaUamW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Female, Positive",22,20,22
Kenya,Bungoma County,Kimilili Sub County,Kimilili Ward,Bahai Dispensary,LJWFEcg7hmT,Bahai Dispensary,Keipsl17190,Hyvw9VnZ2ch.XcW5HWccYYZ,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Male, Positive",4,4,4
Kenya,Bungoma County,Kimilili Sub County,Kimilili Ward,Bahai Dispensary,LJWFEcg7hmT,Bahai Dispensary,Keipsl17190,Hyvw9VnZ2ch.PEXIFVXGP9S,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Female, Positive",17,17,18
Kenya,Bungoma County,Kimilili Sub County,Kimilili Ward,Bahai Dispensary,LJWFEcg7hmT,Bahai Dispensary,Keipsl17190,Hyvw9VnZ2ch.zouTxRQ0kXP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Male, Positive",2,2,4
Kenya,Bungoma County,Kimilili Sub County,Kimilili Ward,Bahai Dispensary,LJWFEcg7hmT,Bahai Dispensary,Keipsl17190,Hyvw9VnZ2ch.J8fGj3Iefbc,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Female, Positive",13,13,12
Kenya,Bungoma County,Kimilili Sub County,Kimilili Ward,Bahai Dispensary,LJWFEcg7hmT,Bahai Dispensary,Keipsl17190,Hyvw9VnZ2ch.zUjkTTlva36,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Male, Positive",4,4,4
Kenya,Bungoma County,Kimilili Sub County,Kimilili Ward,Bahai Dispensary,LJWFEcg7hmT,Bahai Dispensary,Keipsl17190,Hyvw9VnZ2ch.zLbjm4E1NsG,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 5-9, Female, Positive",3,3,3
Kenya,Bungoma County,Kimilili Sub County,Kimilili Ward,Bahai Dispensary,LJWFEcg7hmT,Bahai Dispensary,Keipsl17190,Hyvw9VnZ2ch.p1HABZs9ydt,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 5-9, Male, Positive",3,3,3
Kenya,Bungoma County,Kimilili Sub County,Kimilili Ward,Bahai Dispensary,LJWFEcg7hmT,Bahai Dispensary,Keipsl17190,Hyvw9VnZ2ch.VdMgEQkOtuV,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Female, Positive",4,5,8
Kenya,Bungoma County,Kimilili Sub County,Kimilili Ward,Bahai Dispensary,LJWFEcg7hmT,Bahai Dispensary,Keipsl17190,Hyvw9VnZ2ch.i1yTaswn4qW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Male, Positive",2,2,1
Kenya,Bungoma County,Kimilili Sub County,Kimilili Ward,Bahai Dispensary,LJWFEcg7hmT,Bahai Dispensary,Keipsl17190,Hyvw9VnZ2ch.yWgBf6UOK8d,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Female, Positive",2,2,2
Kenya,Bungoma County,Kimilili Sub County,Kimilili Ward,Bituyu Dispensary,LmzDEHTbI2m,Bituyu Dispensary,Keipsl17193,Hyvw9VnZ2ch.LyXZybq6Sjf,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Female, Positive",1,1,
Kenya,Bungoma County,Kimilili Sub County,Kimilili Ward,Bituyu Dispensary,LmzDEHTbI2m,Bituyu Dispensary,Keipsl17193,Hyvw9VnZ2ch.zqARzn2wVj5,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Female, Positive",7,6,6
Kenya,Bungoma County,Kimilili Sub County,Kimilili Ward,Bituyu Dispensary,LmzDEHTbI2m,Bituyu Dispensary,Keipsl17193,Hyvw9VnZ2ch.Vi8sd7mvZW4,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Female, Positive",3,3,4
Kenya,Bungoma County,Kimilili Sub County,Kimilili Ward,Bituyu Dispensary,LmzDEHTbI2m,Bituyu Dispensary,Keipsl17193,Hyvw9VnZ2ch.hRq4baaUamW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Female, Positive",4,5,4
Kenya,Bungoma County,Kimilili Sub County,Kimilili Ward,Bituyu Dispensary,LmzDEHTbI2m,Bituyu Dispensary,Keipsl17193,Hyvw9VnZ2ch.XcW5HWccYYZ,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Male, Positive",1,1,1
Kenya,Bungoma County,Kimilili Sub County,Kimilili Ward,Bituyu Dispensary,LmzDEHTbI2m,Bituyu Dispensary,Keipsl17193,Hyvw9VnZ2ch.PEXIFVXGP9S,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Female, Positive",1,1,1
Kenya,Bungoma County,Kimilili Sub County,Kimilili Ward,Bituyu Dispensary,LmzDEHTbI2m,Bituyu Dispensary,Keipsl17193,Hyvw9VnZ2ch.J8fGj3Iefbc,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Female, Positive",3,3,3
Kenya,Bungoma County,Kimilili Sub County,Kimilili Ward,Bituyu Dispensary,LmzDEHTbI2m,Bituyu Dispensary,Keipsl17193,Hyvw9VnZ2ch.VdMgEQkOtuV,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Female, Positive",3,3,2
Kenya,Bungoma County,Kimilili Sub County,Kimilili Ward,Bituyu Dispensary,LmzDEHTbI2m,Bituyu Dispensary,Keipsl17193,Hyvw9VnZ2ch.i1yTaswn4qW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Male, Positive",3,3,3
Kenya,Bungoma County,Kimilili Sub County,Kimilili Ward,Bituyu Dispensary,LmzDEHTbI2m,Bituyu Dispensary,Keipsl17193,Hyvw9VnZ2ch.yWgBf6UOK8d,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Female, Positive",2,2,2
Kenya,Bungoma County,Kimilili Sub County,Kimilili Ward,Bituyu Dispensary,LmzDEHTbI2m,Bituyu Dispensary,Keipsl17193,Hyvw9VnZ2ch.ay6Bp2UGIE5,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 60-64, Female, Positive",1,1,2
Kenya,Bungoma County,Kimilili Sub County,Kimilili Ward,Bituyu Dispensary,LmzDEHTbI2m,Bituyu Dispensary,Keipsl17193,Hyvw9VnZ2ch.lNnwcd2RT4K,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 60-64, Male, Positive",1,1,1
Kenya,Bungoma County,Webuye West Sub County,Bokoli Ward,Bokoli Hospital,XmjO4q9aUM9,Bokoli Hospital,Keipsl15808,Hyvw9VnZ2ch.dRjezxQktoz,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 1-4, Female, Positive",3,3,3
Kenya,Bungoma County,Webuye West Sub County,Bokoli Ward,Bokoli Hospital,XmjO4q9aUM9,Bokoli Hospital,Keipsl15808,Hyvw9VnZ2ch.jjUGfPF0ObP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 1-4, Male, Positive",1,2,2
Kenya,Bungoma County,Webuye West Sub County,Bokoli Ward,Bokoli Hospital,XmjO4q9aUM9,Bokoli Hospital,Keipsl15808,Hyvw9VnZ2ch.AG0milXShQM,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Female, Positive",11,9,7
Kenya,Bungoma County,Webuye West Sub County,Bokoli Ward,Bokoli Hospital,XmjO4q9aUM9,Bokoli Hospital,Keipsl15808,Hyvw9VnZ2ch.tEMe0224zlP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Male, Positive",8,7,8
Kenya,Bungoma County,Webuye West Sub County,Bokoli Ward,Bokoli Hospital,XmjO4q9aUM9,Bokoli Hospital,Keipsl15808,Hyvw9VnZ2ch.QqlHrg6f0Sm,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 15-19, Female, Positive",19,17,16
Kenya,Bungoma County,Webuye West Sub County,Bokoli Ward,Bokoli Hospital,XmjO4q9aUM9,Bokoli Hospital,Keipsl15808,Hyvw9VnZ2ch.LpnJL4zZxRH,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 15-19, Male, Positive",11,11,12
Kenya,Bungoma County,Webuye West Sub County,Bokoli Ward,Bokoli Hospital,XmjO4q9aUM9,Bokoli Hospital,Keipsl15808,Hyvw9VnZ2ch.LyXZybq6Sjf,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Female, Positive",8,8,12
Kenya,Bungoma County,Webuye West Sub County,Bokoli Ward,Bokoli Hospital,XmjO4q9aUM9,Bokoli Hospital,Keipsl15808,Hyvw9VnZ2ch.NCnIv37EwU1,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Male, Positive",5,6,5
Kenya,Bungoma County,Webuye West Sub County,Bokoli Ward,Bokoli Hospital,XmjO4q9aUM9,Bokoli Hospital,Keipsl15808,Hyvw9VnZ2ch.zqARzn2wVj5,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Female, Positive",20,19,22
Kenya,Bungoma County,Webuye West Sub County,Bokoli Ward,Bokoli Hospital,XmjO4q9aUM9,Bokoli Hospital,Keipsl15808,Hyvw9VnZ2ch.y9LP85d8t4b,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Male, Positive",4,3,4
Kenya,Bungoma County,Webuye West Sub County,Bokoli Ward,Bokoli Hospital,XmjO4q9aUM9,Bokoli Hospital,Keipsl15808,Hyvw9VnZ2ch.Vi8sd7mvZW4,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Female, Positive",32,26,24
Kenya,Bungoma County,Webuye West Sub County,Bokoli Ward,Bokoli Hospital,XmjO4q9aUM9,Bokoli Hospital,Keipsl15808,Hyvw9VnZ2ch.YDzeLL6xf5o,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Male, Positive",9,11,11
Kenya,Bungoma County,Webuye West Sub County,Bokoli Ward,Bokoli Hospital,XmjO4q9aUM9,Bokoli Hospital,Keipsl15808,Hyvw9VnZ2ch.hRq4baaUamW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Female, Positive",56,60,60
Kenya,Bungoma County,Webuye West Sub County,Bokoli Ward,Bokoli Hospital,XmjO4q9aUM9,Bokoli Hospital,Keipsl15808,Hyvw9VnZ2ch.XcW5HWccYYZ,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Male, Positive",10,9,8
Kenya,Bungoma County,Webuye West Sub County,Bokoli Ward,Bokoli Hospital,XmjO4q9aUM9,Bokoli Hospital,Keipsl15808,Hyvw9VnZ2ch.PEXIFVXGP9S,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Female, Positive",47,42,39
Kenya,Bungoma County,Webuye West Sub County,Bokoli Ward,Bokoli Hospital,XmjO4q9aUM9,Bokoli Hospital,Keipsl15808,Hyvw9VnZ2ch.zouTxRQ0kXP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Male, Positive",17,20,19
Kenya,Bungoma County,Webuye West Sub County,Bokoli Ward,Bokoli Hospital,XmjO4q9aUM9,Bokoli Hospital,Keipsl15808,Hyvw9VnZ2ch.J8fGj3Iefbc,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Female, Positive",43,52,51
Kenya,Bungoma County,Webuye West Sub County,Bokoli Ward,Bokoli Hospital,XmjO4q9aUM9,Bokoli Hospital,Keipsl15808,Hyvw9VnZ2ch.zUjkTTlva36,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Male, Positive",20,18,18
Kenya,Bungoma County,Webuye West Sub County,Bokoli Ward,Bokoli Hospital,XmjO4q9aUM9,Bokoli Hospital,Keipsl15808,Hyvw9VnZ2ch.zLbjm4E1NsG,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 5-9, Female, Positive",3,3,3
Kenya,Bungoma County,Webuye West Sub County,Bokoli Ward,Bokoli Hospital,XmjO4q9aUM9,Bokoli Hospital,Keipsl15808,Hyvw9VnZ2ch.p1HABZs9ydt,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 5-9, Male, Positive",2,3,2
Kenya,Bungoma County,Webuye West Sub County,Bokoli Ward,Bokoli Hospital,XmjO4q9aUM9,Bokoli Hospital,Keipsl15808,Hyvw9VnZ2ch.VdMgEQkOtuV,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Female, Positive",43,40,43
Kenya,Bungoma County,Webuye West Sub County,Bokoli Ward,Bokoli Hospital,XmjO4q9aUM9,Bokoli Hospital,Keipsl15808,Hyvw9VnZ2ch.i1yTaswn4qW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Male, Positive",22,20,22
Kenya,Bungoma County,Webuye West Sub County,Bokoli Ward,Bokoli Hospital,XmjO4q9aUM9,Bokoli Hospital,Keipsl15808,Hyvw9VnZ2ch.yWgBf6UOK8d,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Female, Positive",35,38,37
Kenya,Bungoma County,Webuye West Sub County,Bokoli Ward,Bokoli Hospital,XmjO4q9aUM9,Bokoli Hospital,Keipsl15808,Hyvw9VnZ2ch.N9EXA1gNh16,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Male, Positive",9,9,9
Kenya,Bungoma County,Webuye West Sub County,Bokoli Ward,Bokoli Hospital,XmjO4q9aUM9,Bokoli Hospital,Keipsl15808,Hyvw9VnZ2ch.ay6Bp2UGIE5,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 60-64, Female, Positive",26,24,25
Kenya,Bungoma County,Webuye West Sub County,Bokoli Ward,Bokoli Hospital,XmjO4q9aUM9,Bokoli Hospital,Keipsl15808,Hyvw9VnZ2ch.lNnwcd2RT4K,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 60-64, Male, Positive",15,15,14
Kenya,Bungoma County,Webuye West Sub County,Bokoli Ward,Bokoli Hospital,XmjO4q9aUM9,Bokoli Hospital,Keipsl15808,Hyvw9VnZ2ch.YOMb0sp9VLV,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 65+, Female, Positive",20,24,23
Kenya,Bungoma County,Webuye West Sub County,Bokoli Ward,Bokoli Hospital,XmjO4q9aUM9,Bokoli Hospital,Keipsl15808,Hyvw9VnZ2ch.Yy619I6uuTP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 65+, Male, Positive",8,9,9
Kenya,Bungoma County,Kanduyi Sub County,Bukembe east Ward,Bukembe Dispensary,KB2SvXgUyqF,Bukembe Dispensary,Keipsl15819,Hyvw9VnZ2ch.dRjezxQktoz,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 1-4, Female, Positive",,4,3
Kenya,Bungoma County,Kanduyi Sub County,Bukembe east Ward,Bukembe Dispensary,KB2SvXgUyqF,Bukembe Dispensary,Keipsl15819,Hyvw9VnZ2ch.jjUGfPF0ObP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 1-4, Male, Positive",1,,
Kenya,Bungoma County,Kanduyi Sub County,Bukembe east Ward,Bukembe Dispensary,KB2SvXgUyqF,Bukembe Dispensary,Keipsl15819,Hyvw9VnZ2ch.AG0milXShQM,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Female, Positive",8,5,4
Kenya,Bungoma County,Kanduyi Sub County,Bukembe east Ward,Bukembe Dispensary,KB2SvXgUyqF,Bukembe Dispensary,Keipsl15819,Hyvw9VnZ2ch.tEMe0224zlP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Male, Positive",6,4,4
Kenya,Bungoma County,Kanduyi Sub County,Bukembe east Ward,Bukembe Dispensary,KB2SvXgUyqF,Bukembe Dispensary,Keipsl15819,Hyvw9VnZ2ch.QqlHrg6f0Sm,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 15-19, Female, Positive",17,13,14
Kenya,Bungoma County,Kanduyi Sub County,Bukembe east Ward,Bukembe Dispensary,KB2SvXgUyqF,Bukembe Dispensary,Keipsl15819,Hyvw9VnZ2ch.LpnJL4zZxRH,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 15-19, Male, Positive",5,9,9
Kenya,Bungoma County,Kanduyi Sub County,Bukembe east Ward,Bukembe Dispensary,KB2SvXgUyqF,Bukembe Dispensary,Keipsl15819,Hyvw9VnZ2ch.LyXZybq6Sjf,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Female, Positive",28,24,21
Kenya,Bungoma County,Kanduyi Sub County,Bukembe east Ward,Bukembe Dispensary,KB2SvXgUyqF,Bukembe Dispensary,Keipsl15819,Hyvw9VnZ2ch.NCnIv37EwU1,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Male, Positive",5,1,1
Kenya,Bungoma County,Kanduyi Sub County,Bukembe east Ward,Bukembe Dispensary,KB2SvXgUyqF,Bukembe Dispensary,Keipsl15819,Hyvw9VnZ2ch.zqARzn2wVj5,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Female, Positive",48,35,37
Kenya,Bungoma County,Kanduyi Sub County,Bukembe east Ward,Bukembe Dispensary,KB2SvXgUyqF,Bukembe Dispensary,Keipsl15819,Hyvw9VnZ2ch.y9LP85d8t4b,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Male, Positive",21,2,2
Kenya,Bungoma County,Kanduyi Sub County,Bukembe east Ward,Bukembe Dispensary,KB2SvXgUyqF,Bukembe Dispensary,Keipsl15819,Hyvw9VnZ2ch.Vi8sd7mvZW4,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Female, Positive",35,41,39
Kenya,Bungoma County,Kanduyi Sub County,Bukembe east Ward,Bukembe Dispensary,KB2SvXgUyqF,Bukembe Dispensary,Keipsl15819,Hyvw9VnZ2ch.YDzeLL6xf5o,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Male, Positive",13,11,10
Kenya,Bungoma County,Kanduyi Sub County,Bukembe east Ward,Bukembe Dispensary,KB2SvXgUyqF,Bukembe Dispensary,Keipsl15819,Hyvw9VnZ2ch.hRq4baaUamW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Female, Positive",56,55,61
