orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,dataid,dataname,Oct to Dec 2022,Jan to Mar 2023,Apr to Jun 2023
Kenya,Embu County,Runyenjes Sub County,Kaagari South Ward,Acef Ena Health Centre,VUv3MNGbLMe,Acef Ena Health Centre,Keipsl12791,Hyvw9VnZ2ch.J8fGj3Iefbc,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Female, Positive",40,44,47
Kenya,Embu County,Runyenjes Sub County,Kaagari South Ward,Acef Ena Health Centre,VUv3MNGbLMe,Acef Ena Health Centre,Keipsl12791,Hyvw9VnZ2ch.zUjkTTlva36,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Male, Positive",16,14,16
Kenya,Embu County,Runyenjes Sub County,Kaagari South Ward,Acef Ena Health Centre,VUv3MNGbLMe,Acef Ena Health Centre,Keipsl12791,Hyvw9VnZ2ch.zLbjm4E1NsG,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 5-9, Female, Positive",,,1
Kenya,Embu County,Runyenjes Sub County,Kaagari South Ward,Acef Ena Health Centre,VUv3MNGbLMe,Acef Ena Health Centre,Keipsl12791,Hyvw9VnZ2ch.p1HABZs9ydt,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 5-9, Male, Positive",2,2,2
Kenya,Embu County,Runyenjes Sub County,Kaagari South Ward,Acef Ena Health Centre,VUv3MNGbLMe,Acef Ena Health Centre,Keipsl12791,Hyvw9VnZ2ch.VdMgEQkOtuV,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Female, Positive",28,27,25
Kenya,Embu County,Runyenjes Sub County,Kaagari South Ward,Acef Ena Health Centre,VUv3MNGbLMe,Acef Ena Health Centre,Keipsl12791,Hyvw9VnZ2ch.i1yTaswn4qW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Male, Positive",14,14,16
Kenya,Embu County,Runyenjes Sub County,Kaagari South Ward,Acef Ena Health Centre,VUv3MNGbLMe,Acef Ena Health Centre,Keipsl12791,Hyvw9VnZ2ch.yWgBf6UOK8d,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Female, Positive",15,16,17
Kenya,Embu County,Runyenjes Sub County,Kaagari South Ward,Acef Ena Health Centre,VUv3MNGbLMe,Acef Ena Health Centre,Keipsl12791,Hyvw9VnZ2ch.N9EXA1gNh16,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Male, Positive",12,13,12
Kenya,Embu County,Runyenjes Sub County,Kaagari South Ward,Acef Ena Health Centre,VUv3MNGbLMe,Acef Ena Health Centre,Keipsl12791,Hyvw9VnZ2ch.ay6Bp2UGIE5,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 60-64, Female, Positive",12,13,16
Kenya,Embu County,Runyenjes Sub County,Kaagari South Ward,Acef Ena Health Centre,VUv3MNGbLMe,Acef Ena Health Centre,Keipsl12791,Hyvw9VnZ2ch.lNnwcd2RT4K,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 60-64, Male, Positive",10,9,7
Kenya,Embu County,Runyenjes Sub County,Kaagari South Ward,Acef Ena Health Centre,VUv3MNGbLMe,Acef Ena Health Centre,Keipsl12791,Hyvw9VnZ2ch.YOMb0sp9VLV,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 65+, Female, Positive",9,9,10
Kenya,Embu County,Runyenjes Sub County,Kaagari South Ward,Acef Ena Health Centre,VUv3MNGbLMe,Acef Ena Health Centre,Keipsl12791,Hyvw9VnZ2ch.Yy619I6uuTP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 65+, Male, Positive",4,6,8
Kenya,Embu County,Runyenjes Sub County,Kaagari South Ward,Acef Ena Health Centre,VUv3MNGbLMe,Acef Ena Health Centre,Keipsl12791,Hyvw9VnZ2ch.OMVFa98P0Yg,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART <1, Female, Positive",1,1,1
Kenya,Embu County,Manyatta Sub County,Kirimari Ward,Dallas Dispensary,sRdAeQShDlw,Dallas Dispensary,Keipsl11984,Hyvw9VnZ2ch.dRjezxQktoz,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 1-4, Female, Positive",1,1,
Kenya,Embu County,Manyatta Sub County,Kirimari Ward,Dallas Dispensary,sRdAeQShDlw,Dallas Dispensary,Keipsl11984,Hyvw9VnZ2ch.jjUGfPF0ObP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 1-4, Male, Positive",1,1,1
Kenya,Embu County,Manyatta Sub County,Kirimari Ward,Dallas Dispensary,sRdAeQShDlw,Dallas Dispensary,Keipsl11984,Hyvw9VnZ2ch.AG0milXShQM,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Female, Positive",2,2,2
Kenya,Embu County,Manyatta Sub County,Kirimari Ward,Dallas Dispensary,sRdAeQShDlw,Dallas Dispensary,Keipsl11984,Hyvw9VnZ2ch.tEMe0224zlP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Male, Positive",2,2,2
Kenya,Embu County,Manyatta Sub County,Kirimari Ward,Dallas Dispensary,sRdAeQShDlw,Dallas Dispensary,Keipsl11984,Hyvw9VnZ2ch.QqlHrg6f0Sm,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 15-19, Female, Positive",3,4,5
Kenya,Embu County,Manyatta Sub County,Kirimari Ward,Dallas Dispensary,sRdAeQShDlw,Dallas Dispensary,Keipsl11984,Hyvw9VnZ2ch.LpnJL4zZxRH,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 15-19, Male, Positive",2,2,
Kenya,Embu County,Manyatta Sub County,Kirimari Ward,Dallas Dispensary,sRdAeQShDlw,Dallas Dispensary,Keipsl11984,Hyvw9VnZ2ch.LyXZybq6Sjf,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Female, Positive",9,8,7
Kenya,Embu County,Manyatta Sub County,Kirimari Ward,Dallas Dispensary,sRdAeQShDlw,Dallas Dispensary,Keipsl11984,Hyvw9VnZ2ch.NCnIv37EwU1,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Male, Positive",1,1,2
Kenya,Embu County,Manyatta Sub County,Kirimari Ward,Dallas Dispensary,sRdAeQShDlw,Dallas Dispensary,Keipsl11984,Hyvw9VnZ2ch.zqARzn2wVj5,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Female, Positive",23,24,21
Kenya,Embu County,Manyatta Sub County,Kirimari Ward,Dallas Dispensary,sRdAeQShDlw,Dallas Dispensary,Keipsl11984,Hyvw9VnZ2ch.y9LP85d8t4b,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Male, Positive",6,5,4
Kenya,Embu County,Manyatta Sub County,Kirimari Ward,Dallas Dispensary,sRdAeQShDlw,Dallas Dispensary,Keipsl11984,Hyvw9VnZ2ch.Vi8sd7mvZW4,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Female, Positive",37,37,37
Kenya,Embu County,Manyatta Sub County,Kirimari Ward,Dallas Dispensary,sRdAeQShDlw,Dallas Dispensary,Keipsl11984,Hyvw9VnZ2ch.YDzeLL6xf5o,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Male, Positive",7,7,6
Kenya,Embu County,Manyatta Sub County,Kirimari Ward,Dallas Dispensary,sRdAeQShDlw,Dallas Dispensary,Keipsl11984,Hyvw9VnZ2ch.hRq4baaUamW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Female, Positive",31,31,30
Kenya,Embu County,Manyatta Sub County,Kirimari Ward,Dallas Dispensary,sRdAeQShDlw,Dallas Dispensary,Keipsl11984,Hyvw9VnZ2ch.XcW5HWccYYZ,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Male, Positive",15,15,13
Kenya,Embu County,Manyatta Sub County,Kirimari Ward,Dallas Dispensary,sRdAeQShDlw,Dallas Dispensary,Keipsl11984,Hyvw9VnZ2ch.PEXIFVXGP9S,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Female, Positive",31,31,29
Kenya,Embu County,Manyatta Sub County,Kirimari Ward,Dallas Dispensary,sRdAeQShDlw,Dallas Dispensary,Keipsl11984,Hyvw9VnZ2ch.zouTxRQ0kXP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Male, Positive",18,17,12
Kenya,Embu County,Manyatta Sub County,Kirimari Ward,Dallas Dispensary,sRdAeQShDlw,Dallas Dispensary,Keipsl11984,Hyvw9VnZ2ch.J8fGj3Iefbc,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Female, Positive",20,17,24
Kenya,Embu County,Manyatta Sub County,Kirimari Ward,Dallas Dispensary,sRdAeQShDlw,Dallas Dispensary,Keipsl11984,Hyvw9VnZ2ch.zUjkTTlva36,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Male, Positive",12,14,18
Kenya,Embu County,Manyatta Sub County,Kirimari Ward,Dallas Dispensary,sRdAeQShDlw,Dallas Dispensary,Keipsl11984,Hyvw9VnZ2ch.zLbjm4E1NsG,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 5-9, Female, Positive",3,3,4
Kenya,Embu County,Manyatta Sub County,Kirimari Ward,Dallas Dispensary,sRdAeQShDlw,Dallas Dispensary,Keipsl11984,Hyvw9VnZ2ch.p1HABZs9ydt,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 5-9, Male, Positive",1,1,1
Kenya,Embu County,Manyatta Sub County,Kirimari Ward,Dallas Dispensary,sRdAeQShDlw,Dallas Dispensary,Keipsl11984,Hyvw9VnZ2ch.VdMgEQkOtuV,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Female, Positive",11,12,11
Kenya,Embu County,Manyatta Sub County,Kirimari Ward,Dallas Dispensary,sRdAeQShDlw,Dallas Dispensary,Keipsl11984,Hyvw9VnZ2ch.i1yTaswn4qW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Male, Positive",5,5,7
Kenya,Embu County,Manyatta Sub County,Kirimari Ward,Dallas Dispensary,sRdAeQShDlw,Dallas Dispensary,Keipsl11984,Hyvw9VnZ2ch.yWgBf6UOK8d,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Female, Positive",3,3,5
Kenya,Embu County,Manyatta Sub County,Kirimari Ward,Dallas Dispensary,sRdAeQShDlw,Dallas Dispensary,Keipsl11984,Hyvw9VnZ2ch.N9EXA1gNh16,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Male, Positive",6,7,7
Kenya,Embu County,Manyatta Sub County,Kirimari Ward,Dallas Dispensary,sRdAeQShDlw,Dallas Dispensary,Keipsl11984,Hyvw9VnZ2ch.ay6Bp2UGIE5,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 60-64, Female, Positive",9,9,11
Kenya,Embu County,Manyatta Sub County,Kirimari Ward,Dallas Dispensary,sRdAeQShDlw,Dallas Dispensary,Keipsl11984,Hyvw9VnZ2ch.lNnwcd2RT4K,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 60-64, Male, Positive",2,1,1
Kenya,Embu County,Manyatta Sub County,Kirimari Ward,Dallas Dispensary,sRdAeQShDlw,Dallas Dispensary,Keipsl11984,Hyvw9VnZ2ch.YOMb0sp9VLV,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 65+, Female, Positive",3,3,3
Kenya,Embu County,Manyatta Sub County,Kirimari Ward,Dallas Dispensary,sRdAeQShDlw,Dallas Dispensary,Keipsl11984,Hyvw9VnZ2ch.Yy619I6uuTP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 65+, Male, Positive",1,2,2
Kenya,Embu County,Manyatta Sub County,Mbeti North Ward,Embu Children Clinic,qk04xUaN0fK,Embu Children Clinic,Keipsl12790,Hyvw9VnZ2ch.dRjezxQktoz,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 1-4, Female, Positive",1,1,
Kenya,Embu County,Manyatta Sub County,Mbeti North Ward,Embu Children Clinic,qk04xUaN0fK,Embu Children Clinic,Keipsl12790,Hyvw9VnZ2ch.jjUGfPF0ObP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 1-4, Male, Positive",1,1,1
Kenya,Embu County,Manyatta Sub County,Mbeti North Ward,Embu Children Clinic,qk04xUaN0fK,Embu Children Clinic,Keipsl12790,Hyvw9VnZ2ch.AG0milXShQM,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Female, Positive",1,1,1
Kenya,Embu County,Manyatta Sub County,Mbeti North Ward,Embu Children Clinic,qk04xUaN0fK,Embu Children Clinic,Keipsl12790,Hyvw9VnZ2ch.QqlHrg6f0Sm,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 15-19, Female, Positive",2,2,2
Kenya,Embu County,Manyatta Sub County,Mbeti North Ward,Embu Children Clinic,qk04xUaN0fK,Embu Children Clinic,Keipsl12790,Hyvw9VnZ2ch.LpnJL4zZxRH,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 15-19, Male, Positive",1,1,1
Kenya,Embu County,Manyatta Sub County,Mbeti North Ward,Embu Children Clinic,qk04xUaN0fK,Embu Children Clinic,Keipsl12790,Hyvw9VnZ2ch.LyXZybq6Sjf,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Female, Positive",6,5,3
Kenya,Embu County,Manyatta Sub County,Mbeti North Ward,Embu Children Clinic,qk04xUaN0fK,Embu Children Clinic,Keipsl12790,Hyvw9VnZ2ch.NCnIv37EwU1,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Male, Positive",2,2,1
Kenya,Embu County,Manyatta Sub County,Mbeti North Ward,Embu Children Clinic,qk04xUaN0fK,Embu Children Clinic,Keipsl12790,Hyvw9VnZ2ch.zqARzn2wVj5,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Female, Positive",9,10,12
Kenya,Embu County,Manyatta Sub County,Mbeti North Ward,Embu Children Clinic,qk04xUaN0fK,Embu Children Clinic,Keipsl12790,Hyvw9VnZ2ch.y9LP85d8t4b,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Male, Positive",1,1,3
Kenya,Embu County,Manyatta Sub County,Mbeti North Ward,Embu Children Clinic,qk04xUaN0fK,Embu Children Clinic,Keipsl12790,Hyvw9VnZ2ch.Vi8sd7mvZW4,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Female, Positive",18,17,14
Kenya,Embu County,Manyatta Sub County,Mbeti North Ward,Embu Children Clinic,qk04xUaN0fK,Embu Children Clinic,Keipsl12790,Hyvw9VnZ2ch.YDzeLL6xf5o,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Male, Positive",4,3,4
Kenya,Embu County,Manyatta Sub County,Mbeti North Ward,Embu Children Clinic,qk04xUaN0fK,Embu Children Clinic,Keipsl12790,Hyvw9VnZ2ch.hRq4baaUamW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Female, Positive",22,24,24
Kenya,Embu County,Manyatta Sub County,Mbeti North Ward,Embu Children Clinic,qk04xUaN0fK,Embu Children Clinic,Keipsl12790,Hyvw9VnZ2ch.XcW5HWccYYZ,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Male, Positive",10,11,10
Kenya,Embu County,Manyatta Sub County,Mbeti North Ward,Embu Children Clinic,qk04xUaN0fK,Embu Children Clinic,Keipsl12790,Hyvw9VnZ2ch.PEXIFVXGP9S,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Female, Positive",22,23,22
Kenya,Embu County,Manyatta Sub County,Mbeti North Ward,Embu Children Clinic,qk04xUaN0fK,Embu Children Clinic,Keipsl12790,Hyvw9VnZ2ch.zouTxRQ0kXP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Male, Positive",7,7,8
Kenya,Embu County,Manyatta Sub County,Mbeti North Ward,Embu Children Clinic,qk04xUaN0fK,Embu Children Clinic,Keipsl12790,Hyvw9VnZ2ch.J8fGj3Iefbc,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Female, Positive",22,22,21
Kenya,Embu County,Manyatta Sub County,Mbeti North Ward,Embu Children Clinic,qk04xUaN0fK,Embu Children Clinic,Keipsl12790,Hyvw9VnZ2ch.zUjkTTlva36,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Male, Positive",6,6,7
Kenya,Embu County,Manyatta Sub County,Mbeti North Ward,Embu Children Clinic,qk04xUaN0fK,Embu Children Clinic,Keipsl12790,Hyvw9VnZ2ch.zLbjm4E1NsG,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 5-9, Female, Positive",,,1
Kenya,Embu County,Manyatta Sub County,Mbeti North Ward,Embu Children Clinic,qk04xUaN0fK,Embu Children Clinic,Keipsl12790,Hyvw9VnZ2ch.p1HABZs9ydt,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 5-9, Male, Positive",3,2,2
Kenya,Embu County,Manyatta Sub County,Mbeti North Ward,Embu Children Clinic,qk04xUaN0fK,Embu Children Clinic,Keipsl12790,Hyvw9VnZ2ch.VdMgEQkOtuV,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Female, Positive",12,13,15
Kenya,Embu County,Manyatta Sub County,Mbeti North Ward,Embu Children Clinic,qk04xUaN0fK,Embu Children Clinic,Keipsl12790,Hyvw9VnZ2ch.i1yTaswn4qW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Male, Positive",9,8,10
Kenya,Embu County,Manyatta Sub County,Mbeti North Ward,Embu Children Clinic,qk04xUaN0fK,Embu Children Clinic,Keipsl12790,Hyvw9VnZ2ch.yWgBf6UOK8d,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Female, Positive",10,9,9
Kenya,Embu County,Manyatta Sub County,Mbeti North Ward,Embu Children Clinic,qk04xUaN0fK,Embu Children Clinic,Keipsl12790,Hyvw9VnZ2ch.N9EXA1gNh16,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Male, Positive",16,17,14
Kenya,Embu County,Manyatta Sub County,Mbeti North Ward,Embu Children Clinic,qk04xUaN0fK,Embu Children Clinic,Keipsl12790,Hyvw9VnZ2ch.ay6Bp2UGIE5,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 60-64, Female, Positive",5,6,7
Kenya,Embu County,Manyatta Sub County,Mbeti North Ward,Embu Children Clinic,qk04xUaN0fK,Embu Children Clinic,Keipsl12790,Hyvw9VnZ2ch.lNnwcd2RT4K,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 60-64, Male, Positive",4,4,5
Kenya,Embu County,Manyatta Sub County,Mbeti North Ward,Embu Children Clinic,qk04xUaN0fK,Embu Children Clinic,Keipsl12790,Hyvw9VnZ2ch.YOMb0sp9VLV,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 65+, Female, Positive",1,1,1
Kenya,Embu County,Manyatta Sub County,Mbeti North Ward,Embu Children Clinic,qk04xUaN0fK,Embu Children Clinic,Keipsl12790,Hyvw9VnZ2ch.Yy619I6uuTP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 65+, Male, Positive",1,1,3
Kenya,Embu County,Manyatta Sub County,Kirimari Ward,Embu Provincial General Hospital,IROLxe1CWyV,Embu Provincial General Hospital,Keipsl12004,Hyvw9VnZ2ch.dRjezxQktoz,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 1-4, Female, Positive",2,3,3
Kenya,Embu County,Manyatta Sub County,Kirimari Ward,Embu Provincial General Hospital,IROLxe1CWyV,Embu Provincial General Hospital,Keipsl12004,Hyvw9VnZ2ch.jjUGfPF0ObP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 1-4, Male, Positive",5,8,6
Kenya,Embu County,Manyatta Sub County,Kirimari Ward,Embu Provincial General Hospital,IROLxe1CWyV,Embu Provincial General Hospital,Keipsl12004,Hyvw9VnZ2ch.AG0milXShQM,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Female, Positive",18,16,17
Kenya,Embu County,Manyatta Sub County,Kirimari Ward,Embu Provincial General Hospital,IROLxe1CWyV,Embu Provincial General Hospital,Keipsl12004,Hyvw9VnZ2ch.tEMe0224zlP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Male, Positive",29,30,26
Kenya,Embu County,Manyatta Sub County,Kirimari Ward,Embu Provincial General Hospital,IROLxe1CWyV,Embu Provincial General Hospital,Keipsl12004,Hyvw9VnZ2ch.QqlHrg6f0Sm,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 15-19, Female, Positive",33,32,28
Kenya,Embu County,Manyatta Sub County,Kirimari Ward,Embu Provincial General Hospital,IROLxe1CWyV,Embu Provincial General Hospital,Keipsl12004,Hyvw9VnZ2ch.LpnJL4zZxRH,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 15-19, Male, Positive",30,33,33
Kenya,Embu County,Manyatta Sub County,Kirimari Ward,Embu Provincial General Hospital,IROLxe1CWyV,Embu Provincial General Hospital,Keipsl12004,Hyvw9VnZ2ch.LyXZybq6Sjf,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Female, Positive",62,64,70
Kenya,Embu County,Manyatta Sub County,Kirimari Ward,Embu Provincial General Hospital,IROLxe1CWyV,Embu Provincial General Hospital,Keipsl12004,Hyvw9VnZ2ch.NCnIv37EwU1,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Male, Positive",47,48,48
