orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,dataid,dataname,Oct to Dec 2022,Jan to Mar 2023,Apr to Jun 2023
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Afraha Maternity and Nursing Home,iiouXbdQUd4,Afraha Maternity and Nursing Home,Keipsl18382,,Hyvw9VnZ2ch.J8fGj3Iefbc,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Female, Positive",4,5,5
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Afraha Maternity and Nursing Home,iiouXbdQUd4,Afraha Maternity and Nursing Home,Keipsl18382,,Hyvw9VnZ2ch.zUjkTTlva36,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Male, Positive",2,4,4
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Afraha Maternity and Nursing Home,iiouXbdQUd4,Afraha Maternity and Nursing Home,Keipsl18382,,Hyvw9VnZ2ch.VdMgEQkOtuV,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Female, Positive",3,4,4
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Afraha Maternity and Nursing Home,iiouXbdQUd4,Afraha Maternity and Nursing Home,Keipsl18382,,Hyvw9VnZ2ch.i1yTaswn4qW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Male, Positive",3,4,4
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Afraha Maternity and Nursing Home,iiouXbdQUd4,Afraha Maternity and Nursing Home,Keipsl18382,,Hyvw9VnZ2ch.yWgBf6UOK8d,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Female, Positive",3,5,5
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Afraha Maternity and Nursing Home,iiouXbdQUd4,Afraha Maternity and Nursing Home,Keipsl18382,,Hyvw9VnZ2ch.N9EXA1gNh16,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Male, Positive",3,1,1
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Algadir Medical Clinic,KjxuN3y2zLL,Algadir Medical Clinic,Keipsl18009,,Hyvw9VnZ2ch.dRjezxQktoz,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 1-4, Female, Positive",,1,
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Algadir Medical Clinic,KjxuN3y2zLL,Algadir Medical Clinic,Keipsl18009,,Hyvw9VnZ2ch.tEMe0224zlP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Male, Positive",2,2,2
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Algadir Medical Clinic,KjxuN3y2zLL,Algadir Medical Clinic,Keipsl18009,,Hyvw9VnZ2ch.QqlHrg6f0Sm,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 15-19, Female, Positive",6,6,5
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Algadir Medical Clinic,KjxuN3y2zLL,Algadir Medical Clinic,Keipsl18009,,Hyvw9VnZ2ch.LpnJL4zZxRH,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 15-19, Male, Positive",4,3,2
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Algadir Medical Clinic,KjxuN3y2zLL,Algadir Medical Clinic,Keipsl18009,,Hyvw9VnZ2ch.LyXZybq6Sjf,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Female, Positive",10,10,9
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Algadir Medical Clinic,KjxuN3y2zLL,Algadir Medical Clinic,Keipsl18009,,Hyvw9VnZ2ch.NCnIv37EwU1,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Male, Positive",9,9,10
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Algadir Medical Clinic,KjxuN3y2zLL,Algadir Medical Clinic,Keipsl18009,,Hyvw9VnZ2ch.zqARzn2wVj5,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Female, Positive",14,16,17
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Algadir Medical Clinic,KjxuN3y2zLL,Algadir Medical Clinic,Keipsl18009,,Hyvw9VnZ2ch.y9LP85d8t4b,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Male, Positive",1,3,4
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Algadir Medical Clinic,KjxuN3y2zLL,Algadir Medical Clinic,Keipsl18009,,Hyvw9VnZ2ch.Vi8sd7mvZW4,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Female, Positive",32,31,29
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Algadir Medical Clinic,KjxuN3y2zLL,Algadir Medical Clinic,Keipsl18009,,Hyvw9VnZ2ch.YDzeLL6xf5o,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Male, Positive",8,8,7
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Algadir Medical Clinic,KjxuN3y2zLL,Algadir Medical Clinic,Keipsl18009,,Hyvw9VnZ2ch.hRq4baaUamW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Female, Positive",18,19,20
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Algadir Medical Clinic,KjxuN3y2zLL,Algadir Medical Clinic,Keipsl18009,,Hyvw9VnZ2ch.XcW5HWccYYZ,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Male, Positive",22,24,26
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Algadir Medical Clinic,KjxuN3y2zLL,Algadir Medical Clinic,Keipsl18009,,Hyvw9VnZ2ch.PEXIFVXGP9S,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Female, Positive",35,39,34
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Algadir Medical Clinic,KjxuN3y2zLL,Algadir Medical Clinic,Keipsl18009,,Hyvw9VnZ2ch.zouTxRQ0kXP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Male, Positive",22,22,17
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Algadir Medical Clinic,KjxuN3y2zLL,Algadir Medical Clinic,Keipsl18009,,Hyvw9VnZ2ch.J8fGj3Iefbc,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Female, Positive",27,28,31
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Algadir Medical Clinic,KjxuN3y2zLL,Algadir Medical Clinic,Keipsl18009,,Hyvw9VnZ2ch.zUjkTTlva36,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Male, Positive",25,26,29
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Algadir Medical Clinic,KjxuN3y2zLL,Algadir Medical Clinic,Keipsl18009,,Hyvw9VnZ2ch.zLbjm4E1NsG,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 5-9, Female, Positive",,,1
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Algadir Medical Clinic,KjxuN3y2zLL,Algadir Medical Clinic,Keipsl18009,,Hyvw9VnZ2ch.p1HABZs9ydt,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 5-9, Male, Positive",2,2,2
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Algadir Medical Clinic,KjxuN3y2zLL,Algadir Medical Clinic,Keipsl18009,,Hyvw9VnZ2ch.VdMgEQkOtuV,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Female, Positive",29,29,26
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Algadir Medical Clinic,KjxuN3y2zLL,Algadir Medical Clinic,Keipsl18009,,Hyvw9VnZ2ch.i1yTaswn4qW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Male, Positive",18,18,20
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Algadir Medical Clinic,KjxuN3y2zLL,Algadir Medical Clinic,Keipsl18009,,Hyvw9VnZ2ch.yWgBf6UOK8d,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Female, Positive",1,2,3
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Algadir Medical Clinic,KjxuN3y2zLL,Algadir Medical Clinic,Keipsl18009,,Hyvw9VnZ2ch.N9EXA1gNh16,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Male, Positive",11,10,14
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Algadir Medical Clinic,KjxuN3y2zLL,Algadir Medical Clinic,Keipsl18009,,Hyvw9VnZ2ch.ay6Bp2UGIE5,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 60-64, Female, Positive",6,7,4
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Algadir Medical Clinic,KjxuN3y2zLL,Algadir Medical Clinic,Keipsl18009,,Hyvw9VnZ2ch.lNnwcd2RT4K,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 60-64, Male, Positive",4,5,5
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Algadir Medical Clinic,KjxuN3y2zLL,Algadir Medical Clinic,Keipsl18009,,Hyvw9VnZ2ch.YOMb0sp9VLV,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 65+, Female, Positive",3,3,4
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Algadir Medical Clinic,KjxuN3y2zLL,Algadir Medical Clinic,Keipsl18009,,Hyvw9VnZ2ch.Yy619I6uuTP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 65+, Male, Positive",3,6,7
Kenya,Nakuru County,Nakuru West Sub County,London Ward,Annex Hospital (Nakuru),HB8bMpxgcD7,Annex Hospital (Nakuru),Keipsl14207,,Hyvw9VnZ2ch.QqlHrg6f0Sm,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 15-19, Female, Positive",1,1,1
Kenya,Nakuru County,Nakuru West Sub County,London Ward,Annex Hospital (Nakuru),HB8bMpxgcD7,Annex Hospital (Nakuru),Keipsl14207,,Hyvw9VnZ2ch.LpnJL4zZxRH,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 15-19, Male, Positive",2,2,2
Kenya,Nakuru County,Nakuru West Sub County,London Ward,Annex Hospital (Nakuru),HB8bMpxgcD7,Annex Hospital (Nakuru),Keipsl14207,,Hyvw9VnZ2ch.LyXZybq6Sjf,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Female, Positive",1,2,4
Kenya,Nakuru County,Nakuru West Sub County,London Ward,Annex Hospital (Nakuru),HB8bMpxgcD7,Annex Hospital (Nakuru),Keipsl14207,,Hyvw9VnZ2ch.NCnIv37EwU1,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Male, Positive",1,1,1
Kenya,Nakuru County,Nakuru West Sub County,London Ward,Annex Hospital (Nakuru),HB8bMpxgcD7,Annex Hospital (Nakuru),Keipsl14207,,Hyvw9VnZ2ch.zqARzn2wVj5,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Female, Positive",11,10,10
Kenya,Nakuru County,Nakuru West Sub County,London Ward,Annex Hospital (Nakuru),HB8bMpxgcD7,Annex Hospital (Nakuru),Keipsl14207,,Hyvw9VnZ2ch.y9LP85d8t4b,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Male, Positive",6,5,5
Kenya,Nakuru County,Nakuru West Sub County,London Ward,Annex Hospital (Nakuru),HB8bMpxgcD7,Annex Hospital (Nakuru),Keipsl14207,,Hyvw9VnZ2ch.Vi8sd7mvZW4,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Female, Positive",25,24,24
Kenya,Nakuru County,Nakuru West Sub County,London Ward,Annex Hospital (Nakuru),HB8bMpxgcD7,Annex Hospital (Nakuru),Keipsl14207,,Hyvw9VnZ2ch.YDzeLL6xf5o,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Male, Positive",1,1,2
Kenya,Nakuru County,Nakuru West Sub County,London Ward,Annex Hospital (Nakuru),HB8bMpxgcD7,Annex Hospital (Nakuru),Keipsl14207,,Hyvw9VnZ2ch.hRq4baaUamW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Female, Positive",29,31,32
Kenya,Nakuru County,Nakuru West Sub County,London Ward,Annex Hospital (Nakuru),HB8bMpxgcD7,Annex Hospital (Nakuru),Keipsl14207,,Hyvw9VnZ2ch.XcW5HWccYYZ,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Male, Positive",4,4,4
Kenya,Nakuru County,Nakuru West Sub County,London Ward,Annex Hospital (Nakuru),HB8bMpxgcD7,Annex Hospital (Nakuru),Keipsl14207,,Hyvw9VnZ2ch.PEXIFVXGP9S,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Female, Positive",11,14,14
Kenya,Nakuru County,Nakuru West Sub County,London Ward,Annex Hospital (Nakuru),HB8bMpxgcD7,Annex Hospital (Nakuru),Keipsl14207,,Hyvw9VnZ2ch.zouTxRQ0kXP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Male, Positive",12,10,10
Kenya,Nakuru County,Nakuru West Sub County,London Ward,Annex Hospital (Nakuru),HB8bMpxgcD7,Annex Hospital (Nakuru),Keipsl14207,,Hyvw9VnZ2ch.J8fGj3Iefbc,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Female, Positive",12,11,12
Kenya,Nakuru County,Nakuru West Sub County,London Ward,Annex Hospital (Nakuru),HB8bMpxgcD7,Annex Hospital (Nakuru),Keipsl14207,,Hyvw9VnZ2ch.zUjkTTlva36,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Male, Positive",14,15,15
Kenya,Nakuru County,Nakuru West Sub County,London Ward,Annex Hospital (Nakuru),HB8bMpxgcD7,Annex Hospital (Nakuru),Keipsl14207,,Hyvw9VnZ2ch.zLbjm4E1NsG,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 5-9, Female, Positive",1,1,1
Kenya,Nakuru County,Nakuru West Sub County,London Ward,Annex Hospital (Nakuru),HB8bMpxgcD7,Annex Hospital (Nakuru),Keipsl14207,,Hyvw9VnZ2ch.VdMgEQkOtuV,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Female, Positive",10,9,9
Kenya,Nakuru County,Nakuru West Sub County,London Ward,Annex Hospital (Nakuru),HB8bMpxgcD7,Annex Hospital (Nakuru),Keipsl14207,,Hyvw9VnZ2ch.i1yTaswn4qW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Male, Positive",4,4,5
Kenya,Nakuru County,Nakuru West Sub County,London Ward,Annex Hospital (Nakuru),HB8bMpxgcD7,Annex Hospital (Nakuru),Keipsl14207,,Hyvw9VnZ2ch.yWgBf6UOK8d,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Female, Positive",3,4,4
Kenya,Nakuru County,Nakuru West Sub County,London Ward,Annex Hospital (Nakuru),HB8bMpxgcD7,Annex Hospital (Nakuru),Keipsl14207,,Hyvw9VnZ2ch.N9EXA1gNh16,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Male, Positive",2,3,3
Kenya,Nakuru County,Nakuru West Sub County,London Ward,Annex Hospital (Nakuru),HB8bMpxgcD7,Annex Hospital (Nakuru),Keipsl14207,,Hyvw9VnZ2ch.ay6Bp2UGIE5,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 60-64, Female, Positive",4,4,4
Kenya,Nakuru County,Nakuru West Sub County,London Ward,Annex Hospital (Nakuru),HB8bMpxgcD7,Annex Hospital (Nakuru),Keipsl14207,,Hyvw9VnZ2ch.lNnwcd2RT4K,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 60-64, Male, Positive",7,7,7
Kenya,Nakuru County,Nakuru West Sub County,London Ward,Annex Hospital (Nakuru),HB8bMpxgcD7,Annex Hospital (Nakuru),Keipsl14207,,Hyvw9VnZ2ch.YOMb0sp9VLV,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 65+, Female, Positive",2,3,3
Kenya,Nakuru County,Nakuru West Sub County,London Ward,Annex Hospital (Nakuru),HB8bMpxgcD7,Annex Hospital (Nakuru),Keipsl14207,,Hyvw9VnZ2ch.Yy619I6uuTP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 65+, Male, Positive",2,2,2
Kenya,Nakuru County,Nakuru West Sub County,London Ward,Annex Hospital (Nakuru),HB8bMpxgcD7,Annex Hospital (Nakuru),Keipsl14207,,Hyvw9VnZ2ch.GnpJeq2XENE,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART <1, Male, Positive",,,1
Kenya,Nakuru County,Nakuru North Sub County,Bahati Ward,Bahati Dispensary,Goa2gnvQpcf,Bahati Dispensary,Keipsl14223,,Hyvw9VnZ2ch.dRjezxQktoz,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 1-4, Female, Positive",1,1,1
Kenya,Nakuru County,Nakuru North Sub County,Bahati Ward,Bahati Dispensary,Goa2gnvQpcf,Bahati Dispensary,Keipsl14223,,Hyvw9VnZ2ch.jjUGfPF0ObP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 1-4, Male, Positive",1,,
Kenya,Nakuru County,Nakuru North Sub County,Bahati Ward,Bahati Dispensary,Goa2gnvQpcf,Bahati Dispensary,Keipsl14223,,Hyvw9VnZ2ch.AG0milXShQM,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Female, Positive",1,1,1
Kenya,Nakuru County,Nakuru North Sub County,Bahati Ward,Bahati Dispensary,Goa2gnvQpcf,Bahati Dispensary,Keipsl14223,,Hyvw9VnZ2ch.tEMe0224zlP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Male, Positive",1,1,1
Kenya,Nakuru County,Nakuru North Sub County,Bahati Ward,Bahati Dispensary,Goa2gnvQpcf,Bahati Dispensary,Keipsl14223,,Hyvw9VnZ2ch.QqlHrg6f0Sm,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 15-19, Female, Positive",3,2,2
Kenya,Nakuru County,Nakuru North Sub County,Bahati Ward,Bahati Dispensary,Goa2gnvQpcf,Bahati Dispensary,Keipsl14223,,Hyvw9VnZ2ch.LpnJL4zZxRH,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 15-19, Male, Positive",,1,1
Kenya,Nakuru County,Nakuru North Sub County,Bahati Ward,Bahati Dispensary,Goa2gnvQpcf,Bahati Dispensary,Keipsl14223,,Hyvw9VnZ2ch.LyXZybq6Sjf,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Female, Positive",2,4,5
Kenya,Nakuru County,Nakuru North Sub County,Bahati Ward,Bahati Dispensary,Goa2gnvQpcf,Bahati Dispensary,Keipsl14223,,Hyvw9VnZ2ch.zqARzn2wVj5,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Female, Positive",10,10,11
Kenya,Nakuru County,Nakuru North Sub County,Bahati Ward,Bahati Dispensary,Goa2gnvQpcf,Bahati Dispensary,Keipsl14223,,Hyvw9VnZ2ch.y9LP85d8t4b,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Male, Positive",1,1,
Kenya,Nakuru County,Nakuru North Sub County,Bahati Ward,Bahati Dispensary,Goa2gnvQpcf,Bahati Dispensary,Keipsl14223,,Hyvw9VnZ2ch.Vi8sd7mvZW4,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Female, Positive",6,8,8
Kenya,Nakuru County,Nakuru North Sub County,Bahati Ward,Bahati Dispensary,Goa2gnvQpcf,Bahati Dispensary,Keipsl14223,,Hyvw9VnZ2ch.YDzeLL6xf5o,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Male, Positive",3,3,4
Kenya,Nakuru County,Nakuru North Sub County,Bahati Ward,Bahati Dispensary,Goa2gnvQpcf,Bahati Dispensary,Keipsl14223,,Hyvw9VnZ2ch.hRq4baaUamW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Female, Positive",15,16,17
Kenya,Nakuru County,Nakuru North Sub County,Bahati Ward,Bahati Dispensary,Goa2gnvQpcf,Bahati Dispensary,Keipsl14223,,Hyvw9VnZ2ch.XcW5HWccYYZ,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Male, Positive",3,3,3
Kenya,Nakuru County,Nakuru North Sub County,Bahati Ward,Bahati Dispensary,Goa2gnvQpcf,Bahati Dispensary,Keipsl14223,,Hyvw9VnZ2ch.PEXIFVXGP9S,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Female, Positive",16,17,16
Kenya,Nakuru County,Nakuru North Sub County,Bahati Ward,Bahati Dispensary,Goa2gnvQpcf,Bahati Dispensary,Keipsl14223,,Hyvw9VnZ2ch.zouTxRQ0kXP,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Male, Positive",6,6,5
Kenya,Nakuru County,Nakuru North Sub County,Bahati Ward,Bahati Dispensary,Goa2gnvQpcf,Bahati Dispensary,Keipsl14223,,Hyvw9VnZ2ch.J8fGj3Iefbc,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Female, Positive",4,4,4
Kenya,Nakuru County,Nakuru North Sub County,Bahati Ward,Bahati Dispensary,Goa2gnvQpcf,Bahati Dispensary,Keipsl14223,,Hyvw9VnZ2ch.zUjkTTlva36,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Male, Positive",3,4,4
Kenya,Nakuru County,Nakuru North Sub County,Bahati Ward,Bahati Dispensary,Goa2gnvQpcf,Bahati Dispensary,Keipsl14223,,Hyvw9VnZ2ch.zLbjm4E1NsG,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 5-9, Female, Positive",1,2,2
Kenya,Nakuru County,Nakuru North Sub County,Bahati Ward,Bahati Dispensary,Goa2gnvQpcf,Bahati Dispensary,Keipsl14223,,Hyvw9VnZ2ch.p1HABZs9ydt,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 5-9, Male, Positive",2,2,2
Kenya,Nakuru County,Nakuru North Sub County,Bahati Ward,Bahati Dispensary,Goa2gnvQpcf,Bahati Dispensary,Keipsl14223,,Hyvw9VnZ2ch.VdMgEQkOtuV,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Female, Positive",8,8,9
Kenya,Nakuru County,Nakuru North Sub County,Bahati Ward,Bahati Dispensary,Goa2gnvQpcf,Bahati Dispensary,Keipsl14223,,Hyvw9VnZ2ch.i1yTaswn4qW,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Male, Positive",4,5,6
Kenya,Nakuru County,Nakuru North Sub County,Bahati Ward,Bahati Dispensary,Goa2gnvQpcf,Bahati Dispensary,Keipsl14223,,Hyvw9VnZ2ch.yWgBf6UOK8d,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Female, Positive",5,5,5
Kenya,Nakuru County,Nakuru North Sub County,Bahati Ward,Bahati Dispensary,Goa2gnvQpcf,Bahati Dispensary,Keipsl14223,,Hyvw9VnZ2ch.N9EXA1gNh16,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Male, Positive",2,2,5
